MonthYear,GPI_score
200803,2.35
200804,2.3611666666666666
200805,2.3723333333333336
200806,2.3835
200807,2.3946666666666667
200808,2.4058333333333333
200809,2.417
200810,2.428166666666667
200811,2.4393333333333334
200812,2.4505
200901,2.461666666666667
200902,2.4728333333333334
200903,2.484
200904,2.5008333333333335
200905,2.517666666666667
200906,2.5345
200907,2.5513333333333335
200908,2.568166666666667
200909,2.585
200910,2.6018333333333334
200911,2.618666666666667
200912,2.6355000000000004
201001,2.652333333333334
201002,2.669166666666667
201003,2.6860000000000004
201004,2.690083333333334
201005,2.694166666666667
201006,2.6982500000000003
201007,2.7023333333333337
201008,2.7064166666666667
201009,2.7105
201010,2.7145833333333336
201011,2.7186666666666666
201012,2.72275
201101,2.7268333333333334
201102,2.7309166666666664
201103,2.735
201104,2.739583333333333
201105,2.7441666666666666
201106,2.74875
201107,2.7533333333333334
201108,2.7579166666666666
201109,2.7625
201110,2.7670833333333333
201111,2.7716666666666665
201112,2.77625
201201,2.7808333333333333
201202,2.785416666666667
201203,2.79
201204,2.7870833333333334
201205,2.7841666666666667
201206,2.78125
201207,2.7783333333333333
201208,2.7754166666666666
201209,2.7725
201210,2.7695833333333333
201211,2.7666666666666666
201212,2.76375
201301,2.7608333333333333
201302,2.7579166666666666
201303,2.755
201304,2.7533333333333334
201305,2.7516666666666665
201306,2.75
201307,2.748333333333333
201308,2.7466666666666666
201309,2.745
201310,2.743333333333333
201311,2.7416666666666667
201312,2.7399999999999998
201401,2.7383333333333333
201402,2.7366666666666664
201403,2.735
201404,2.74375
201405,2.7525
201406,2.76125
201407,2.77
201408,2.77875
201409,2.7874999999999996
201410,2.7962499999999997
201411,2.8049999999999997
201412,2.8137499999999998
201501,2.8225
201502,2.83125
201503,2.84
201504,2.87725
201505,2.9145
201506,2.9517499999999997
201507,2.989
201508,3.02625
201509,3.0635
201510,3.1007499999999997
201511,3.138
201512,3.17525
201601,3.2125
201602,3.2497499999999997
201603,3.287
201604,3.2894166666666664
201605,3.2918333333333334
201606,3.29425
201607,3.296666666666667
201608,3.2990833333333334
201609,3.3015
201610,3.303916666666667
201611,3.3063333333333333
201612,3.3087500000000003
201701,3.311166666666667
201702,3.3135833333333338
201703,3.3160000000000003
201704,3.3153333333333337
201705,3.314666666666667
201706,3.314
201707,3.3133333333333335
201708,3.312666666666667
201709,3.3120000000000003
201710,3.3113333333333337
201711,3.310666666666667
201712,3.3100000000000005
201801,3.3093333333333335
201802,3.308666666666667
201803,3.3080000000000003
201804,3.316666666666667
201805,3.3253333333333335
201806,3.334
201807,3.3426666666666667
201808,3.3513333333333333
201809,3.3600000000000003
201810,3.368666666666667
201811,3.3773333333333335
201812,3.386
201901,3.3946666666666667
201902,3.4033333333333333
201903,3.412
201904,3.4119166666666665
201905,3.411833333333333
201906,3.41175
201907,3.4116666666666666
201908,3.411583333333333
201909,3.4115
201910,3.4114166666666668
201911,3.4113333333333333
201912,3.41125
202001,3.4111666666666665
202002,3.4110833333333335
202003,3.411
202004,3.4106666666666667
202005,3.4103333333333334
202006,3.41
202007,3.409666666666667
202008,3.4093333333333335
202009,3.409
202010,3.4086666666666665
202011,3.408333333333333
202012,3.408
202101,3.4076666666666666
202102,3.4073333333333333
202103,3.407
