MonthYear,GPI_score
201103,2.591
201104,2.5885000000000002
201105,2.5860000000000003
201106,2.5835000000000004
201107,2.5810000000000004
201108,2.5785000000000005
201109,2.5760000000000005
201110,2.5735
201111,2.571
201112,2.5685000000000002
201201,2.5660000000000003
201202,2.5635000000000003
201203,2.5610000000000004
201204,2.568416666666667
201205,2.5758333333333336
201206,2.5832500000000005
201207,2.590666666666667
201208,2.5980833333333333
201209,2.6055
201210,2.612916666666667
201211,2.6203333333333334
201212,2.62775
201301,2.6351666666666667
201302,2.6425833333333335
201303,2.65
201304,2.6983333333333333
201305,2.7466666666666666
201306,2.795
201307,2.8433333333333333
201308,2.8916666666666666
201309,2.94
201310,2.9883333333333333
201311,3.0366666666666666
201312,3.085
201401,3.1333333333333333
201402,3.1816666666666666
201403,3.23
201404,3.25175
201405,3.2735
201406,3.2952500000000002
201407,3.317
201408,3.33875
201409,3.3605
201410,3.38225
201411,3.404
201412,3.42575
201501,3.4475000000000002
201502,3.46925
201503,3.491
201504,3.49375
201505,3.4965
201506,3.49925
201507,3.502
201508,3.50475
201509,3.5075
201510,3.5102499999999996
201511,3.513
201512,3.5157499999999997
201601,3.5184999999999995
201602,3.5212499999999998
201603,3.5239999999999996
201604,3.518833333333333
201605,3.5136666666666665
201606,3.5084999999999997
201607,3.503333333333333
201608,3.498166666666666
201609,3.4929999999999994
201610,3.487833333333333
201611,3.4826666666666664
201612,3.4774999999999996
201701,3.4723333333333333
201702,3.4671666666666665
201703,3.4619999999999997
201704,3.46725
201705,3.4724999999999997
201706,3.47775
201707,3.4829999999999997
201708,3.48825
201709,3.4935
201710,3.49875
201711,3.504
201712,3.5092499999999998
201801,3.5145
201802,3.5197499999999997
201803,3.525
201804,3.5250833333333333
201805,3.525166666666667
201806,3.5252499999999998
201807,3.525333333333333
201808,3.5254166666666666
201809,3.5255
201810,3.5255833333333335
201811,3.525666666666667
201812,3.5257500000000004
201901,3.5258333333333334
201902,3.525916666666667
201903,3.5260000000000002
201904,3.5270833333333336
201905,3.528166666666667
201906,3.52925
201907,3.5303333333333335
201908,3.531416666666667
201909,3.5324999999999998
201910,3.533583333333333
201911,3.5346666666666664
201912,3.5357499999999997
202001,3.536833333333333
202002,3.5379166666666664
202003,3.5389999999999997
202004,3.525
202005,3.5109999999999997
202006,3.497
202007,3.483
202008,3.469
202009,3.455
202010,3.4410000000000003
202011,3.427
202012,3.4130000000000003
202101,3.3990000000000005
202102,3.3850000000000002
202103,3.3710000000000004
