MonthYear,GPI_score
200803,1.881
200804,1.8858333333333333
200805,1.8906666666666667
200806,1.8955
200807,1.9003333333333334
200808,1.9051666666666667
200809,1.9100000000000001
200810,1.9148333333333334
200811,1.9196666666666666
200812,1.9245
200901,1.9293333333333333
200902,1.9341666666666668
200903,1.939
200904,1.9445000000000001
200905,1.95
200906,1.9555
200907,1.961
200908,1.9665
200909,1.972
200910,1.9775
200911,1.9829999999999999
200912,1.9885
201001,1.994
201002,1.9994999999999998
201003,2.005
201004,1.99975
201005,1.9945
201006,1.98925
201007,1.984
201008,1.97875
201009,1.9735
201010,1.9682499999999998
201011,1.9629999999999999
201012,1.9577499999999999
201101,1.9525
201102,1.94725
201103,1.942
201104,1.9445
201105,1.947
201106,1.9495
201107,1.952
201108,1.9545
201109,1.9569999999999999
201110,1.9595
201111,1.962
201112,1.9645
201201,1.967
201202,1.9695
201203,1.972
201204,1.9813333333333334
201205,1.9906666666666666
201206,2.0
201207,2.009333333333333
201208,2.018666666666667
201209,2.028
201210,2.037333333333333
201211,2.046666666666667
201212,2.056
201301,2.0653333333333332
201302,2.074666666666667
201303,2.084
201304,2.079416666666667
201305,2.0748333333333333
201306,2.07025
201307,2.0656666666666665
201308,2.0610833333333334
201309,2.0564999999999998
201310,2.0519166666666666
201311,2.0473333333333334
201312,2.04275
201401,2.0381666666666667
201402,2.033583333333333
201403,2.029
201404,2.033
201405,2.037
201406,2.041
201407,2.045
201408,2.049
201409,2.053
201410,2.057
201411,2.061
201412,2.065
201501,2.069
201502,2.073
201503,2.077
201504,2.072833333333333
201505,2.0686666666666667
201506,2.0645
201507,2.0603333333333333
201508,2.0561666666666665
201509,2.0519999999999996
201510,2.047833333333333
201511,2.0436666666666663
201512,2.0395
201601,2.035333333333333
201602,2.0311666666666666
201603,2.0269999999999997
201604,2.021083333333333
201605,2.0151666666666666
201606,2.0092499999999998
201607,2.003333333333333
201608,1.9974166666666664
201609,1.9914999999999998
201610,1.9855833333333333
201611,1.9796666666666665
201612,1.97375
201701,1.9678333333333333
201702,1.9619166666666665
201703,1.956
201704,1.9597499999999999
201705,1.9635
201706,1.96725
201707,1.9709999999999999
201708,1.97475
201709,1.9785
201710,1.9822499999999998
201711,1.986
201712,1.98975
201801,1.9934999999999998
201802,1.99725
201803,2.001
201804,2.0055
201805,2.01
201806,2.0145
201807,2.019
201808,2.0235
201809,2.028
201810,2.0325
201811,2.037
201812,2.0415
201901,2.0460000000000003
201902,2.0505
201903,2.055
201904,2.049666666666667
201905,2.0443333333333333
201906,2.039
201907,2.033666666666667
201908,2.0283333333333333
201909,2.023
201910,2.0176666666666665
201911,2.0123333333333333
201912,2.007
202001,2.0016666666666665
202002,1.9963333333333333
202003,1.9909999999999999
202004,1.9914999999999998
202005,1.992
202006,1.9925
202007,1.9929999999999999
202008,1.9935
202009,1.994
202010,1.9945
202011,1.995
202012,1.9955
202101,1.996
202102,1.9965000000000002
202103,1.997
