MonthYear,GPI_score
200803,2.3369999999999997
200804,2.3554166666666663
200805,2.3738333333333332
200806,2.3922499999999998
200807,2.4106666666666667
200808,2.4290833333333333
200809,2.4475
200810,2.4659166666666668
200811,2.4843333333333333
200812,2.5027500000000003
200901,2.521166666666667
200902,2.5395833333333337
200903,2.5580000000000003
200904,2.556916666666667
200905,2.5558333333333336
200906,2.5547500000000003
200907,2.553666666666667
200908,2.5525833333333336
200909,2.5515
200910,2.5504166666666666
200911,2.5493333333333332
200912,2.54825
201001,2.5471666666666666
201002,2.5460833333333333
201003,2.545
201004,2.5401666666666665
201005,2.5353333333333334
201006,2.5305
201007,2.5256666666666665
201008,2.5208333333333335
201009,2.516
201010,2.5111666666666665
201011,2.5063333333333335
201012,2.5015
201101,2.4966666666666666
201102,2.4918333333333336
201103,2.487
201104,2.4793333333333334
201105,2.4716666666666667
201106,2.464
201107,2.4563333333333333
201108,2.4486666666666665
201109,2.441
201110,2.4333333333333336
201111,2.425666666666667
201112,2.418
201201,2.4103333333333334
201202,2.4026666666666667
201203,2.395
201204,2.398
201205,2.401
201206,2.404
201207,2.407
201208,2.41
201209,2.4130000000000003
201210,2.416
201211,2.419
201212,2.422
201301,2.425
201302,2.428
201303,2.431
201304,2.4265833333333333
201305,2.4221666666666666
201306,2.41775
201307,2.4133333333333336
201308,2.408916666666667
201309,2.4045
201310,2.4000833333333333
201311,2.3956666666666666
201312,2.3912500000000003
201401,2.3868333333333336
201402,2.382416666666667
201403,2.378
201404,2.3741666666666665
201405,2.3703333333333334
201406,2.3665000000000003
201407,2.3626666666666667
201408,2.358833333333333
201409,2.355
201410,2.351166666666667
201411,2.3473333333333333
201412,2.3434999999999997
201501,2.3396666666666666
201502,2.3358333333333334
201503,2.332
201504,2.332583333333333
201505,2.3331666666666666
201506,2.3337499999999998
201507,2.3343333333333334
201508,2.3349166666666665
201509,2.3354999999999997
201510,2.3360833333333333
201511,2.3366666666666664
201512,2.33725
201601,2.337833333333333
201602,2.338416666666667
201603,2.339
201604,2.33825
201605,2.3375
201606,2.33675
201607,2.336
201608,2.33525
201609,2.3345000000000002
201610,2.33375
201611,2.333
201612,2.33225
201701,2.3315
201702,2.33075
201703,2.33
201704,2.3275
201705,2.325
201706,2.3225
201707,2.32
201708,2.3175
201709,2.315
201710,2.3125
201711,2.31
201712,2.3075
201801,2.3049999999999997
201802,2.3024999999999998
201803,2.3
201804,2.3
201805,2.3
201806,2.3
201807,2.3
201808,2.3
201809,2.3
201810,2.3
201811,2.3
201812,2.3
201901,2.3
201902,2.3
201903,2.3
201904,2.30625
201905,2.3125
201906,2.3187499999999996
201907,2.3249999999999997
201908,2.33125
201909,2.3375
201910,2.34375
201911,2.35
201912,2.35625
202001,2.3625
202002,2.36875
202003,2.375
202004,2.364916666666667
202005,2.3548333333333336
202006,2.34475
202007,2.3346666666666667
202008,2.3245833333333334
202009,2.3145
202010,2.3044166666666666
202011,2.2943333333333333
202012,2.28425
202101,2.274166666666667
202102,2.2640833333333332
202103,2.254
