MonthYear,GPI,event_count_10,event_count_11,event_count_12,event_count_13,event_count_14,event_count_15,event_count_16,event_count_17,event_count_18,event_count_19,event_count_20,event_count_21,event_count_22,event_count_23,event_count_24,event_count_25,event_count_26,event_count_27,event_count_28,event_count_30,event_count_31,event_count_32,event_count_33,event_count_34,event_count_35,event_count_36,event_count_37,event_count_38,event_count_39,event_count_40,event_count_41,event_count_42,event_count_43,event_count_44,event_count_45,event_count_46,event_count_50,event_count_51,event_count_52,event_count_53,event_count_54,event_count_55,event_count_56,event_count_57,event_count_60,event_count_61,event_count_62,event_count_63,event_count_64,event_count_70,event_count_71,event_count_72,event_count_73,event_count_74,event_count_75,event_count_80,event_count_81,event_count_82,event_count_83,event_count_84,event_count_85,event_count_86,event_count_87,event_count_90,event_count_91,event_count_92,event_count_93,event_count_94,event_count_100,event_count_101,event_count_102,event_count_103,event_count_104,event_count_105,event_count_106,event_count_107,event_count_110,event_count_111,event_count_112,event_count_113,event_count_114,event_count_115,event_count_116,event_count_120,event_count_121,event_count_122,event_count_123,event_count_124,event_count_125,event_count_126,event_count_127,event_count_128,event_count_129,event_count_130,event_count_131,event_count_132,event_count_133,event_count_134,event_count_135,event_count_136,event_count_137,event_count_138,event_count_139,event_count_140,event_count_141,event_count_142,event_count_143,event_count_144,event_count_145,event_count_150,event_count_151,event_count_152,event_count_153,event_count_154,event_count_160,event_count_161,event_count_162,event_count_163,event_count_164,event_count_165,event_count_166,event_count_170,event_count_171,event_count_172,event_count_173,event_count_174,event_count_175,event_count_180,event_count_181,event_count_182,event_count_183,event_count_184,event_count_185,event_count_186,event_count_190,event_count_191,event_count_192,event_count_193,event_count_194,event_count_195,event_count_196,event_count_201,event_count_202,event_count_203
200803,3.1210000000000004,232,23,55,103,29,6.0,27,25,6,0.0,157,0.0,4.0,11,4.0,7.0,35,1.0,0.0,60,11.0,2.0,11,0.0,0.0,213,0.0,0.0,0.0,253,5.0,258,219,6.0,6.0,290,62,78,5.0,1.0,17.0,4.0,0.0,34,53,2,4.0,1.0,1.0,30,7,3,12,0.0,17.0,86,1.0,5.0,10.0,10,0.0,0.0,15,57,0.0,10.0,0.0,0.0,62,0.0,0.0,0.0,0.0,1.0,0.0,3.0,39,124,81,0.0,10,0.0,0.0,78,0.0,2.0,2.0,2.0,12.0,0.0,6.0,2.0,1.0,80,0.0,0.0,3.0,0.0,0.0,0.0,0.0,12,0.0,6.0,4,0.0,0.0,0.0,0.0,87,0.0,2.0,0.0,13.0,2,6,9.0,11.0,16.0,0.0,0.0,1.0,0.0,27,11,6.0,0.0,0.0,11,4,7.0,0.0,0.0,9.0,29,0.0,13,8,18,0.0,0.0,0.0,0.0,0.0
200804,3.1210000000000004,392,22,89,110,28,75.0,31,15,4,3.0,225,0.0,0.0,26,0.0,10.0,42,0.0,0.0,124,16.0,5.0,21,0.0,13.0,233,4.0,6.0,0.0,588,0.0,375,350,2.0,0.0,657,131,135,3.0,10.0,1.0,4.0,0.0,69,147,33,0.0,1.0,5.0,40,22,5,6,0.0,3.0,93,0.0,2.0,0.0,50,20.0,0.0,7,43,3.0,2.0,0.0,0.0,47,1.0,0.0,0.0,0.0,1.0,3.0,0.0,60,164,102,12.0,17,0.0,0.0,135,0.0,2.0,0.0,11.0,8.0,0.0,2.0,11.0,0.0,69,0.0,0.0,8.0,0.0,0.0,1.0,0.0,17,0.0,7.0,13,15.0,0.0,0.0,0.0,51,1.0,0.0,4.0,2.0,13,5,13.0,35.0,65.0,0.0,1.0,4.0,1.0,16,29,3.0,3.0,4.0,45,5,0.0,0.0,0.0,1.0,64,0.0,18,21,5,9.0,0.0,0.0,1.0,0.0
200805,3.1210000000000004,202,11,48,76,23,6.0,4,11,1,6.0,125,1.0,2.0,15,0.0,0.0,21,0.0,3.0,52,9.0,1.0,27,0.0,0.0,224,0.0,0.0,0.0,257,0.0,286,253,2.0,7.0,290,151,71,0.0,0.0,1.0,0.0,0.0,15,40,6,0.0,0.0,7.0,59,13,1,70,0.0,0.0,89,0.0,0.0,3.0,40,1.0,0.0,4,58,0.0,3.0,0.0,0.0,35,0.0,0.0,0.0,1.0,0.0,0.0,0.0,28,51,31,0.0,3,0.0,0.0,65,0.0,0.0,1.0,2.0,7.0,0.0,4.0,0.0,2.0,30,2.0,0.0,0.0,0.0,0.0,0.0,0.0,16,0.0,0.0,14,0.0,0.0,0.0,0.0,46,0.0,0.0,0.0,0.0,12,5,10.0,1.0,40.0,0.0,0.0,0.0,0.0,2,14,1.0,0.0,11.0,10,2,0.0,0.0,0.0,7.0,24,0.0,14,2,41,5.0,0.0,0.0,0.0,0.0
200806,3.1210000000000004,434,3,64,117,23,26.0,7,11,6,0.0,180,0.0,4.0,17,0.0,10.0,21,1.0,0.0,215,26.0,4.0,33,0.0,11.0,364,0.0,0.0,3.0,267,0.0,379,309,8.0,1.0,566,283,149,1.0,0.0,1.0,1.0,0.0,45,91,22,2.0,1.0,5.0,64,29,2,33,0.0,3.0,299,7.0,1.0,4.0,111,90.0,24.0,10,101,0.0,0.0,0.0,0.0,51,5.0,1.0,0.0,0.0,0.0,1.0,0.0,54,54,75,0.0,15,3.0,0.0,95,1.0,2.0,0.0,2.0,6.0,0.0,4.0,9.0,1.0,48,6.0,0.0,0.0,0.0,0.0,0.0,0.0,17,2.0,1.0,13,2.0,2.0,0.0,2.0,22,1.0,0.0,0.0,1.0,64,8,9.0,28.0,13.0,0.0,0.0,1.0,47.0,11,40,3.0,0.0,12.0,107,7,7.0,0.0,0.0,4.0,61,1.0,25,6,22,1.0,0.0,0.0,0.0,0.0
200807,3.1210000000000004,312,9,49,76,16,8.0,28,13,10,0.0,244,5.0,4.0,15,0.0,14.0,44,2.0,0.0,122,26.0,2.0,43,0.0,13.0,456,41.0,0.0,2.0,557,9.0,304,291,17.0,0.0,623,122,126,9.0,0.0,0.0,8.0,0.0,136,70,21,2.0,0.0,0.0,67,16,16,36,0.0,0.0,159,1.0,4.0,7.0,32,15.0,16.0,15,74,0.0,0.0,0.0,0.0,64,8.0,0.0,0.0,1.0,0.0,2.0,0.0,49,79,81,0.0,17,0.0,0.0,112,0.0,4.0,0.0,6.0,36.0,0.0,1.0,2.0,1.0,40,6.0,0.0,0.0,2.0,0.0,0.0,0.0,6,0.0,0.0,5,0.0,2.0,0.0,0.0,6,0.0,0.0,0.0,5.0,61,22,3.0,10.0,34.0,0.0,0.0,1.0,8.0,19,25,1.0,1.0,16.0,63,2,0.0,0.0,0.0,1.0,64,0.0,27,183,7,0.0,0.0,0.0,0.0,0.0
200808,3.1210000000000004,176,9,42,42,20,16.0,5,26,3,0.0,119,0.0,3.0,5,4.0,6.0,4,1.0,0.0,77,9.0,0.0,6,0.0,13.0,102,10.0,0.0,0.0,179,4.0,216,176,13.0,2.0,276,89,40,0.0,0.0,1.0,2.0,0.0,16,37,1,9.0,0.0,1.0,27,6,5,10,0.0,0.0,71,6.0,0.0,4.0,32,11.0,3.0,6,75,2.0,0.0,0.0,0.0,46,6.0,0.0,0.0,0.0,1.0,1.0,0.0,30,94,49,0.0,12,0.0,0.0,100,0.0,1.0,0.0,1.0,7.0,0.0,6.0,3.0,0.0,37,13.0,0.0,1.0,0.0,0.0,14.0,0.0,5,1.0,0.0,5,0.0,1.0,0.0,0.0,20,0.0,0.0,0.0,3.0,40,7,7.0,5.0,6.0,0.0,0.0,3.0,4.0,7,17,11.0,1.0,0.0,46,2,4.0,0.0,0.0,2.0,34,0.0,2,47,11,0.0,0.0,0.0,0.0,0.0
200809,3.1210000000000004,441,46,100,156,41,7.0,30,88,2,2.0,247,1.0,2.0,5,0.0,11.0,19,3.0,0.0,86,6.0,0.0,43,0.0,3.0,194,2.0,0.0,0.0,305,1.0,252,199,0.0,6.0,259,70,84,0.0,0.0,18.0,2.0,0.0,25,48,4,1.0,0.0,1.0,28,8,6,11,0.0,3.0,69,3.0,0.0,5.0,14,8.0,1.0,19,141,2.0,1.0,6.0,0.0,53,0.0,0.0,0.0,0.0,0.0,1.0,0.0,62,44,46,0.0,10,0.0,0.0,211,0.0,1.0,0.0,3.0,13.0,0.0,1.0,4.0,0.0,55,1.0,0.0,0.0,0.0,0.0,0.0,0.0,7,0.0,1.0,5,0.0,6.0,0.0,0.0,12,0.0,1.0,0.0,2.0,31,3,32.0,26.0,52.0,0.0,0.0,0.0,1.0,29,31,14.0,0.0,4.0,11,1,3.0,0.0,0.0,3.0,58,0.0,16,30,11,4.0,0.0,0.0,0.0,0.0
200810,3.1210000000000004,466,17,87,108,47,21.0,36,48,7,0.0,187,3.0,9.0,15,1.0,23.0,30,5.0,0.0,210,10.0,0.0,34,0.0,41.0,202,0.0,0.0,0.0,329,17.0,454,399,5.0,14.0,464,117,144,2.0,0.0,3.0,2.0,0.0,46,98,22,6.0,0.0,0.0,36,15,8,16,0.0,1.0,81,14.0,4.0,3.0,76,2.0,20.0,13,304,0.0,2.0,25.0,0.0,72,3.0,0.0,0.0,2.0,9.0,9.0,1.0,54,139,92,2.0,31,0.0,0.0,174,0.0,0.0,2.0,3.0,12.0,0.0,3.0,0.0,0.0,112,1.0,5.0,0.0,0.0,0.0,4.0,0.0,14,2.0,0.0,9,0.0,3.0,0.0,0.0,43,1.0,2.0,1.0,6.0,163,30,25.0,18.0,36.0,0.0,8.0,3.0,0.0,78,36,6.0,0.0,0.0,52,8,2.0,0.0,4.0,5.0,112,3.0,7,39,81,1.0,0.0,0.0,0.0,0.0
200811,3.1210000000000004,205,8,42,50,23,4.0,13,8,26,0.0,146,4.0,1.0,1,0.0,7.0,15,0.0,0.0,60,14.0,0.0,6,0.0,11.0,226,0.0,0.0,1.0,312,22.0,235,214,8.0,2.0,375,102,76,7.0,0.0,10.0,0.0,0.0,48,53,9,4.0,0.0,0.0,19,8,5,4,0.0,0.0,53,0.0,0.0,0.0,25,5.0,0.0,3,49,0.0,0.0,0.0,0.0,17,2.0,0.0,0.0,0.0,5.0,0.0,0.0,41,82,56,0.0,10,0.0,0.0,87,0.0,1.0,0.0,1.0,11.0,0.0,7.0,6.0,0.0,64,7.0,0.0,3.0,0.0,0.0,2.0,0.0,5,0.0,0.0,4,0.0,1.0,0.0,0.0,6,0.0,0.0,0.0,4.0,100,8,14.0,4.0,1.0,0.0,0.0,0.0,5.0,64,24,5.0,0.0,3.0,33,12,1.0,0.0,2.0,0.0,34,1.0,5,76,8,1.0,0.0,0.0,0.0,0.0
200812,3.1210000000000004,288,11,75,69,19,9.0,17,29,3,0.0,189,0.0,3.0,10,0.0,9.0,20,1.0,0.0,60,21.0,0.0,31,0.0,23.0,150,1.0,0.0,0.0,310,14.0,308,300,1.0,0.0,262,101,61,0.0,0.0,3.0,0.0,2.0,50,75,8,0.0,3.0,1.0,27,28,5,33,0.0,0.0,50,0.0,0.0,2.0,42,0.0,3.0,3,93,3.0,0.0,1.0,0.0,51,0.0,0.0,0.0,1.0,0.0,0.0,0.0,36,81,71,0.0,9,0.0,0.0,191,0.0,0.0,4.0,4.0,10.0,0.0,6.0,1.0,1.0,55,0.0,0.0,0.0,1.0,0.0,0.0,0.0,10,0.0,0.0,8,0.0,0.0,0.0,0.0,1,0.0,1.0,1.0,1.0,29,10,23.0,0.0,82.0,0.0,1.0,1.0,2.0,6,57,4.0,0.0,1.0,34,7,0.0,0.0,1.0,3.0,63,1.0,22,19,11,0.0,0.0,0.0,0.0,0.0
