MonthYear,GPI,event_count_10,event_count_11,event_count_12,event_count_13,event_count_14,event_count_15,event_count_16,event_count_17,event_count_18,event_count_19,event_count_20,event_count_21,event_count_22,event_count_23,event_count_24,event_count_25,event_count_26,event_count_27,event_count_28,event_count_30,event_count_31,event_count_32,event_count_33,event_count_34,event_count_35,event_count_36,event_count_37,event_count_39,event_count_40,event_count_41,event_count_42,event_count_43,event_count_44,event_count_45,event_count_46,event_count_50,event_count_51,event_count_52,event_count_53,event_count_54,event_count_55,event_count_56,event_count_57,event_count_60,event_count_61,event_count_62,event_count_63,event_count_64,event_count_70,event_count_71,event_count_72,event_count_73,event_count_74,event_count_75,event_count_80,event_count_81,event_count_82,event_count_83,event_count_84,event_count_85,event_count_86,event_count_87,event_count_90,event_count_91,event_count_92,event_count_93,event_count_94,event_count_100,event_count_101,event_count_103,event_count_104,event_count_105,event_count_106,event_count_107,event_count_110,event_count_111,event_count_112,event_count_113,event_count_114,event_count_115,event_count_116,event_count_120,event_count_121,event_count_122,event_count_123,event_count_124,event_count_125,event_count_127,event_count_128,event_count_129,event_count_130,event_count_131,event_count_133,event_count_134,event_count_137,event_count_138,event_count_139,event_count_140,event_count_141,event_count_142,event_count_143,event_count_144,event_count_145,event_count_150,event_count_151,event_count_152,event_count_153,event_count_154,event_count_160,event_count_161,event_count_162,event_count_163,event_count_164,event_count_166,event_count_170,event_count_171,event_count_172,event_count_173,event_count_174,event_count_175,event_count_180,event_count_181,event_count_182,event_count_183,event_count_185,event_count_186,event_count_190,event_count_191,event_count_192,event_count_193,event_count_194,event_count_195,event_count_202
200901,1.95,183,0.0,31.0,24.0,3.0,0.0,0.0,1.0,0.0,0.0,132,0.0,0.0,0.0,0.0,23.0,28.0,6.0,1.0,28.0,5.0,1.0,0.0,0.0,0.0,39.0,0.0,1.0,42.0,8.0,66,65,0.0,3.0,56.0,5.0,74,1.0,0.0,0.0,0.0,0.0,11.0,16.0,1.0,0.0,1.0,0.0,0.0,26.0,0.0,2.0,0.0,0.0,10.0,0.0,0.0,5.0,3.0,2.0,1.0,0.0,13.0,0.0,1.0,0.0,0.0,26.0,0.0,0.0,1.0,2.0,2.0,0.0,24.0,27.0,111.0,1.0,4.0,0.0,0.0,13.0,0.0,1.0,0.0,0.0,11.0,0.0,0.0,0.0,6.0,0.0,16.0,0.0,0.0,5.0,2.0,2.0,80.0,0.0,3.0,1.0,41.0,1.0,2.0,0.0,0.0,1.0,8.0,0.0,0.0,1.0,0.0,0.0,2.0,7.0,18.0,7.0,0.0,4.0,40.0,0.0,4.0,9.0,0.0,0.0,118.0,0.0,4.0,32.0,0.0,0.0,0.0
200902,1.972,369,2.0,73.0,58.0,5.0,0.0,1.0,8.0,25.0,0.0,282,2.0,8.0,1.0,9.0,15.0,45.0,25.0,3.0,35.0,3.0,0.0,1.0,3.0,4.0,153.0,0.0,1.0,186.0,10.0,237,225,0.0,29.0,152.0,19.0,232,0.0,9.0,0.0,0.0,0.0,22.0,126.0,0.0,1.0,0.0,0.0,12.0,27.0,2.0,9.0,0.0,0.0,42.0,1.0,0.0,70.0,35.0,2.0,0.0,3.0,24.0,0.0,6.0,0.0,0.0,35.0,0.0,0.0,9.0,2.0,0.0,0.0,75.0,81.0,203.0,4.0,5.0,0.0,0.0,58.0,0.0,0.0,0.0,0.0,7.0,0.0,1.0,0.0,36.0,2.0,18.0,2.0,0.0,28.0,0.0,31.0,123.0,0.0,2.0,3.0,10.0,0.0,0.0,3.0,0.0,5.0,40.0,5.0,7.0,2.0,14.0,0.0,1.0,3.0,56.0,24.0,0.0,29.0,13.0,0.0,11.0,0.0,0.0,0.0,207.0,2.0,9.0,143.0,0.0,1.0,1.0
200903,1.994,616,31.0,177.0,163.0,40.0,12.0,41.0,10.0,1.0,0.0,547,2.0,20.0,9.0,24.0,53.0,38.0,11.0,15.0,114.0,4.0,2.0,24.0,0.0,27.0,300.0,20.0,2.0,483.0,22.0,325,293,16.0,14.0,279.0,94.0,450,3.0,19.0,0.0,4.0,2.0,48.0,129.0,6.0,7.0,0.0,0.0,21.0,63.0,12.0,11.0,0.0,4.0,68.0,38.0,0.0,331.0,152.0,2.0,3.0,36.0,29.0,0.0,2.0,0.0,0.0,153.0,1.0,0.0,18.0,0.0,0.0,0.0,140.0,262.0,228.0,7.0,11.0,0.0,0.0,308.0,2.0,2.0,9.0,0.0,18.0,8.0,28.0,0.0,103.0,18.0,9.0,4.0,0.0,65.0,53.0,23.0,183.0,0.0,1.0,0.0,9.0,10.0,5.0,7.0,0.0,4.0,74.0,17.0,52.0,64.0,18.0,1.0,5.0,9.0,48.0,116.0,10.0,21.0,17.0,4.0,21.0,0.0,0.0,7.0,191.0,10.0,61.0,38.0,5.0,0.0,0.0
200904,1.9958333333333331,189,1.0,20.0,30.0,2.0,0.0,0.0,6.0,5.0,0.0,99,0.0,1.0,7.0,3.0,2.0,11.0,11.0,0.0,45.0,3.0,4.0,1.0,0.0,4.0,68.0,0.0,1.0,106.0,14.0,155,147,3.0,6.0,98.0,12.0,97,0.0,4.0,0.0,0.0,0.0,13.0,102.0,8.0,0.0,0.0,0.0,6.0,51.0,11.0,1.0,0.0,0.0,16.0,7.0,0.0,28.0,39.0,0.0,3.0,16.0,5.0,0.0,1.0,5.0,0.0,35.0,0.0,0.0,4.0,0.0,0.0,0.0,24.0,80.0,82.0,0.0,3.0,0.0,0.0,30.0,0.0,4.0,2.0,0.0,20.0,0.0,7.0,0.0,10.0,0.0,0.0,0.0,0.0,7.0,0.0,7.0,53.0,0.0,4.0,0.0,5.0,11.0,0.0,0.0,1.0,1.0,32.0,0.0,3.0,10.0,4.0,0.0,2.0,0.0,48.0,33.0,0.0,7.0,9.0,0.0,9.0,0.0,2.0,16.0,90.0,0.0,2.0,23.0,0.0,0.0,0.0
200905,1.9976666666666667,133,1.0,20.0,41.0,8.0,0.0,11.0,0.0,11.0,0.0,109,2.0,6.0,2.0,6.0,3.0,9.0,1.0,1.0,112.0,9.0,0.0,0.0,2.0,2.0,40.0,0.0,0.0,95.0,6.0,139,115,0.0,5.0,68.0,31.0,102,3.0,1.0,0.0,0.0,1.0,25.0,23.0,16.0,0.0,0.0,0.0,11.0,17.0,1.0,0.0,0.0,0.0,10.0,4.0,0.0,10.0,16.0,0.0,0.0,4.0,7.0,1.0,0.0,0.0,0.0,18.0,0.0,0.0,2.0,0.0,0.0,0.0,22.0,67.0,41.0,0.0,4.0,0.0,0.0,35.0,0.0,0.0,0.0,1.0,3.0,0.0,3.0,0.0,7.0,2.0,0.0,0.0,0.0,0.0,2.0,0.0,10.0,0.0,1.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,4.0,0.0,9.0,2.0,17.0,0.0,1.0,0.0,10.0,9.0,0.0,3.0,0.0,4.0,4.0,0.0,0.0,0.0,21.0,0.0,2.0,3.0,0.0,0.0,0.0
200906,1.9995,97,0.0,31.0,32.0,5.0,0.0,0.0,6.0,3.0,0.0,63,0.0,0.0,3.0,0.0,0.0,9.0,3.0,0.0,22.0,9.0,0.0,0.0,0.0,2.0,80.0,0.0,1.0,127.0,1.0,74,61,0.0,4.0,79.0,47.0,84,0.0,0.0,0.0,3.0,0.0,2.0,25.0,5.0,0.0,0.0,0.0,6.0,12.0,3.0,2.0,0.0,0.0,10.0,0.0,0.0,6.0,10.0,0.0,0.0,3.0,8.0,0.0,0.0,0.0,0.0,13.0,0.0,0.0,1.0,0.0,0.0,1.0,8.0,28.0,12.0,1.0,0.0,0.0,0.0,32.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,6.0,0.0,1.0,0.0,0.0,5.0,0.0,0.0,9.0,0.0,0.0,0.0,1.0,0.0,1.0,1.0,2.0,0.0,17.0,0.0,4.0,4.0,10.0,0.0,0.0,0.0,6.0,21.0,2.0,0.0,0.0,0.0,0.0,4.0,0.0,6.0,11.0,0.0,0.0,1.0,3.0,0.0,0.0
200907,2.001333333333333,46,2.0,15.0,5.0,6.0,0.0,0.0,1.0,1.0,0.0,24,0.0,0.0,1.0,0.0,0.0,1.0,4.0,0.0,7.0,0.0,0.0,0.0,0.0,0.0,33.0,2.0,0.0,54.0,2.0,54,49,0.0,2.0,49.0,17.0,32,0.0,0.0,0.0,0.0,0.0,4.0,10.0,0.0,0.0,0.0,0.0,3.0,6.0,1.0,2.0,0.0,0.0,4.0,0.0,0.0,2.0,7.0,0.0,0.0,1.0,10.0,3.0,0.0,0.0,0.0,12.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,6.0,19.0,0.0,4.0,0.0,0.0,8.0,0.0,0.0,0.0,0.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8.0,0.0,0.0,2.0,10.0,0.0,0.0,0.0,5.0,10.0,0.0,0.0,0.0,0.0,0.0,5.0,0.0,0.0,7.0,0.0,0.0,9.0,1.0,0.0,0.0
200908,2.0031666666666665,79,6.0,16.0,29.0,5.0,1.0,1.0,4.0,0.0,0.0,44,0.0,0.0,3.0,0.0,0.0,12.0,0.0,0.0,38.0,3.0,2.0,0.0,0.0,0.0,62.0,23.0,1.0,139.0,8.0,78,81,3.0,29.0,86.0,6.0,61,0.0,0.0,0.0,0.0,11.0,31.0,20.0,7.0,0.0,0.0,0.0,11.0,18.0,1.0,0.0,0.0,0.0,11.0,1.0,1.0,8.0,27.0,0.0,1.0,3.0,11.0,2.0,0.0,0.0,0.0,12.0,0.0,0.0,0.0,0.0,0.0,0.0,12.0,25.0,12.0,0.0,0.0,0.0,0.0,62.0,0.0,0.0,0.0,0.0,6.0,4.0,0.0,0.0,8.0,0.0,0.0,0.0,0.0,2.0,3.0,0.0,9.0,0.0,0.0,0.0,0.0,0.0,2.0,2.0,0.0,0.0,21.0,0.0,12.0,0.0,49.0,0.0,0.0,0.0,5.0,26.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7.0,0.0,0.0,4.0,0.0,0.0,0.0
200909,2.005,124,5.0,13.0,16.0,14.0,1.0,0.0,2.0,4.0,0.0,108,0.0,0.0,0.0,0.0,9.0,8.0,4.0,0.0,64.0,0.0,0.0,1.0,0.0,1.0,82.0,0.0,0.0,75.0,0.0,62,55,0.0,10.0,45.0,25.0,57,0.0,1.0,1.0,0.0,0.0,43.0,13.0,0.0,2.0,0.0,0.0,3.0,4.0,4.0,3.0,0.0,0.0,19.0,0.0,0.0,5.0,10.0,0.0,0.0,5.0,3.0,0.0,0.0,0.0,0.0,31.0,0.0,0.0,0.0,0.0,0.0,0.0,26.0,65.0,21.0,0.0,8.0,0.0,0.0,112.0,2.0,0.0,9.0,2.0,3.0,9.0,3.0,0.0,5.0,3.0,2.0,0.0,0.0,5.0,0.0,11.0,16.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,22.0,0.0,7.0,2.0,3.0,0.0,0.0,0.0,31.0,17.0,0.0,10.0,1.0,0.0,2.0,0.0,0.0,0.0,24.0,0.0,4.0,0.0,2.0,1.0,0.0
200910,2.006833333333333,122,6.0,21.0,17.0,5.0,12.0,15.0,2.0,0.0,0.0,73,0.0,0.0,1.0,3.0,4.0,11.0,6.0,0.0,33.0,0.0,2.0,3.0,0.0,0.0,65.0,4.0,1.0,49.0,4.0,64,59,0.0,3.0,37.0,9.0,75,1.0,0.0,0.0,0.0,0.0,56.0,39.0,1.0,6.0,0.0,0.0,0.0,6.0,1.0,1.0,0.0,0.0,21.0,0.0,0.0,31.0,11.0,4.0,0.0,1.0,13.0,0.0,0.0,0.0,0.0,9.0,0.0,0.0,2.0,0.0,0.0,0.0,22.0,44.0,14.0,0.0,8.0,0.0,0.0,84.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,1.0,8.0,4.0,0.0,0.0,0.0,0.0,0.0,6.0,6.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,1.0,2.0,4.0,7.0,2.0,0.0,0.0,1.0,8.0,26.0,0.0,5.0,1.0,0.0,0.0,0.0,0.0,0.0,6.0,0.0,0.0,0.0,0.0,0.0,0.0
200911,2.0086666666666666,51,0.0,18.0,7.0,3.0,0.0,0.0,1.0,0.0,0.0,46,0.0,0.0,2.0,2.0,1.0,0.0,0.0,0.0,23.0,0.0,5.0,0.0,0.0,2.0,37.0,3.0,0.0,43.0,0.0,54,49,1.0,2.0,6.0,15.0,41,0.0,0.0,0.0,0.0,0.0,36.0,8.0,1.0,0.0,0.0,0.0,4.0,9.0,0.0,1.0,0.0,0.0,2.0,0.0,2.0,2.0,19.0,0.0,0.0,0.0,4.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,3.0,0.0,0.0,1.0,30.0,6.0,0.0,1.0,0.0,0.0,16.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,18.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,0.0,8.0,0.0,0.0,0.0,3.0,11.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,6.0,0.0,0.0,1.0,0.0,0.0,0.0
200912,2.0105,99,4.0,18.0,19.0,2.0,1.0,0.0,3.0,2.0,0.0,79,0.0,2.0,0.0,10.0,0.0,4.0,2.0,0.0,24.0,6.0,0.0,3.0,0.0,4.0,58.0,3.0,0.0,47.0,8.0,91,102,1.0,7.0,61.0,32.0,20,0.0,0.0,0.0,0.0,0.0,17.0,37.0,4.0,0.0,0.0,0.0,5.0,9.0,0.0,0.0,0.0,0.0,11.0,2.0,0.0,3.0,14.0,1.0,0.0,1.0,5.0,0.0,0.0,0.0,0.0,8.0,0.0,2.0,0.0,0.0,0.0,0.0,26.0,27.0,50.0,0.0,2.0,0.0,0.0,49.0,0.0,0.0,0.0,0.0,11.0,4.0,9.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,2.0,11.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,2.0,4.0,9.0,13.0,0.0,0.0,1.0,13.0,6.0,2.0,6.0,6.0,1.0,0.0,0.0,6.0,0.0,23.0,0.0,3.0,1.0,1.0,0.0,0.0
201001,2.0123333333333333,58,0.0,20.0,4.0,6.0,1.0,0.0,2.0,6.0,0.0,55,0.0,0.0,0.0,6.0,0.0,10.0,5.0,0.0,15.0,1.0,0.0,0.0,0.0,1.0,35.0,2.0,0.0,71.0,0.0,79,65,0.0,9.0,36.0,25.0,19,0.0,0.0,0.0,0.0,0.0,10.0,16.0,4.0,0.0,0.0,0.0,0.0,4.0,0.0,2.0,0.0,0.0,18.0,0.0,0.0,3.0,6.0,0.0,0.0,3.0,7.0,0.0,0.0,0.0,0.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,11.0,16.0,3.0,0.0,0.0,0.0,0.0,19.0,0.0,0.0,0.0,0.0,13.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,1.0,0.0,3.0,8.0,0.0,1.0,0.0,2.0,0.0,0.0,0.0,0.0,2.0,15.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,7.0,3.0,0.0,2.0,4.0,1.0,1.0,0.0,0.0,0.0,6.0,0.0,0.0,2.0,0.0,0.0,1.0
