MonthYear,GPI,event_count_10,event_count_11,event_count_12,event_count_13,event_count_14,event_count_15,event_count_16,event_count_17,event_count_18,event_count_19,event_count_20,event_count_21,event_count_22,event_count_23,event_count_24,event_count_25,event_count_26,event_count_27,event_count_28,event_count_30,event_count_31,event_count_32,event_count_33,event_count_34,event_count_35,event_count_36,event_count_37,event_count_38,event_count_39,event_count_40,event_count_41,event_count_42,event_count_43,event_count_44,event_count_45,event_count_46,event_count_50,event_count_51,event_count_52,event_count_53,event_count_54,event_count_55,event_count_56,event_count_57,event_count_60,event_count_61,event_count_62,event_count_63,event_count_64,event_count_70,event_count_71,event_count_72,event_count_73,event_count_74,event_count_75,event_count_80,event_count_81,event_count_82,event_count_83,event_count_84,event_count_85,event_count_86,event_count_87,event_count_90,event_count_91,event_count_92,event_count_93,event_count_94,event_count_100,event_count_101,event_count_102,event_count_103,event_count_104,event_count_105,event_count_106,event_count_107,event_count_110,event_count_111,event_count_112,event_count_113,event_count_114,event_count_115,event_count_116,event_count_120,event_count_121,event_count_122,event_count_123,event_count_124,event_count_125,event_count_126,event_count_127,event_count_128,event_count_129,event_count_130,event_count_131,event_count_132,event_count_133,event_count_134,event_count_135,event_count_136,event_count_137,event_count_138,event_count_139,event_count_140,event_count_141,event_count_142,event_count_143,event_count_144,event_count_145,event_count_150,event_count_151,event_count_152,event_count_153,event_count_154,event_count_160,event_count_161,event_count_162,event_count_163,event_count_164,event_count_165,event_count_166,event_count_170,event_count_171,event_count_172,event_count_173,event_count_174,event_count_175,event_count_180,event_count_181,event_count_182,event_count_183,event_count_184,event_count_185,event_count_186,event_count_190,event_count_191,event_count_192,event_count_193,event_count_194,event_count_195,event_count_196,event_count_201,event_count_202,event_count_203
200803,1.7819999999999998,396,34,51,136,55,9,17,10,7,0.0,218,4,3.0,5,4.0,4,23,5.0,1.0,80,40,4,20,0.0,2,324,0.0,0.0,0.0,554,0.0,350,324,3.0,16,221,175,157,3.0,0.0,3.0,8.0,2.0,27,83,43,24,2.0,3.0,60,57,48,24,0.0,8.0,70,26,4.0,7,41,0.0,17.0,34,99,3.0,1.0,0.0,0.0,42,0.0,0.0,0.0,5.0,9.0,0.0,0.0,85,120,104,9.0,18,1.0,0.0,64,0.0,2.0,0.0,1,2,0.0,2.0,8,2.0,67,3.0,0.0,3.0,0.0,0.0,0.0,0.0,23,0.0,3.0,27,0.0,2.0,0.0,8.0,119,1.0,2.0,1.0,21,11,4.0,6.0,4,6.0,0.0,1.0,1.0,5.0,54,102,13.0,0.0,9,17,11,5.0,0.0,0.0,2,141,0.0,14,28,14.0,3.0,0.0,0.0,1.0,0.0
200804,1.7831666666666666,492,13,97,138,77,29,28,19,11,7.0,291,17,1.0,20,0.0,21,52,0.0,0.0,175,16,1,18,10.0,31,487,0.0,0.0,0.0,383,11.0,534,522,0.0,3,439,189,252,29.0,3.0,1.0,27.0,0.0,108,105,59,4,0.0,4.0,76,111,68,9,0.0,15.0,75,26,4.0,45,37,3.0,44.0,28,145,0.0,0.0,0.0,0.0,53,19.0,0.0,0.0,1.0,4.0,1.0,0.0,87,151,87,3.0,23,2.0,0.0,126,2.0,3.0,0.0,7,8,0.0,0.0,65,0.0,77,6.0,0.0,5.0,0.0,0.0,0.0,0.0,14,0.0,3.0,38,2.0,0.0,0.0,3.0,42,2.0,1.0,5.0,5,29,10.0,0.0,18,12.0,0.0,11.0,0.0,15.0,80,235,4.0,2.0,22,14,24,2.0,0.0,0.0,14,93,5.0,30,26,3.0,5.0,0.0,0.0,0.0,0.0
200805,1.784333333333333,395,15,74,114,60,8,2,29,25,0.0,238,8,1.0,18,3.0,6,27,0.0,4.0,115,30,14,60,0.0,9,439,0.0,0.0,0.0,302,2.0,454,452,15.0,5,386,134,161,5.0,1.0,13.0,18.0,0.0,115,97,65,10,0.0,0.0,105,75,22,73,1.0,1.0,45,13,0.0,12,49,0.0,13.0,12,119,0.0,0.0,1.0,0.0,48,0.0,0.0,0.0,0.0,5.0,0.0,0.0,48,89,68,0.0,27,3.0,0.0,77,0.0,1.0,0.0,8,9,0.0,3.0,5,0.0,40,4.0,0.0,8.0,0.0,0.0,0.0,0.0,17,0.0,21.0,93,0.0,2.0,0.0,13.0,26,2.0,3.0,2.0,16,11,1.0,7.0,10,12.0,0.0,11.0,1.0,11.0,75,94,4.0,34.0,13,15,9,7.0,0.0,0.0,12,114,4.0,15,32,15.0,1.0,0.0,0.0,1.0,0.0
200806,1.7855,555,39,130,185,52,9,15,51,5,3.0,389,11,6.0,12,2.0,13,40,5.0,1.0,267,59,3,41,2.0,21,534,1.0,0.0,0.0,524,14.0,645,593,5.0,2,569,158,152,1.0,0.0,0.0,39.0,0.0,83,107,134,15,2.0,0.0,95,45,27,18,5.0,3.0,63,81,0.0,64,54,25.0,19.0,12,107,0.0,0.0,0.0,0.0,77,2.0,0.0,0.0,6.0,6.0,0.0,0.0,81,130,111,4.0,45,2.0,2.0,178,2.0,10.0,0.0,9,7,0.0,7.0,8,1.0,43,3.0,0.0,25.0,0.0,0.0,0.0,0.0,29,0.0,75.0,262,0.0,13.0,4.0,47.0,10,4.0,7.0,4.0,4,43,1.0,6.0,50,35.0,0.0,53.0,4.0,35.0,162,100,10.0,77.0,24,22,25,8.0,0.0,0.0,3,248,23.0,27,27,4.0,2.0,0.0,0.0,0.0,0.0
200807,1.7866666666666666,601,16,60,109,53,5,17,21,13,0.0,382,16,16.0,12,0.0,21,50,1.0,3.0,89,38,5,26,0.0,8,427,10.0,0.0,1.0,498,0.0,617,577,43.0,13,573,108,163,2.0,0.0,0.0,14.0,1.0,103,85,44,5,0.0,0.0,61,44,16,25,1.0,1.0,39,51,3.0,26,98,3.0,17.0,6,160,0.0,0.0,2.0,0.0,74,19.0,0.0,0.0,0.0,2.0,1.0,0.0,107,163,132,3.0,43,0.0,0.0,156,0.0,2.0,0.0,28,19,0.0,2.0,9,1.0,38,4.0,0.0,16.0,0.0,0.0,0.0,0.0,23,1.0,18.0,137,3.0,6.0,0.0,12.0,18,0.0,3.0,10.0,6,85,70.0,0.0,22,13.0,0.0,16.0,3.0,10.0,59,170,2.0,29.0,6,88,13,1.0,0.0,0.0,8,158,4.0,29,342,0.0,0.0,0.0,0.0,0.0,0.0
200808,1.7878333333333332,336,12,48,74,46,5,7,35,6,0.0,202,5,9.0,8,1.0,9,13,7.0,0.0,78,28,3,5,0.0,15,293,3.0,0.0,0.0,306,8.0,476,477,3.0,4,437,100,125,3.0,3.0,2.0,16.0,6.0,74,62,44,14,0.0,0.0,77,44,30,23,0.0,10.0,81,21,2.0,11,44,0.0,27.0,32,131,0.0,0.0,3.0,0.0,44,7.0,0.0,0.0,5.0,0.0,1.0,0.0,81,84,63,1.0,31,0.0,0.0,80,0.0,9.0,0.0,2,16,0.0,1.0,10,3.0,44,5.0,0.0,13.0,0.0,0.0,14.0,0.0,17,0.0,21.0,132,0.0,0.0,0.0,0.0,48,18.0,9.0,4.0,15,43,28.0,4.0,3,8.0,0.0,0.0,2.0,0.0,23,105,36.0,14.0,10,23,21,1.0,0.0,1.0,2,80,0.0,18,73,6.0,3.0,0.0,0.0,2.0,0.0
200809,1.7890000000000001,543,45,126,132,74,4,26,105,18,0.0,207,11,2.0,8,5.0,12,22,0.0,1.0,95,44,10,44,0.0,6,253,0.0,0.0,0.0,311,6.0,337,303,1.0,7,401,99,123,3.0,2.0,18.0,9.0,0.0,125,69,47,11,0.0,1.0,91,69,25,28,0.0,8.0,37,6,0.0,10,40,1.0,20.0,17,135,1.0,0.0,2.0,0.0,24,0.0,0.0,0.0,0.0,1.0,0.0,0.0,54,78,82,0.0,19,1.0,0.0,100,0.0,2.0,0.0,5,25,0.0,0.0,2,0.0,35,1.0,0.0,2.0,0.0,0.0,0.0,0.0,11,1.0,3.0,36,0.0,6.0,0.0,0.0,16,0.0,0.0,0.0,9,16,5.0,8.0,4,41.0,0.0,11.0,7.0,7.0,39,100,4.0,2.0,6,25,20,2.0,0.0,0.0,4,48,1.0,11,30,4.0,3.0,0.0,0.0,1.0,0.0
200810,1.790166666666667,509,23,109,120,82,4,13,28,4,0.0,359,2,6.0,22,1.0,9,39,0.0,3.0,177,34,2,42,0.0,21,366,14.0,1.0,0.0,713,5.0,438,377,56.0,6,446,151,203,6.0,0.0,6.0,1.0,0.0,169,114,63,24,0.0,1.0,154,105,15,32,4.0,5.0,49,12,1.0,2,76,0.0,5.0,25,201,1.0,0.0,7.0,0.0,49,0.0,0.0,0.0,5.0,5.0,2.0,0.0,47,67,78,0.0,27,3.0,0.0,116,0.0,1.0,2.0,11,20,0.0,0.0,3,0.0,124,2.0,2.0,3.0,2.0,0.0,5.0,0.0,20,0.0,6.0,31,0.0,0.0,0.0,1.0,33,0.0,0.0,0.0,11,36,18.0,21.0,5,41.0,0.0,10.0,5.0,6.0,72,127,7.0,5.0,9,31,15,1.0,0.0,7.0,12,127,3.0,7,71,45.0,1.0,0.0,0.0,1.0,0.0
200811,1.7913333333333332,379,11,77,97,45,12,6,27,36,0.0,282,2,0.0,6,0.0,17,14,8.0,1.0,146,30,6,12,0.0,9,364,0.0,1.0,4.0,352,24.0,334,312,70.0,3,241,79,170,0.0,0.0,8.0,0.0,0.0,102,85,59,11,0.0,0.0,67,90,16,16,1.0,9.0,57,9,0.0,7,57,1.0,2.0,31,90,0.0,0.0,0.0,0.0,45,2.0,0.0,0.0,1.0,9.0,0.0,0.0,65,100,51,1.0,16,2.0,0.0,75,0.0,2.0,0.0,1,7,0.0,8.0,8,0.0,43,13.0,0.0,9.0,0.0,0.0,21.0,0.0,6,1.0,1.0,24,0.0,2.0,0.0,1.0,17,1.0,1.0,1.0,18,58,13.0,15.0,2,0.0,0.0,3.0,0.0,2.0,95,64,15.0,0.0,13,38,5,2.0,0.0,4.0,2,97,2.0,20,59,1.0,2.0,0.0,0.0,0.0,0.0
200812,1.7925,495,11,69,83,53,5,54,38,1,0.0,357,4,13.0,26,0.0,17,37,2.0,5.0,149,56,3,38,0.0,18,302,3.0,0.0,0.0,405,7.0,577,434,64.0,5,406,159,159,1.0,0.0,7.0,5.0,0.0,182,163,42,8,2.0,0.0,88,110,24,31,0.0,5.0,53,16,0.0,6,71,0.0,8.0,49,146,2.0,0.0,2.0,0.0,50,1.0,0.0,0.0,0.0,7.0,0.0,0.0,65,62,130,0.0,22,1.0,0.0,143,0.0,1.0,1.0,4,6,0.0,5.0,7,0.0,67,0.0,0.0,3.0,0.0,0.0,0.0,0.0,33,0.0,12.0,29,0.0,3.0,0.0,1.0,12,5.0,0.0,1.0,18,26,5.0,16.0,2,23.0,0.0,0.0,1.0,5.0,38,125,5.0,2.0,7,27,32,8.0,0.0,4.0,11,162,3.0,19,31,6.0,8.0,0.0,0.0,1.0,0.0
