,Variable,Importance,MonthYear
0,event_count_10,0.04866434261202812,201402
1,event_count_11,0.0035693617537617688,201402
2,event_count_12,0.009562559425830841,201402
3,event_count_13,0.006114366929978132,201402
4,event_count_14,0.02038966491818428,201402
5,event_count_15,0.004256163258105517,201402
6,event_count_16,0.007074582856148481,201402
7,event_count_17,0.012710490263998508,201402
8,event_count_20,0.015569393523037434,201402
9,event_count_21,0.010878432542085648,201402
10,event_count_23,0.0036481381393969063,201402
11,event_count_26,0.01961588300764561,201402
12,event_count_30,0.005116430576890707,201402
13,event_count_31,0.0223091933876276,201402
14,event_count_33,0.013182624243199824,201402
15,event_count_35,0.0014802460791543124,201402
16,event_count_36,0.08301590383052826,201402
17,event_count_40,0.01254143565893173,201402
18,event_count_41,0.005008338484913111,201402
19,event_count_42,0.022217655554413795,201402
20,event_count_43,0.005303783807903528,201402
21,event_count_45,0.05485783889889717,201402
22,event_count_46,0.01891205832362175,201402
23,event_count_50,0.013094816356897354,201402
24,event_count_51,0.027235567569732663,201402
25,event_count_57,0.016496151685714718,201402
26,event_count_60,0.001904947101138532,201402
27,event_count_61,0.005861456505954266,201402
28,event_count_70,0.02180367521941662,201402
29,event_count_71,0.013115513138473034,201402
30,event_count_72,0.025519760325551036,201402
31,event_count_73,0.020258644595742226,201402
32,event_count_80,0.003586572827771306,201402
33,event_count_81,0.08552487939596176,201402
34,event_count_83,0.005359625443816185,201402
35,event_count_84,0.009968680329620838,201402
36,event_count_87,0.010019904002547264,201402
37,event_count_90,0.008683750405907631,201402
38,event_count_100,0.0300593301653862,201402
39,event_count_110,0.002517051761969924,201402
40,event_count_111,0.029315639287233356,201402
41,event_count_112,0.009541550651192663,201402
42,event_count_114,0.0011510389158502221,201402
43,event_count_120,0.006338384933769703,201402
44,event_count_125,0.01957064308226109,201402
45,event_count_128,0.0003647721896413713,201402
46,event_count_130,0.012892737984657288,201402
47,event_count_138,0.0009584351209923623,201402
48,event_count_141,0.0051526864990592,201402
49,event_count_160,0.03123614564538002,201402
50,event_count_161,0.026521461084485054,201402
51,event_count_171,0.01723397895693779,201402
52,event_count_172,0.012941379100084305,201402
53,event_count_173,0.020732712000608444,201402
54,event_count_174,0.0037444445770233865,201402
55,event_count_180,0.002848571166396141,201402
56,event_count_182,0.004176596645265818,201402
57,event_count_190,0.041876036673784256,201402
58,event_count_192,0.012648970820009708,201402
59,event_count_193,0.033744633197784424,201402
60,event_count_10,0.04781002551317215,201403
61,event_count_11,0.01035781763494015,201403
62,event_count_12,0.0010575155029073358,201403
63,event_count_13,0.02022525668144226,201403
64,event_count_14,0.014845040626823904,201403
65,event_count_15,0.006802611052989961,201403
66,event_count_16,0.009617604315280914,201403
67,event_count_17,0.0076709603890776626,201403
68,event_count_20,0.004456486087292433,201403
69,event_count_21,0.006243748124688864,201403
70,event_count_23,0.015232554636895657,201403
71,event_count_26,0.0047665005549788475,201403
72,event_count_30,0.0022447449155151844,201403
73,event_count_31,0.004301669541746378,201403
74,event_count_33,0.007039173971861602,201403
75,event_count_35,0.04879365488886833,201403
76,event_count_36,0.056173354387283325,201403
77,event_count_40,0.016064425930380818,201403
78,event_count_41,0.004067924339324236,201403
79,event_count_42,0.018164023756980896,201403
80,event_count_43,0.036925245076417916,201403
81,event_count_45,0.07294590026140213,201403
82,event_count_46,0.006338685750961304,201403
83,event_count_50,0.03163452446460724,201403
84,event_count_51,0.013928573578596115,201403
85,event_count_57,0.03548184782266617,201403
86,event_count_60,0.01323616225272417,201403
87,event_count_61,0.013963864184916021,201403
88,event_count_70,0.01755800098180771,201403
89,event_count_71,0.0031058583408594127,201403
90,event_count_72,0.0005179180880077183,201403
91,event_count_73,0.0150619363412261,201403
92,event_count_80,0.0022138585336506367,201403
93,event_count_81,0.0054861027747392654,201403
94,event_count_83,0.008087401278316975,201403
95,event_count_84,0.014668799005448818,201403
96,event_count_87,0.012871056795120241,201403
97,event_count_90,0.021987371146678925,201403
98,event_count_100,0.023406982421875,201403
99,event_count_110,0.0035289595834910865,201403
100,event_count_111,0.040719855576753616,201403
101,event_count_112,0.011389004997909069,201403
102,event_count_114,0.007716414052993059,201403
103,event_count_120,0.0052430285140872,201403
104,event_count_125,0.04062722995877266,201403
105,event_count_128,0.008341866545379162,201403
106,event_count_130,0.00870472565293312,201403
107,event_count_138,0.00251261773519218,201403
108,event_count_141,0.00044868182158097625,201403
109,event_count_160,0.06841306388378142,201403
110,event_count_161,0.014261345379054546,201403
111,event_count_171,0.04654604196548462,201403
112,event_count_172,0.008548907935619354,201403
113,event_count_173,0.010746188461780548,201403
114,event_count_174,0.006364844273775816,201403
115,event_count_180,0.0014011951861903071,201403
116,event_count_182,0.007061508949846029,201403
117,event_count_190,0.038224224001169205,201403
118,event_count_192,0.00428509246557951,201403
119,event_count_193,0.00955997686833143,201403
120,event_count_10,0.03526008501648903,201404
121,event_count_11,0.0005840167286805809,201404
122,event_count_12,0.006254617124795914,201404
123,event_count_13,0.029859213158488274,201404
124,event_count_14,0.018076956272125244,201404
125,event_count_15,0.0018970251549035309,201404
126,event_count_16,0.0016393533442169428,201404
127,event_count_17,0.0011250970419496298,201404
128,event_count_20,0.0036702174693346015,201404
129,event_count_21,0.0007450566627085209,201404
130,event_count_23,0.017581650987267494,201404
131,event_count_26,0.009057464078068731,201404
132,event_count_30,0.005658484995365143,201404
133,event_count_31,0.0179550051689148,201404
134,event_count_33,0.007535966578871013,201404
135,event_count_35,0.05193615332245827,201404
136,event_count_36,0.06463645398616791,201404
137,event_count_40,0.022620471194386482,201404
138,event_count_41,0.010978068225085735,201404
139,event_count_42,0.02119591273367405,201404
140,event_count_43,0.03155183047056198,201404
141,event_count_45,0.09606503695249556,201404
142,event_count_46,0.008927355520427227,201404
143,event_count_50,0.024226589128375053,201404
144,event_count_51,0.011417057365179062,201404
145,event_count_57,0.008877621032297611,201404
146,event_count_60,0.009306076914072037,201404
147,event_count_61,0.008301359601318836,201404
148,event_count_70,0.012456884607672691,201404
149,event_count_71,0.007388893514871597,201404
150,event_count_72,0.018549790605902672,201404
151,event_count_73,0.023440046235919,201404
152,event_count_80,0.002672471571713686,201404
153,event_count_81,0.004049090202897787,201404
154,event_count_83,0.015907226130366325,201404
155,event_count_84,0.014289527200162409,201404
156,event_count_87,0.017595116049051285,201404
157,event_count_90,0.03926163539290428,201404
158,event_count_100,0.011932235211133957,201404
159,event_count_110,0.0029075846541672945,201404
160,event_count_111,0.032048191875219345,201404
161,event_count_112,0.0,201404
162,event_count_114,0.004656216595321894,201404
163,event_count_120,0.01190640963613987,201404
164,event_count_125,0.023448584601283073,201404
165,event_count_128,0.00029886324773542583,201404
166,event_count_130,0.020051952451467514,201404
167,event_count_138,0.0013917363248765466,201404
168,event_count_141,0.012759803794324398,201404
169,event_count_160,0.0769251361489296,201404
170,event_count_161,0.020335473120212555,201404
171,event_count_171,0.013935287483036518,201404
172,event_count_172,0.006509570870548487,201404
173,event_count_173,0.024952296167612083,201404
174,event_count_174,0.0039038425311446186,201404
175,event_count_180,0.0001679385604802519,201404
176,event_count_182,0.008385799825191498,201404
177,event_count_190,0.03023560903966427,201404
178,event_count_192,0.0023236314300447702,201404
179,event_count_193,0.008372929878532888,201404
180,event_count_10,0.05431564152240753,201405
181,event_count_11,0.002621995285153389,201405
182,event_count_12,0.006000026129186153,201405
183,event_count_13,0.007283676881343126,201405
184,event_count_14,0.013191857375204565,201405
185,event_count_15,0.02147932350635529,201405
186,event_count_16,0.0047733732499182216,201405
187,event_count_17,0.012129846028983593,201405
188,event_count_20,0.020532583817839626,201405
189,event_count_21,0.0012455739779397845,201405
190,event_count_23,0.0003606956452131272,201405
191,event_count_26,0.022173048928380013,201405
192,event_count_30,0.007617083843797445,201405
193,event_count_31,0.018696127459406853,201405
194,event_count_33,0.0006187335238792003,201405
195,event_count_35,3.989692049799487e-05,201405
196,event_count_36,0.06246337667107583,201405
197,event_count_40,0.015628937631845474,201405
198,event_count_41,0.01849861815571785,201405
