,Variable,Importance,MonthYear
0,event_count_10,0.024373270571231842,201402
1,event_count_11,0.0,201402
2,event_count_12,0.03298548981547356,201402
3,event_count_13,0.004574805963784456,201402
4,event_count_14,0.002443959703668952,201402
5,event_count_15,0.031272124499082565,201402
6,event_count_16,0.0009347688755951822,201402
7,event_count_17,0.0001994756312342361,201402
8,event_count_18,0.0009992762934416533,201402
9,event_count_19,0.0067981709726154796,201402
10,event_count_20,0.037557877600193024,201402
11,event_count_21,0.0007178040104918183,201402
12,event_count_22,0.007252963725477456,201402
13,event_count_23,0.00157132965978235,201402
14,event_count_24,0.007806495763361455,201402
15,event_count_25,0.0057623088359832755,201402
16,event_count_26,0.008304540067911148,201402
17,event_count_27,0.0,201402
18,event_count_28,0.0010952658485621214,201402
19,event_count_30,0.006650974042713642,201402
20,event_count_31,0.006632749456912279,201402
21,event_count_32,0.0,201402
22,event_count_33,0.0005424623959697783,201402
23,event_count_35,0.008944895118474959,201402
24,event_count_36,0.0013863289495930073,201402
25,event_count_37,0.0007389106322079897,201402
26,event_count_40,0.0012362293200567365,201402
27,event_count_41,0.0032625261228531603,201402
28,event_count_42,0.0002940814010798931,201402
29,event_count_43,0.003127014962956309,201402
30,event_count_44,0.0022632416803389788,201402
31,event_count_45,0.005239423364400864,201402
32,event_count_46,0.0357159748673439,201402
33,event_count_50,0.0020369878038764,201402
34,event_count_51,0.05597474798560143,201402
35,event_count_52,0.0,201402
36,event_count_54,0.0009884601458907127,201402
37,event_count_55,0.057789657264947884,201402
38,event_count_57,0.004159171134233475,201402
39,event_count_60,0.03703757002949715,201402
40,event_count_61,0.0036298586055636406,201402
41,event_count_62,0.003928576596081257,201402
42,event_count_64,0.002080283360555768,201402
43,event_count_70,0.0005399762303568423,201402
44,event_count_71,0.0068674199283123025,201402
45,event_count_72,0.0,201402
46,event_count_73,0.0,201402
47,event_count_75,0.000915528100449592,201402
48,event_count_80,0.0006581416819244622,201402
49,event_count_81,0.0,201402
50,event_count_83,0.0,201402
51,event_count_84,0.005885816179215908,201402
52,event_count_86,0.0,201402
53,event_count_87,0.0003304464335087687,201402
54,event_count_90,0.11751431226730348,201402
55,event_count_91,0.0003554713912308216,201402
56,event_count_100,0.00013062258949503303,201402
57,event_count_101,0.002097247401252389,201402
58,event_count_104,0.012854110449552536,201402
59,event_count_105,0.0,201402
60,event_count_110,0.06692434102296829,201402
61,event_count_111,0.00355294719338417,201402
62,event_count_112,0.08699649572372438,201402
63,event_count_114,0.005666135810315609,201402
64,event_count_115,0.004601947031915189,201402
65,event_count_120,0.003726389026269317,201402
66,event_count_122,0.0,201402
67,event_count_124,0.0,201402
68,event_count_125,0.0,201402
69,event_count_128,0.08828273415565491,201402
70,event_count_130,0.02358787320554256,201402
71,event_count_131,0.0,201402
72,event_count_138,0.003531352151185274,201402
73,event_count_139,0.000579412910155952,201402
74,event_count_141,0.003353845560923219,201402
75,event_count_143,0.01563251204788685,201402
76,event_count_145,0.0007608574815094472,201402
77,event_count_150,0.004049395676702261,201402
78,event_count_152,0.0,201402
79,event_count_154,0.001475393772125244,201402
80,event_count_160,0.013199423439800741,201402
81,event_count_161,0.0026798858307302,201402
82,event_count_163,0.039471134543418884,201402
83,event_count_164,0.011887069791555405,201402
84,event_count_170,0.0,201402
85,event_count_171,0.0003761900879908353,201402
86,event_count_172,0.005859599448740482,201402
87,event_count_173,0.0030124059412628412,201402
88,event_count_174,0.0,201402
89,event_count_180,0.000357906857971102,201402
90,event_count_181,0.0032311661634594198,201402
91,event_count_182,0.036672253161668784,201402
92,event_count_183,0.0011013979092240334,201402
