,Variable,Importance
0,event_count_193,2.9491733585018665e-05
1,event_count_192,0.0003774319775402546
2,event_count_191,4.0363611333305016e-05
3,event_count_190,0.0007099481299519539
4,event_count_186,0.0022879624739289284
5,event_count_182,0.004124207887798548
6,event_count_181,0.007669790647923946
7,event_count_180,0.021987050771713257
8,event_count_175,0.0020999435801059008
9,event_count_174,0.002574153011664748
10,event_count_173,0.17388269305229187
11,event_count_172,0.0005885111750103533
12,event_count_171,0.0004058092599734664
13,event_count_164,1.7853864846983925e-05
14,event_count_163,0.0
15,event_count_161,0.012349151074886322
16,event_count_160,0.009873781353235245
17,event_count_154,2.7168303859070875e-05
18,event_count_145,0.00016519217751920223
19,event_count_143,3.550474866642617e-05
20,event_count_141,0.0003597996837925166
21,event_count_140,0.015015128999948502
22,event_count_138,0.009304152801632881
23,event_count_130,0.0022864784114062786
24,event_count_129,0.00016910348495002836
25,event_count_128,0.0
26,event_count_125,0.011563753709197044
27,event_count_124,0.0024977573193609715
28,event_count_120,0.03943870589137077
29,event_count_115,0.0005857866490259767
30,event_count_114,0.0009693683241494
31,event_count_112,0.0022073197178542614
32,event_count_111,0.00012064153997926041
33,event_count_110,0.004660294856876135
34,event_count_104,7.13620611350052e-05
35,event_count_101,7.349884981522337e-05
36,event_count_100,0.004992498084902763
37,event_count_90,0.0004921213840134442
38,event_count_87,0.010177739895880222
39,event_count_84,0.13590547442436218
40,event_count_83,0.001113966922275722
41,event_count_81,0.00017042417312040925
42,event_count_80,0.0021566879004240036
43,event_count_75,0.0017842872766777873
44,event_count_73,0.0004843216738663614
45,event_count_72,0.002938722725957632
46,event_count_71,0.007448638789355755
47,event_count_70,0.0014861272647976875
48,event_count_62,0.0019814041443169117
49,event_count_61,0.020256631076335907
50,event_count_60,0.0
51,event_count_57,0.0009582291240803897
52,event_count_55,7.114571053534746e-05
53,event_count_52,0.0004408144159242511
54,event_count_51,0.006184236612170935
55,event_count_50,0.0007103385869413614
56,event_count_46,2.6907377105089836e-05
57,event_count_45,0.00577873969450593
58,event_count_44,0.0001270176435355097
59,event_count_43,0.09025835245847702
60,event_count_42,0.0004527155833784491
61,event_count_41,0.0
62,event_count_40,0.0030808497685939074
63,event_count_36,0.055383484810590744
64,event_count_35,0.006806678604334593
65,event_count_33,0.0012787786545231938
66,event_count_32,0.0
67,event_count_31,0.0
68,event_count_30,0.00019716069800779223
69,event_count_26,0.0021476615220308304
70,event_count_25,0.005084429867565632
71,event_count_23,4.539021028904244e-05
72,event_count_22,0.0004541451344266534
73,event_count_21,0.00917899701744318
74,event_count_20,0.02075362578034401
75,event_count_18,0.01370199490338564
76,event_count_17,0.000907819892745465
77,event_count_16,0.09851716458797455
78,event_count_15,0.003308958141133189
79,event_count_14,0.00923355482518673
80,event_count_13,0.008463805541396141
81,event_count_12,0.000677031755913049
82,event_count_11,9.716549539007246e-05
83,event_count_10,0.13571466505527496
