,Variable,Importance
0,event_count_194,0.0003709814336616546
1,event_count_193,0.08013840019702911
2,event_count_192,0.000571879674680531
3,event_count_191,0.003906866069883108
4,event_count_190,0.006936981808394194
5,event_count_186,0.02576817013323307
6,event_count_183,0.02004709653556347
7,event_count_182,0.004966420121490955
8,event_count_181,0.016170164570212364
9,event_count_180,0.03799038380384445
10,event_count_174,0.021129999309778214
11,event_count_173,0.018665019422769547
12,event_count_172,0.0004717395640909672
13,event_count_171,0.0
14,event_count_164,0.06235601752996445
15,event_count_163,0.007345075253397226
16,event_count_161,0.013441541232168674
17,event_count_160,0.0003173942386638373
18,event_count_154,0.03787624463438988
19,event_count_150,0.017809264361858368
20,event_count_145,9.303990373155102e-05
21,event_count_141,0.0024779229424893856
22,event_count_138,0.00040391809307038784
23,event_count_131,0.004035914782434702
24,event_count_130,0.007572615519165993
25,event_count_128,0.006065350491553545
26,event_count_125,0.002987348474562168
27,event_count_124,0.001966724870726466
28,event_count_120,0.05227125436067581
29,event_count_114,0.00011850009468616918
30,event_count_112,0.038230281323194504
31,event_count_111,0.0005555129027925432
32,event_count_110,0.0
33,event_count_104,0.0008281373884528875
34,event_count_101,0.0
35,event_count_100,4.084715328644961e-05
36,event_count_90,9.339854295831174e-05
37,event_count_87,5.873632835573517e-05
38,event_count_84,0.05208718404173851
39,event_count_83,0.02060365304350853
40,event_count_81,0.02172040194272995
41,event_count_80,9.669300925452262e-05
42,event_count_75,0.09875436127185822
43,event_count_73,0.007479073945432901
44,event_count_72,0.004378274083137512
45,event_count_71,0.0008401158847846091
46,event_count_70,0.0041236793622374535
47,event_count_62,0.0018125363858416677
48,event_count_61,0.012302231974899769
49,event_count_60,0.03212845325469971
50,event_count_57,0.002489919774234295
51,event_count_55,7.790644303895533e-05
52,event_count_54,0.0
53,event_count_52,0.0005801997613161802
54,event_count_51,0.0026566251181066036
55,event_count_50,0.0011027761502191424
56,event_count_46,0.0002771761210169643
57,event_count_45,0.0002700526383705437
58,event_count_44,0.026173224672675133
59,event_count_43,0.0
60,event_count_42,0.005725645460188389
61,event_count_41,0.0008349129348061979
62,event_count_40,0.004987814463675022
63,event_count_36,0.010945518501102924
64,event_count_35,0.0
65,event_count_33,0.0007397476583719254
66,event_count_32,0.0019868321251124144
67,event_count_31,0.00021919443679507822
68,event_count_30,0.013420251198112965
69,event_count_26,0.0014301784103736281
70,event_count_25,0.00013222709822002798
71,event_count_23,0.03517165035009384
72,event_count_22,0.0047772545367479324
73,event_count_21,0.02674609050154686
74,event_count_20,0.030222222208976746
75,event_count_18,5.1484748837538064e-05
76,event_count_17,0.02890615724027157
77,event_count_16,0.0006967371446080506
78,event_count_15,0.013001968152821064
79,event_count_14,0.018776750192046165
80,event_count_13,0.008473792113363743
81,event_count_12,0.002206658711656928
82,event_count_11,0.00648035341873765
83,event_count_10,3.2897900382522494e-05
