,Variable,Importance
0,event_count_193,0.01515314169228077
1,event_count_192,0.025779694318771362
2,event_count_190,0.07639507204294205
3,event_count_182,0.007908155210316181
4,event_count_173,0.00960689689964056
5,event_count_172,0.006762206554412842
6,event_count_160,0.0077885231003165245
7,event_count_141,0.003930849954485893
8,event_count_130,0.009943624027073383
9,event_count_125,0.0019256558734923601
10,event_count_120,0.0550302192568779
11,event_count_114,0.033094607293605804
12,event_count_112,0.02049393020570278
13,event_count_111,0.025721706449985504
14,event_count_110,0.019359130412340164
15,event_count_100,0.005634394474327564
16,event_count_90,0.007002044934779406
17,event_count_87,0.004687914624810219
18,event_count_84,0.005688670556992292
19,event_count_80,0.008305610157549381
20,event_count_73,0.0301918126642704
21,event_count_72,0.049181822687387466
22,event_count_71,0.004126676358282566
23,event_count_70,0.004934555850923061
24,event_count_61,0.010826309211552143
25,event_count_60,0.022778918966650963
26,event_count_57,0.010030237957835197
27,event_count_54,0.016759220510721207
28,event_count_51,0.033573489636182785
29,event_count_50,0.009968223050236702
30,event_count_46,0.04886222258210182
31,event_count_45,0.034180354326963425
32,event_count_44,0.0058753821067512035
33,event_count_43,0.0545271597802639
34,event_count_42,0.009108887054026127
35,event_count_40,0.010410410352051258
36,event_count_36,0.006346598267555237
37,event_count_33,0.004767230246216059
38,event_count_31,0.07600533217191696
39,event_count_30,0.007844144478440285
40,event_count_26,0.05030207335948944
41,event_count_20,0.03374948725104332
42,event_count_18,0.01653083600103855
43,event_count_17,0.014273942448198795
44,event_count_14,0.007213344797492027
45,event_count_13,0.0053201038390398026
46,event_count_12,0.06203031167387962
47,event_count_10,0.010068854317069054
