,Variable,Importance
0,event_count_195,0.0031848398502916098
1,event_count_194,0.0029724433552473783
2,event_count_193,2.1807634766446427e-05
3,event_count_192,5.3170850151218474e-05
4,event_count_191,0.00044351755059324205
5,event_count_190,0.0038394113071262836
6,event_count_186,0.00011589469067985192
7,event_count_183,0.002320484956726432
8,event_count_182,0.0022701818961650133
9,event_count_181,0.004558255430310965
10,event_count_180,0.0003660793008748442
11,event_count_175,0.007055663038045168
12,event_count_174,0.0009723817929625511
13,event_count_173,0.0
14,event_count_172,1.4490051398752257e-05
15,event_count_171,0.01019150111824274
16,event_count_170,0.002546043135225773
17,event_count_164,0.00010322299203835428
18,event_count_163,0.0054393671452999115
19,event_count_162,0.0006309062009677291
20,event_count_161,1.4185852705850266e-05
21,event_count_160,0.0006288204458542168
22,event_count_154,0.001772449933923781
23,event_count_150,0.0004365686036180705
24,event_count_145,0.01109929196536541
25,event_count_143,0.009458460845053196
26,event_count_141,0.008376765996217728
27,event_count_140,4.209511462249793e-05
28,event_count_139,0.00738860946148634
29,event_count_138,0.003946004901081324
30,event_count_131,0.0008581249858252704
31,event_count_130,6.544069037772715e-05
32,event_count_129,0.0002232757833553478
33,event_count_128,0.0004525099939201027
34,event_count_127,2.9361182896536775e-05
35,event_count_125,0.0013420694740489125
36,event_count_124,0.000636278185993433
37,event_count_122,0.015533512458205223
38,event_count_120,0.0
39,event_count_115,0.0039465660229325294
40,event_count_114,0.0
41,event_count_113,0.011604546569287777
42,event_count_112,0.005853161681443453
43,event_count_111,0.005658936221152544
44,event_count_110,0.003924976103007793
45,event_count_105,0.00024771475000306964
46,event_count_104,5.847157081007026e-05
47,event_count_101,0.005394782405346632
48,event_count_100,0.0
49,event_count_90,0.0009264570544473827
50,event_count_87,0.002869814168661833
51,event_count_86,0.0
52,event_count_84,0.0007163480622693896
53,event_count_83,0.0
54,event_count_81,0.0004584685666486621
55,event_count_80,0.0019674845971167088
56,event_count_75,0.050641659647226334
57,event_count_73,0.004381496459245682
58,event_count_72,0.008837627246975899
59,event_count_71,4.237399116391316e-05
60,event_count_70,0.0
61,event_count_64,0.0
62,event_count_63,0.0021969079971313477
63,event_count_62,9.721462265588343e-05
64,event_count_61,0.0013832859694957733
65,event_count_60,0.00038049579598009586
66,event_count_57,0.013518010266125202
67,event_count_56,4.756381895276718e-05
68,event_count_55,0.0005178946885280311
69,event_count_54,3.477210702840239e-05
70,event_count_53,0.007330134976655245
71,event_count_52,0.0
72,event_count_51,0.002249788725748658
73,event_count_50,7.978780195116997e-05
74,event_count_46,8.885752322385088e-05
75,event_count_45,0.00013731805665884167
76,event_count_44,0.0015992814442142844
77,event_count_43,1.8796823496813886e-05
78,event_count_42,0.0002882481785491109
79,event_count_41,1.4083256246522069e-05
80,event_count_40,0.0003796532691922039
81,event_count_37,0.010264619253575802
82,event_count_36,0.39830222725868225
83,event_count_35,0.0
84,event_count_33,0.05910005420446396
85,event_count_32,0.0013139569200575352
86,event_count_31,0.00017576658865436912
87,event_count_30,3.822889266302809e-05
88,event_count_27,0.001478256774134934
89,event_count_26,0.003324091900140047
90,event_count_25,0.008790646679699421
91,event_count_24,0.0029774303548038006
92,event_count_23,0.042596299201250076
93,event_count_22,0.0005178996943868697
94,event_count_21,0.005933493375778198
95,event_count_20,0.0
96,event_count_19,0.015573508106172085
97,event_count_18,0.003816137323155999
98,event_count_17,0.001933834864757955
99,event_count_16,0.0
100,event_count_15,0.055197328329086304
101,event_count_14,0.026946427300572395
102,event_count_13,2.2912932763574645e-05
103,event_count_12,0.00014501408440992236
104,event_count_11,0.0
105,event_count_10,0.1142553836107254
