,Variable,Importance
0,event_count_193,0.02256397344172001
1,event_count_192,0.00406670942902565
2,event_count_190,0.011011145077645779
3,event_count_182,0.0
4,event_count_180,0.016980893909931183
5,event_count_173,0.053417451679706573
6,event_count_172,0.005130770616233349
7,event_count_160,0.011188570410013199
8,event_count_141,0.010657341219484806
9,event_count_130,0.011106753721833229
10,event_count_120,0.02975325845181942
11,event_count_114,0.004623867105692625
12,event_count_112,0.00882468931376934
13,event_count_111,0.007129375357180834
14,event_count_110,0.024036558344960213
15,event_count_100,0.039447493851184845
16,event_count_90,0.190302774310112
17,event_count_87,0.026072096079587936
18,event_count_84,0.016041437163949013
19,event_count_83,0.07015695422887802
20,event_count_81,0.01851281151175499
21,event_count_80,0.015889259055256844
22,event_count_73,0.004676293581724167
23,event_count_71,0.004816490691155195
24,event_count_70,0.0
25,event_count_61,0.038019053637981415
26,event_count_60,0.0
27,event_count_57,0.013946481049060822
28,event_count_51,0.054621923714876175
29,event_count_50,0.00986907072365284
30,event_count_46,0.011804487556219101
31,event_count_43,0.04510161280632019
32,event_count_42,0.0
33,event_count_40,0.05097512900829315
34,event_count_36,0.0
35,event_count_33,0.013429833576083183
36,event_count_31,0.0
37,event_count_30,0.0
38,event_count_26,0.020943263545632362
39,event_count_20,0.016793161630630493
40,event_count_17,0.02464974671602249
41,event_count_15,0.010956578887999058
42,event_count_14,0.0483819954097271
43,event_count_13,0.00943327508866787
44,event_count_12,0.024667518213391304
45,event_count_10,0.0
