,Variable,Importance
0,event_count_203,0.0002304211084265262
1,event_count_202,2.760454299277626e-05
2,event_count_195,3.3548742067068815e-05
3,event_count_194,0.0013915981398895383
4,event_count_193,0.0007007845561020076
5,event_count_192,0.0007036344613879919
6,event_count_191,1.378589695377741e-05
7,event_count_190,0.0025165097322314978
8,event_count_186,0.00236246595159173
9,event_count_185,0.000870431715156883
10,event_count_183,0.04219094663858414
11,event_count_182,0.03477516770362854
12,event_count_181,0.0002917512319982052
13,event_count_180,0.00024091773957479745
14,event_count_175,0.05384611338376999
15,event_count_174,0.0004030265845358372
16,event_count_173,0.00030692032305523753
17,event_count_172,0.0023331944830715656
18,event_count_171,0.001811308553442359
19,event_count_170,3.318702147225849e-05
20,event_count_166,1.598474773345515e-05
21,event_count_164,0.0037557417526841164
22,event_count_163,0.007373095490038395
23,event_count_162,0.00590306194499135
24,event_count_161,0.001302288961596787
25,event_count_160,0.001169937546364963
26,event_count_154,0.025289496406912804
27,event_count_153,3.0314116884255782e-05
28,event_count_152,0.03966530039906502
29,event_count_151,0.0002452067274134606
30,event_count_150,0.0023797566536813974
31,event_count_145,0.000617807439994067
32,event_count_144,0.0
33,event_count_143,6.176891020004405e-06
34,event_count_142,2.7525888071977533e-05
35,event_count_141,4.924220047541894e-05
36,event_count_140,0.0018939903238788247
37,event_count_139,0.0004568386939354241
38,event_count_138,0.00908688548952341
39,event_count_137,0.0031678469385951757
40,event_count_134,0.0
41,event_count_133,0.0002492660714779049
42,event_count_131,0.05173436552286148
43,event_count_130,0.0008685095817781985
44,event_count_129,0.0006631425931118429
45,event_count_128,0.00035571210901252925
46,event_count_127,0.0014409995637834072
47,event_count_125,0.0001047537662088871
48,event_count_124,4.268428710929584e-06
49,event_count_123,7.537478813901544e-05
50,event_count_122,0.0007926053949631751
51,event_count_120,5.007806248613633e-05
52,event_count_115,0.0017982752760872245
53,event_count_114,2.3989684905245667e-06
54,event_count_113,0.0006645283428952098
55,event_count_112,1.6871372281457298e-05
56,event_count_111,0.001072019338607788
57,event_count_110,0.00014441249368246645
58,event_count_106,0.0
59,event_count_105,0.008840898051857948
60,event_count_104,0.00018689423450268805
61,event_count_101,0.002295086858794093
62,event_count_100,0.0011648036306723952
63,event_count_93,4.981956863048254e-06
64,event_count_92,9.64149057836039e-06
65,event_count_91,0.0027391226030886173
66,event_count_90,0.058242928236722946
67,event_count_87,0.0044325427152216434
68,event_count_86,0.0005572154186666012
69,event_count_85,0.0023726581130176783
70,event_count_84,0.0002194757980760187
71,event_count_83,0.00021396283409558237
72,event_count_82,0.0
73,event_count_81,0.012434889562427998
74,event_count_80,0.002430550754070282
75,event_count_75,0.0042693098075687885
76,event_count_74,0.00012046846677549183
77,event_count_73,0.000668245367705822
78,event_count_72,0.00010616186773404479
79,event_count_71,0.0013693339424207807
80,event_count_70,0.0
81,event_count_64,0.00013035800657235086
82,event_count_63,0.0039929114282131195
83,event_count_62,0.0002930713817477226
84,event_count_61,0.00011227151117054746
85,event_count_60,0.0024220114573836327
86,event_count_57,0.001764435786753893
87,event_count_56,0.0008566561155021191
88,event_count_55,0.021746905520558357
89,event_count_54,0.0004803811607416719
90,event_count_53,0.004519255366176367
91,event_count_52,0.0020289551466703415
92,event_count_51,0.000336150755174458
93,event_count_50,7.524245302192867e-05
94,event_count_46,0.003257239004597068
95,event_count_45,0.018621714785695076
96,event_count_44,0.0011454077903181314
97,event_count_43,0.3973079323768616
98,event_count_42,0.05743524059653282
99,event_count_41,0.000218631059397012
100,event_count_40,2.1696339899790473e-05
101,event_count_39,0.0011024496052414179
102,event_count_38,0.000770232523791492
103,event_count_37,0.00013505914830602705
104,event_count_36,0.0007116448832675815
105,event_count_35,0.0013527630362659693
106,event_count_34,0.00015571346739307046
107,event_count_33,0.00027528690407052636
108,event_count_32,0.0
109,event_count_31,0.0002507986209820956
110,event_count_30,0.025005804374814034
111,event_count_28,3.523870873323176e-06
112,event_count_27,1.8525281120673753e-05
113,event_count_26,0.000362802849849686
114,event_count_25,0.004030190873891115
115,event_count_24,0.00012228285777382553
116,event_count_23,0.014485598541796207
117,event_count_22,5.69007124795462e-06
118,event_count_21,0.00014210466179065406
119,event_count_20,3.611447027651593e-06
120,event_count_19,0.0
121,event_count_18,0.0
122,event_count_17,0.0019308349583297968
123,event_count_16,0.0006048967479728162
124,event_count_15,0.003946442622691393
125,event_count_14,0.0004056577163282782
126,event_count_13,0.016856558620929718
127,event_count_12,4.5822354877600446e-05
128,event_count_11,0.0001286082697333768
129,event_count_10,0.0001439785264665261
