,Variable,Importance
0,event_count_193,0.0
1,event_count_192,0.006949109490960836
2,event_count_191,0.035646889358758926
3,event_count_190,0.0026683576870709658
4,event_count_186,0.0022343320306390524
5,event_count_182,0.006069539114832878
6,event_count_181,0.0
7,event_count_180,0.0
8,event_count_174,0.0
9,event_count_173,0.16152606904506683
10,event_count_172,0.007894111797213554
11,event_count_171,0.007544796448200941
12,event_count_164,0.003231213428080082
13,event_count_163,0.0
14,event_count_161,0.0
15,event_count_160,0.0
16,event_count_154,0.0001510049623902887
17,event_count_150,0.0
18,event_count_141,0.0015948171494528651
19,event_count_140,0.0
20,event_count_138,0.004023488145321608
21,event_count_133,0.005138508044183254
22,event_count_131,0.005083147436380386
23,event_count_130,0.0
24,event_count_129,0.005187160335481167
25,event_count_128,0.0
26,event_count_127,0.00344694871455431
27,event_count_125,0.003676802385598421
28,event_count_124,0.005406603682786226
29,event_count_120,0.008944772183895111
30,event_count_115,0.01154432911425829
31,event_count_114,0.006535249762237072
32,event_count_112,0.009592168033123016
33,event_count_111,0.006237445864826441
34,event_count_110,0.007575094234198332
35,event_count_104,0.02424430102109909
36,event_count_101,0.0
37,event_count_100,0.0
38,event_count_90,0.019187159836292267
39,event_count_87,0.008708358742296696
40,event_count_84,0.0023875809274613857
41,event_count_83,0.006098251789808273
42,event_count_81,0.0052676876075565815
43,event_count_80,0.0
44,event_count_75,0.006875625345855951
45,event_count_73,0.0
46,event_count_72,0.0
47,event_count_71,0.005603691563010216
48,event_count_70,0.0
49,event_count_62,0.0038660697173327208
50,event_count_61,0.0893496721982956
51,event_count_60,0.02512981742620468
52,event_count_57,0.0
53,event_count_55,0.00624915910884738
54,event_count_54,0.004765432793647051
55,event_count_52,0.0
56,event_count_51,0.08668170124292374
57,event_count_50,0.004958212375640869
58,event_count_46,0.025775117799639702
59,event_count_45,0.004735745023936033
60,event_count_44,0.0
61,event_count_43,0.02939494699239731
62,event_count_42,0.028606439009308815
63,event_count_41,0.003174609737470746
64,event_count_40,0.017471235245466232
65,event_count_36,0.04878119379281998
66,event_count_35,0.006612303201109171
67,event_count_33,0.0
68,event_count_32,0.0
69,event_count_31,0.006584808696061373
70,event_count_30,0.09684794396162033
71,event_count_26,0.0070917243137955666
72,event_count_25,0.00291448668576777
73,event_count_24,0.006972454022616148
74,event_count_23,0.008956225588917732
75,event_count_22,0.0
76,event_count_21,0.015491192229092121
77,event_count_20,0.0069381301291286945
78,event_count_18,0.003735000966116786
79,event_count_17,0.02796032465994358
80,event_count_16,0.009573325514793396
81,event_count_15,0.004167949315160513
82,event_count_14,0.0066370596177875996
83,event_count_13,0.0
84,event_count_12,0.006452453788369894
85,event_count_11,0.0
86,event_count_10,0.007850578986108303
