,Variable,Importance
0,event_count_203,0.0005259659374132752
1,event_count_202,0.011558973230421543
2,event_count_201,0.0002848296717274934
3,event_count_196,0.0042690709233284
4,event_count_195,0.005087630357593298
5,event_count_194,0.0
6,event_count_193,0.00021273169841151685
7,event_count_192,0.0
8,event_count_191,0.0013311823131516576
9,event_count_190,0.0002949584450107068
10,event_count_186,0.00011319173063384369
11,event_count_185,0.0931672602891922
12,event_count_184,0.046729519963264465
13,event_count_183,0.0
14,event_count_182,0.0
15,event_count_181,0.07877141237258911
16,event_count_180,0.053417984396219254
17,event_count_175,0.002543403534218669
18,event_count_174,0.01568184234201908
19,event_count_173,0.0
20,event_count_172,0.00291892746463418
21,event_count_171,0.006617371458560228
22,event_count_170,0.0015657093608751893
23,event_count_166,0.0
24,event_count_164,0.0
25,event_count_163,0.0
26,event_count_162,0.003995614126324654
27,event_count_161,0.028438599780201912
28,event_count_160,0.004505835939198732
29,event_count_154,0.00426041753962636
30,event_count_153,0.0003279146912973374
31,event_count_152,0.00025979350903071463
32,event_count_151,0.0005455714417621493
33,event_count_150,0.0
34,event_count_145,0.0
35,event_count_144,0.0
36,event_count_143,0.0036490357015281916
37,event_count_142,0.0
38,event_count_141,5.81757994950749e-05
39,event_count_140,0.0
40,event_count_139,0.01612500660121441
41,event_count_138,0.0007583230617456138
42,event_count_134,0.09997253865003586
43,event_count_133,0.0
44,event_count_131,0.019989008083939552
45,event_count_130,0.0002481245610397309
46,event_count_129,0.0
47,event_count_128,0.0021372411865741014
48,event_count_127,0.0
49,event_count_125,0.01927180588245392
50,event_count_124,0.0008049413445405662
51,event_count_123,0.0
52,event_count_122,8.675960270920768e-05
53,event_count_121,0.0032413185108453035
54,event_count_120,0.0
55,event_count_115,0.00024787403526715934
56,event_count_114,0.00022772666125092655
57,event_count_113,0.004192944150418043
58,event_count_112,0.0
59,event_count_111,0.0
60,event_count_110,0.0057357847690582275
61,event_count_107,0.001273623900488019
62,event_count_106,0.0
63,event_count_105,0.022319860756397247
64,event_count_104,0.0
65,event_count_102,0.0017864092951640487
66,event_count_101,0.003412622958421707
67,event_count_100,0.0003670419391710311
68,event_count_94,0.00125495670363307
69,event_count_93,0.014028052799403667
70,event_count_92,0.004072501324117184
71,event_count_91,0.0
72,event_count_90,0.0
73,event_count_87,5.90476774959825e-05
74,event_count_86,0.00015045715554151684
75,event_count_85,7.741773879388347e-05
76,event_count_84,0.051815226674079895
77,event_count_83,0.01723208650946617
78,event_count_82,0.00032198577537201345
79,event_count_81,0.00022228220768738538
80,event_count_80,0.00818039570003748
81,event_count_75,0.0042153638787567616
82,event_count_74,0.00018279907817486674
83,event_count_73,0.0010258164256811142
84,event_count_72,0.05500996857881546
85,event_count_71,0.0015123185003176332
86,event_count_70,0.028095120564103127
87,event_count_64,0.0
88,event_count_63,0.006457989104092121
89,event_count_62,0.005314517766237259
90,event_count_61,0.0
91,event_count_60,0.0
92,event_count_57,0.0001217109092976898
93,event_count_56,0.00015435053501278162
94,event_count_55,0.0016115304315462708
95,event_count_54,0.0036492892540991306
96,event_count_53,0.0
97,event_count_52,0.0006916595157235861
98,event_count_51,0.004997691139578819
99,event_count_50,0.0007033038418740034
100,event_count_46,0.0
101,event_count_45,0.0
102,event_count_44,0.0003860474389512092
103,event_count_43,0.005166165065020323
104,event_count_42,0.00020235241390764713
105,event_count_41,0.0
106,event_count_40,0.0002866021532099694
107,event_count_39,0.013132208026945591
108,event_count_38,0.0008738484466448426
109,event_count_37,0.0
110,event_count_36,0.0
111,event_count_35,0.0
112,event_count_34,0.014962463639676571
113,event_count_33,0.0
114,event_count_32,0.0522332601249218
115,event_count_31,0.012415139004588127
116,event_count_30,0.0
117,event_count_28,9.69672910287045e-05
118,event_count_27,0.000766437966376543
119,event_count_26,0.004257365595549345
120,event_count_25,0.00033082885784097016
121,event_count_24,0.00037673237966373563
122,event_count_23,0.0
123,event_count_22,0.0022386047057807446
124,event_count_21,0.0
125,event_count_20,0.0
126,event_count_19,0.0
127,event_count_18,0.0
128,event_count_17,0.013075253926217556
129,event_count_16,0.0
130,event_count_15,0.0011943788267672062
131,event_count_14,0.0004123549733776599
132,event_count_13,0.0
133,event_count_12,0.05899961665272713
134,event_count_11,0.002362153260037303
135,event_count_10,0.03174145892262459
