,Variable,Importance
0,event_count_195,0.00038721502642147243
1,event_count_194,0.003230470698326826
2,event_count_193,0.017808446660637856
3,event_count_192,0.0028221644461154938
4,event_count_191,0.0
5,event_count_190,0.0
6,event_count_186,0.0
7,event_count_183,0.0008812739397399127
8,event_count_182,0.01982121914625168
9,event_count_181,0.007184350397437811
10,event_count_180,0.005979084875434637
11,event_count_175,0.0157553032040596
12,event_count_174,5.443359259516001e-05
13,event_count_173,0.049059364944696426
14,event_count_172,0.012223678641021252
15,event_count_171,0.003183770924806595
16,event_count_170,0.0
17,event_count_166,0.0008449265733361244
18,event_count_164,0.01854879967868328
19,event_count_163,0.0028878096491098404
20,event_count_162,0.007081874180585146
21,event_count_161,0.007736017927527428
22,event_count_160,0.0007943153032101691
23,event_count_154,0.0
24,event_count_153,0.004648298025131226
25,event_count_152,0.0014210982481017709
26,event_count_151,0.009306753985583782
27,event_count_150,0.01277761161327362
28,event_count_145,0.008408008143305779
29,event_count_144,0.0
30,event_count_143,0.01090862974524498
31,event_count_141,0.006444621831178665
32,event_count_140,0.01517465803772211
33,event_count_139,0.00016012605919968337
34,event_count_138,0.0044048079289495945
35,event_count_133,0.0
36,event_count_131,0.0
37,event_count_130,0.0
38,event_count_129,0.0
39,event_count_128,0.0025897417217493057
40,event_count_127,0.0
41,event_count_125,0.0011907130246981978
42,event_count_124,0.005081587471067905
43,event_count_122,0.0007268310291692615
44,event_count_120,0.0
45,event_count_115,0.0004174905479885638
46,event_count_114,0.00202756910584867
47,event_count_113,0.002282939851284027
48,event_count_112,0.0901578813791275
49,event_count_111,0.0
50,event_count_110,0.00871133804321289
51,event_count_105,0.020021308213472366
52,event_count_104,0.023685574531555176
53,event_count_101,0.0
54,event_count_100,0.0546347014605999
55,event_count_92,0.0
56,event_count_91,0.0
57,event_count_90,0.0009069428197108209
58,event_count_87,0.0051698689348995686
59,event_count_86,0.0018311806488782167
60,event_count_84,0.0
61,event_count_83,0.0018661650829017162
62,event_count_81,0.0
63,event_count_80,0.0009496339480392635
64,event_count_75,0.006542637012898922
65,event_count_73,0.0
66,event_count_72,0.0004850119585171342
67,event_count_71,0.0
68,event_count_70,0.01914512738585472
69,event_count_64,0.0
70,event_count_63,0.0
71,event_count_62,0.009208387695252895
72,event_count_61,0.0
73,event_count_60,0.07091549783945084
74,event_count_57,0.0
75,event_count_56,2.225383468612563e-05
76,event_count_55,0.0
77,event_count_54,0.0
78,event_count_53,0.00704642478376627
79,event_count_52,0.00452969828620553
80,event_count_51,0.032816436141729355
81,event_count_50,0.0
82,event_count_46,0.0
83,event_count_45,0.0
84,event_count_44,0.0
85,event_count_43,0.03532011806964874
86,event_count_42,0.005746740847826004
87,event_count_41,0.0069978125393390656
88,event_count_40,0.0038783149793744087
89,event_count_39,0.0
90,event_count_37,0.006227551493793726
91,event_count_36,0.044626634567976
92,event_count_35,0.0011559666600078344
93,event_count_34,0.0
94,event_count_33,0.004334414843469858
95,event_count_32,0.0
96,event_count_31,0.0
97,event_count_30,0.006868964061141014
98,event_count_28,0.0
99,event_count_27,0.0
100,event_count_26,0.0
101,event_count_25,0.0
102,event_count_24,0.009975931607186794
103,event_count_23,0.04592016711831093
104,event_count_22,0.0
105,event_count_21,0.0
106,event_count_20,0.024526214227080345
107,event_count_19,0.0
108,event_count_18,0.013814416714012623
109,event_count_17,0.01572597771883011
110,event_count_16,0.0515645295381546
111,event_count_15,0.008505387231707573
112,event_count_14,0.008004564791917801
113,event_count_13,0.0005478679668158293
114,event_count_12,0.053383443504571915
115,event_count_11,0.0
116,event_count_10,0.029972821474075317
