MonthYear,GPI,event_count_10,event_count_11,event_count_12,event_count_13,event_count_14,event_count_15,event_count_16,event_count_17,event_count_18,event_count_19,event_count_20,event_count_21,event_count_22,event_count_23,event_count_24,event_count_25,event_count_26,event_count_27,event_count_28,event_count_30,event_count_31,event_count_32,event_count_33,event_count_34,event_count_35,event_count_36,event_count_37,event_count_38,event_count_39,event_count_40,event_count_41,event_count_42,event_count_43,event_count_44,event_count_45,event_count_46,event_count_50,event_count_51,event_count_52,event_count_53,event_count_54,event_count_55,event_count_56,event_count_57,event_count_60,event_count_61,event_count_62,event_count_63,event_count_64,event_count_70,event_count_71,event_count_72,event_count_73,event_count_74,event_count_75,event_count_80,event_count_81,event_count_82,event_count_83,event_count_84,event_count_85,event_count_86,event_count_87,event_count_90,event_count_91,event_count_92,event_count_93,event_count_94,event_count_100,event_count_101,event_count_102,event_count_103,event_count_104,event_count_105,event_count_106,event_count_107,event_count_110,event_count_111,event_count_112,event_count_113,event_count_114,event_count_115,event_count_116,event_count_120,event_count_121,event_count_122,event_count_123,event_count_124,event_count_125,event_count_127,event_count_128,event_count_129,event_count_130,event_count_131,event_count_132,event_count_133,event_count_134,event_count_136,event_count_137,event_count_138,event_count_139,event_count_140,event_count_141,event_count_142,event_count_143,event_count_144,event_count_145,event_count_150,event_count_151,event_count_152,event_count_153,event_count_154,event_count_160,event_count_161,event_count_162,event_count_163,event_count_164,event_count_166,event_count_170,event_count_171,event_count_172,event_count_173,event_count_174,event_count_175,event_count_180,event_count_181,event_count_182,event_count_183,event_count_184,event_count_185,event_count_186,event_count_190,event_count_191,event_count_192,event_count_193,event_count_194,event_count_195,event_count_196,event_count_201,event_count_202,event_count_203
200803,2.393,191,2.0,41,54,49,4.0,5.0,2,1.0,0.0,146,1.0,9.0,4.0,7.0,16,31,2.0,1.0,27,6,0.0,3.0,0.0,2.0,209,1.0,0.0,1.0,359,10.0,290,289,0.0,4.0,238,16,101,0.0,1.0,0.0,0.0,1.0,34,12,23,4.0,0.0,0.0,13,6,2,8,0.0,9.0,35,1.0,0.0,19,46,0.0,0.0,2.0,44,0.0,0.0,0.0,0.0,39,0.0,0.0,0.0,1.0,2.0,0.0,0.0,91,51,50,2.0,2.0,1.0,0.0,136,0.0,0.0,5.0,0.0,21.0,0.0,5.0,0.0,10,9.0,0.0,0.0,0.0,0.0,0.0,5.0,0.0,8.0,87,0.0,0.0,0.0,3.0,4.0,1.0,6.0,0.0,6.0,3.0,4.0,0.0,21.0,8.0,0.0,40.0,3.0,74,122,0.0,9.0,15.0,2.0,7,2.0,0.0,0.0,5.0,83,2.0,5,26,2.0,1.0,0.0,0.0,1.0,1.0
200804,2.395,154,4.0,25,35,71,5.0,11.0,11,3.0,0.0,217,3.0,4.0,9.0,2.0,9,18,0.0,0.0,9,4,0.0,1.0,1.0,5.0,73,0.0,0.0,0.0,80,2.0,151,132,0.0,3.0,94,2,130,0.0,1.0,0.0,0.0,0.0,15,29,13,12.0,4.0,1.0,6,12,5,8,0.0,0.0,36,4.0,0.0,11,53,0.0,0.0,6.0,46,0.0,0.0,0.0,0.0,24,1.0,0.0,0.0,2.0,3.0,0.0,0.0,66,33,67,14.0,8.0,0.0,0.0,81,0.0,0.0,0.0,2.0,2.0,1.0,0.0,3.0,13,6.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,14.0,88,0.0,0.0,0.0,0.0,5.0,3.0,2.0,6.0,5.0,9.0,7.0,2.0,17.0,1.0,0.0,11.0,8.0,74,180,1.0,14.0,15.0,0.0,12,6.0,0.0,1.0,0.0,110,3.0,5,14,0.0,0.0,0.0,0.0,0.0,0.0
200805,2.397,1632,14.0,429,629,248,30.0,26.0,51,46.0,6.0,1370,7.0,32.0,225.0,12.0,73,86,1.0,5.0,307,44,9.0,287.0,3.0,111.0,947,1.0,0.0,0.0,1260,114.0,1558,1424,55.0,10.0,690,198,627,8.0,10.0,0.0,11.0,4.0,47,642,49,26.0,0.0,1.0,685,180,87,558,2.0,35.0,358,85.0,0.0,29,292,0.0,118.0,32.0,193,0.0,0.0,0.0,0.0,220,3.0,0.0,0.0,4.0,11.0,0.0,0.0,252,420,292,8.0,75.0,1.0,0.0,553,0.0,9.0,2.0,46.0,21.0,3.0,11.0,14.0,196,9.0,0.0,4.0,0.0,2.0,2.0,16.0,2.0,27.0,145,3.0,17.0,1.0,19.0,38.0,0.0,14.0,3.0,46.0,66.0,34.0,37.0,65.0,24.0,1.0,25.0,51.0,184,455,24.0,35.0,48.0,4.0,39,2.0,0.0,3.0,11.0,289,17.0,43,58,3.0,7.0,0.0,6.0,0.0,3.0
200806,2.399,377,1.0,58,97,25,7.0,13.0,11,3.0,0.0,231,3.0,2.0,21.0,0.0,24,3,0.0,0.0,63,8,3.0,39.0,0.0,15.0,196,0.0,0.0,0.0,262,3.0,299,288,1.0,2.0,143,13,97,0.0,9.0,0.0,0.0,0.0,35,112,11,2.0,1.0,0.0,106,48,8,100,3.0,5.0,39,11.0,1.0,5,85,0.0,10.0,16.0,35,0.0,1.0,0.0,0.0,44,3.0,0.0,0.0,3.0,10.0,0.0,0.0,51,75,63,5.0,19.0,3.0,0.0,129,0.0,0.0,0.0,0.0,2.0,0.0,1.0,7.0,49,1.0,2.0,0.0,0.0,0.0,0.0,1.0,0.0,12.0,41,0.0,10.0,0.0,1.0,0.0,0.0,4.0,0.0,18.0,12.0,0.0,6.0,2.0,1.0,0.0,7.0,13.0,27,167,7.0,16.0,20.0,1.0,26,1.0,0.0,0.0,1.0,119,5.0,22,32,0.0,0.0,0.0,0.0,0.0,3.0
200807,2.401,248,2.0,30,46,17,5.0,4.0,22,1.0,0.0,175,1.0,5.0,17.0,2.0,18,16,1.0,1.0,12,16,3.0,9.0,0.0,12.0,134,2.0,0.0,0.0,185,6.0,191,171,3.0,7.0,102,25,89,0.0,0.0,1.0,0.0,0.0,46,43,28,3.0,0.0,0.0,37,12,6,17,0.0,4.0,33,6.0,0.0,16,161,0.0,0.0,10.0,28,0.0,1.0,0.0,0.0,38,0.0,0.0,0.0,0.0,5.0,0.0,0.0,116,76,54,5.0,7.0,0.0,0.0,57,0.0,0.0,0.0,6.0,0.0,0.0,1.0,1.0,12,0.0,0.0,0.0,0.0,0.0,0.0,11.0,0.0,1.0,13,0.0,3.0,0.0,0.0,4.0,0.0,5.0,4.0,2.0,5.0,2.0,1.0,18.0,1.0,2.0,9.0,1.0,38,186,0.0,7.0,17.0,1.0,2,11.0,0.0,0.0,7.0,67,3.0,12,32,0.0,0.0,0.0,0.0,0.0,0.0
200808,2.403,181,6.0,24,56,13,5.0,4.0,50,4.0,0.0,127,1.0,2.0,8.0,2.0,12,32,0.0,6.0,22,2,1.0,0.0,0.0,9.0,392,0.0,0.0,0.0,518,12.0,337,306,0.0,7.0,277,22,89,2.0,2.0,0.0,0.0,0.0,7,21,5,1.0,0.0,0.0,20,5,6,18,4.0,5.0,41,3.0,3.0,9,79,0.0,0.0,3.0,16,0.0,0.0,0.0,0.0,46,0.0,0.0,0.0,0.0,5.0,0.0,0.0,27,27,38,2.0,6.0,0.0,0.0,87,0.0,0.0,0.0,2.0,33.0,1.0,2.0,0.0,10,0.0,0.0,11.0,0.0,0.0,0.0,1.0,6.0,18.0,64,13.0,2.0,0.0,3.0,13.0,0.0,10.0,0.0,8.0,7.0,4.0,1.0,12.0,17.0,0.0,31.0,3.0,37,228,4.0,20.0,9.0,0.0,9,4.0,0.0,0.0,2.0,43,1.0,2,24,0.0,0.0,0.0,0.0,0.0,0.0
200809,2.405,197,11.0,43,39,25,2.0,12.0,26,1.0,0.0,96,1.0,3.0,5.0,2.0,34,25,1.0,2.0,23,3,2.0,0.0,0.0,7.0,65,1.0,0.0,0.0,192,2.0,103,101,0.0,2.0,111,16,57,5.0,3.0,0.0,0.0,19.0,23,38,13,1.0,0.0,1.0,7,9,9,12,0.0,1.0,28,2.0,1.0,1,231,1.0,0.0,1.0,45,0.0,0.0,0.0,0.0,34,1.0,0.0,0.0,1.0,14.0,0.0,0.0,35,45,78,0.0,10.0,1.0,0.0,98,0.0,0.0,0.0,6.0,19.0,0.0,5.0,0.0,15,0.0,0.0,5.0,0.0,0.0,0.0,13.0,0.0,14.0,84,26.0,0.0,0.0,1.0,6.0,0.0,4.0,4.0,2.0,8.0,6.0,0.0,7.0,0.0,0.0,27.0,5.0,56,264,2.0,5.0,4.0,4.0,9,17.0,0.0,3.0,7.0,120,12.0,3,15,2.0,2.0,0.0,0.0,0.0,1.0
200810,2.407,91,4.0,19,21,6,2.0,0.0,7,0.0,0.0,111,2.0,0.0,3.0,0.0,14,4,0.0,0.0,24,4,3.0,0.0,0.0,2.0,56,0.0,0.0,1.0,94,4.0,141,137,0.0,2.0,60,18,33,2.0,4.0,0.0,0.0,0.0,43,35,17,2.0,0.0,0.0,3,12,11,9,0.0,3.0,13,3.0,0.0,2,107,3.0,0.0,0.0,23,0.0,1.0,0.0,0.0,23,0.0,0.0,0.0,0.0,0.0,0.0,0.0,21,14,33,1.0,3.0,0.0,0.0,43,0.0,0.0,0.0,0.0,6.0,0.0,6.0,3.0,1,1.0,0.0,0.0,0.0,0.0,0.0,6.0,0.0,1.0,16,0.0,0.0,0.0,0.0,8.0,0.0,0.0,0.0,1.0,0.0,1.0,1.0,11.0,0.0,4.0,4.0,1.0,22,127,0.0,1.0,2.0,2.0,8,0.0,0.0,3.0,0.0,49,2.0,6,1,0.0,0.0,0.0,0.0,0.0,6.0
200811,2.4090000000000003,168,4.0,32,22,8,2.0,4.0,7,0.0,0.0,98,1.0,3.0,2.0,5.0,24,11,0.0,0.0,35,4,0.0,2.0,0.0,1.0,66,0.0,0.0,0.0,206,0.0,169,175,4.0,0.0,91,20,88,0.0,4.0,0.0,0.0,0.0,18,36,27,4.0,0.0,0.0,13,15,1,10,1.0,2.0,24,7.0,3.0,11,69,0.0,0.0,4.0,20,0.0,0.0,0.0,0.0,27,0.0,0.0,0.0,0.0,3.0,0.0,0.0,39,95,36,2.0,35.0,0.0,0.0,38,0.0,0.0,1.0,5.0,8.0,1.0,2.0,0.0,12,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,7.0,81,0.0,0.0,0.0,0.0,1.0,0.0,2.0,6.0,10.0,6.0,3.0,2.0,5.0,4.0,0.0,26.0,0.0,80,676,0.0,7.0,0.0,2.0,10,0.0,0.0,0.0,2.0,45,3.0,6,4,0.0,1.0,0.0,0.0,1.0,0.0
200812,2.411,116,0.0,29,35,10,0.0,1.0,6,0.0,1.0,83,1.0,2.0,3.0,0.0,8,16,0.0,2.0,8,11,0.0,3.0,0.0,4.0,46,2.0,0.0,0.0,84,0.0,108,104,2.0,0.0,46,6,31,0.0,14.0,8.0,0.0,0.0,96,66,23,4.0,0.0,0.0,13,10,1,28,0.0,1.0,24,1.0,0.0,3,78,0.0,0.0,8.0,12,0.0,0.0,0.0,0.0,11,0.0,0.0,0.0,0.0,5.0,0.0,0.0,17,31,28,0.0,0.0,0.0,0.0,33,0.0,0.0,6.0,2.0,2.0,3.0,1.0,0.0,10,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,52,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,5.0,2.0,12.0,0.0,1.0,2.0,0.0,9.0,0.0,24,175,1.0,4.0,5.0,0.0,10,0.0,0.0,0.0,1.0,33,0.0,9,9,5.0,1.0,0.0,0.0,0.0,0.0
