MonthYear,GPI,event_count_10,event_count_11,event_count_12,event_count_13,event_count_14,event_count_15,event_count_16,event_count_17,event_count_18,event_count_19,event_count_20,event_count_21,event_count_22,event_count_23,event_count_24,event_count_25,event_count_26,event_count_27,event_count_28,event_count_30,event_count_31,event_count_32,event_count_33,event_count_34,event_count_35,event_count_36,event_count_37,event_count_38,event_count_39,event_count_40,event_count_41,event_count_42,event_count_43,event_count_44,event_count_45,event_count_46,event_count_50,event_count_51,event_count_52,event_count_53,event_count_54,event_count_55,event_count_56,event_count_57,event_count_60,event_count_61,event_count_62,event_count_63,event_count_64,event_count_70,event_count_71,event_count_72,event_count_73,event_count_74,event_count_75,event_count_80,event_count_81,event_count_82,event_count_83,event_count_84,event_count_85,event_count_86,event_count_87,event_count_90,event_count_91,event_count_92,event_count_93,event_count_94,event_count_100,event_count_101,event_count_102,event_count_103,event_count_104,event_count_105,event_count_106,event_count_107,event_count_110,event_count_111,event_count_112,event_count_113,event_count_114,event_count_115,event_count_116,event_count_120,event_count_121,event_count_122,event_count_123,event_count_124,event_count_125,event_count_126,event_count_127,event_count_128,event_count_129,event_count_130,event_count_131,event_count_132,event_count_133,event_count_134,event_count_135,event_count_136,event_count_137,event_count_138,event_count_139,event_count_140,event_count_141,event_count_142,event_count_143,event_count_144,event_count_145,event_count_150,event_count_151,event_count_152,event_count_153,event_count_154,event_count_160,event_count_161,event_count_162,event_count_163,event_count_164,event_count_165,event_count_166,event_count_170,event_count_171,event_count_172,event_count_173,event_count_174,event_count_175,event_count_180,event_count_181,event_count_182,event_count_183,event_count_184,event_count_185,event_count_186,event_count_190,event_count_191,event_count_192,event_count_193,event_count_194,event_count_195,event_count_196,event_count_201,event_count_202,event_count_203
200803,1.325,1161,52,299,278,132,33,47,52,15,0.0,879,23,19,37,15.0,39,41,3.0,2.0,246,82,8,75,3.0,32,705,12.0,2.0,0.0,712,55,1216,1143,37,26,772,163,534,18,0.0,26.0,21,9.0,271,256,181,12,9.0,1.0,140,212,12,40,11.0,3.0,134,41,1.0,40,152,2.0,0.0,57,359,1.0,2.0,8.0,0.0,103,3.0,0.0,0.0,16.0,7,0.0,0.0,198,253,265,4.0,119,27.0,0.0,443,0.0,6.0,0.0,25,12,0.0,10.0,15,17.0,128,9,0.0,16.0,2.0,0.0,0.0,0.0,12,8.0,7.0,111,0.0,8.0,0.0,13.0,26,1.0,11.0,0.0,18,63,7,2.0,6,3,0.0,4.0,8.0,24,128,472,4,25.0,64,63,193,10.0,0.0,0.0,7,410,0.0,44,187,10,6,0.0,2.0,4.0,3.0
200804,1.325416666666667,1074,38,208,251,99,45,30,70,10,8.0,823,19,58,24,1.0,20,68,5.0,0.0,348,72,19,57,0.0,17,1064,6.0,0.0,0.0,1098,27,1234,1137,55,30,649,298,464,1,2.0,4.0,36,0.0,238,202,194,20,0.0,9.0,117,146,24,56,5.0,0.0,113,25,0.0,26,167,8.0,0.0,55,240,1.0,0.0,4.0,0.0,88,3.0,0.0,3.0,4.0,1,2.0,0.0,204,201,196,2.0,66,10.0,0.0,327,2.0,2.0,0.0,23,31,0.0,2.0,15,10.0,76,7,0.0,21.0,0.0,0.0,0.0,0.0,23,0.0,11.0,113,0.0,2.0,0.0,17.0,16,0.0,1.0,6.0,11,58,16,3.0,46,1,0.0,2.0,15.0,12,102,432,1,11.0,48,82,113,2.0,0.0,0.0,17,330,6.0,21,64,31,25,0.0,0.0,0.0,0.0
200805,1.3258333333333332,1401,25,245,295,199,31,32,110,39,7.0,878,38,67,44,0.0,21,46,4.0,2.0,266,88,17,194,0.0,33,1414,17.0,2.0,2.0,1343,37,1776,1620,185,32,1100,312,649,5,0.0,4.0,21,2.0,293,295,218,27,0.0,2.0,242,222,55,267,9.0,10.0,140,25,2.0,38,160,0.0,4.0,41,240,0.0,0.0,1.0,0.0,148,2.0,0.0,0.0,5.0,2,2.0,0.0,195,198,176,6.0,99,4.0,0.0,323,0.0,3.0,2.0,6,15,0.0,2.0,11,2.0,92,5,0.0,4.0,0.0,0.0,0.0,0.0,23,1.0,5.0,82,0.0,14.0,0.0,2.0,10,2.0,1.0,6.0,29,49,9,5.0,3,9,0.0,4.0,8.0,21,51,431,12,1.0,35,37,81,5.0,0.0,0.0,25,316,7.0,25,78,8,9,0.0,0.0,0.0,0.0
200806,1.32625,1577,62,238,360,187,45,20,93,38,5.0,963,10,40,39,8.0,43,96,3.0,2.0,423,87,23,70,0.0,45,1528,76.0,4.0,6.0,1786,52,1753,1699,197,34,1757,370,661,20,7.0,9.0,75,1.0,314,281,224,10,5.0,3.0,252,198,33,120,13.0,10.0,186,27,5.0,22,221,51.0,12.0,34,336,2.0,0.0,4.0,0.0,150,6.0,1.0,0.0,7.0,21,0.0,3.0,233,329,257,7.0,120,16.0,0.0,283,0.0,7.0,1.0,17,37,0.0,7.0,13,4.0,134,19,0.0,1.0,0.0,0.0,3.0,0.0,52,9.0,23.0,136,0.0,6.0,0.0,49.0,13,10.0,56.0,3.0,36,91,11,1.0,28,29,0.0,4.0,4.0,30,83,477,6,20.0,64,207,73,4.0,0.0,0.0,20,573,23.0,55,87,11,11,0.0,0.0,3.0,0.0
200807,1.3266666666666669,1218,33,276,260,95,31,49,62,19,1.0,860,24,25,28,12.0,38,99,1.0,1.0,515,91,8,109,0.0,29,1046,18.0,0.0,0.0,1997,38,1258,1175,232,44,1311,220,504,16,10.0,3.0,14,6.0,235,220,197,16,1.0,0.0,210,188,30,67,5.0,2.0,157,41,9.0,23,152,8.0,5.0,66,176,6.0,1.0,0.0,3.0,159,13.0,0.0,0.0,5.0,10,0.0,0.0,299,279,214,5.0,108,12.0,0.0,300,0.0,4.0,0.0,38,34,0.0,11.0,12,6.0,145,6,0.0,4.0,3.0,0.0,0.0,0.0,20,2.0,27.0,155,0.0,9.0,1.0,12.0,22,7.0,5.0,13.0,17,64,36,1.0,18,20,0.0,0.0,2.0,21,94,275,12,38.0,28,86,29,30.0,0.0,0.0,6,228,11.0,45,63,11,8,0.0,0.0,6.0,0.0
200808,1.3270833333333334,844,41,159,155,66,33,3,109,33,2.0,519,3,27,13,15.0,29,30,2.0,0.0,162,42,2,66,0.0,23,527,17.0,0.0,1.0,404,16,770,703,18,21,375,132,387,7,4.0,17.0,22,2.0,155,179,146,19,0.0,0.0,123,122,21,65,0.0,3.0,147,11,0.0,22,147,23.0,6.0,33,170,3.0,0.0,0.0,0.0,92,3.0,0.0,0.0,1.0,6,2.0,0.0,120,236,92,1.0,44,9.0,0.0,172,0.0,9.0,0.0,2,11,0.0,3.0,9,6.0,77,1,0.0,12.0,2.0,0.0,1.0,0.0,31,2.0,2.0,46,0.0,0.0,0.0,1.0,6,1.0,0.0,2.0,3,67,20,0.0,10,12,0.0,8.0,1.0,41,66,222,23,0.0,27,136,35,2.0,0.0,0.0,10,234,3.0,25,50,17,19,0.0,0.0,0.0,0.0
200809,1.3275,804,23,228,165,58,11,22,62,16,1.0,490,5,13,21,23.0,12,23,1.0,0.0,233,84,5,41,3.0,17,395,8.0,0.0,0.0,536,20,679,638,7,31,501,147,416,3,0.0,2.0,15,3.0,159,245,173,11,2.0,0.0,174,172,41,72,0.0,1.0,112,7,0.0,188,104,8.0,5.0,57,222,0.0,0.0,0.0,0.0,76,1.0,0.0,0.0,2.0,6,0.0,0.0,112,133,93,0.0,45,7.0,0.0,126,0.0,3.0,0.0,8,12,0.0,7.0,12,1.0,56,1,0.0,4.0,0.0,0.0,0.0,0.0,21,1.0,2.0,39,5.0,4.0,0.0,2.0,6,0.0,3.0,0.0,32,47,7,3.0,16,5,0.0,0.0,2.0,19,113,176,2,5.0,22,50,16,3.0,0.0,0.0,6,260,0.0,29,44,9,15,0.0,0.0,4.0,0.0
200810,1.3279166666666666,1321,41,267,287,187,33,27,89,18,0.0,652,18,7,25,8.0,13,48,7.0,1.0,426,98,4,109,0.0,26,984,18.0,0.0,3.0,1171,69,1027,942,307,46,479,199,558,5,0.0,7.0,12,0.0,233,263,233,8,2.0,0.0,169,326,37,71,2.0,5.0,111,20,1.0,32,131,4.0,2.0,42,207,5.0,0.0,1.0,0.0,100,2.0,0.0,0.0,5.0,1,4.0,2.0,168,196,188,29.0,48,4.0,0.0,290,0.0,2.0,0.0,11,18,0.0,5.0,16,1.0,82,6,0.0,3.0,0.0,0.0,0.0,0.0,16,3.0,3.0,44,0.0,6.0,0.0,2.0,16,5.0,0.0,0.0,16,52,5,13.0,32,7,0.0,0.0,0.0,19,100,300,12,0.0,38,89,28,1.0,0.0,0.0,7,359,2.0,59,75,16,16,0.0,0.0,0.0,0.0
200811,1.3283333333333334,1108,47,253,275,141,24,39,64,17,0.0,670,16,16,29,1.0,21,43,3.0,1.0,275,67,14,70,0.0,17,610,7.0,2.0,0.0,776,66,920,933,8,46,514,170,516,8,0.0,2.0,35,0.0,202,274,186,17,3.0,0.0,142,196,20,56,17.0,3.0,154,10,4.0,16,197,3.0,5.0,54,223,2.0,0.0,0.0,0.0,123,6.0,0.0,2.0,6.0,8,1.0,0.0,229,245,152,4.0,55,0.0,0.0,253,0.0,19.0,0.0,10,20,0.0,1.0,20,3.0,118,4,0.0,2.0,2.0,0.0,0.0,0.0,17,3.0,1.0,37,0.0,3.0,0.0,1.0,18,5.0,9.0,8.0,21,114,8,5.0,9,11,0.0,0.0,2.0,19,108,246,12,3.0,22,70,82,5.0,0.0,0.0,7,390,0.0,34,142,17,4,0.0,0.0,1.0,0.0
200812,1.32875,1102,22,272,225,175,31,14,62,11,0.0,813,6,18,20,7.0,30,45,1.0,1.0,276,61,4,85,0.0,22,572,15.0,0.0,4.0,884,44,945,868,30,58,565,241,457,6,3.0,11.0,12,2.0,295,194,261,10,0.0,14.0,176,223,31,89,8.0,7.0,132,16,0.0,32,126,3.0,2.0,87,235,0.0,0.0,0.0,0.0,111,0.0,0.0,0.0,10.0,11,1.0,0.0,259,193,174,0.0,80,3.0,0.0,328,0.0,8.0,6.0,7,17,0.0,0.0,12,12.0,105,6,0.0,1.0,2.0,0.0,0.0,0.0,34,0.0,16.0,69,0.0,1.0,0.0,2.0,7,0.0,1.0,0.0,45,49,19,18.0,4,41,0.0,2.0,3.0,37,86,268,8,5.0,43,81,58,12.0,0.0,0.0,14,284,4.0,51,78,16,15,0.0,2.0,0.0,0.0
200901,1.3291666666666666,1899,64,360,374,264,31,37,196,36,1.0,1091,5,22,23,11.0,39,55,1.0,3.0,416,173,11,139,3.0,50,1155,0.0,0.0,5.0,1106,111,1598,1406,45,96,927,279,875,14,2.0,7.0,21,4.0,321,434,401,26,1.0,4.0,278,394,9,86,8.0,8.0,234,14,2.0,32,303,2.0,7.0,89,293,5.0,0.0,1.0,0.0,227,5.0,0.0,0.0,11.0,9,0.0,0.0,248,234,306,31.0,62,2.0,3.0,515,5.0,7.0,0.0,14,37,0.0,0.0,17,1.0,187,32,0.0,5.0,4.0,0.0,0.0,0.0,19,5.0,3.0,93,0.0,10.0,0.0,5.0,8,3.0,12.0,3.0,24,126,52,3.0,5,4,0.0,2.0,1.0,49,178,303,10,0.0,42,90,58,17.0,1.0,1.0,20,422,8.0,65,73,14,15,0.0,0.0,0.0,0.0
200902,1.3295833333333331,1785,54,350,407,240,38,24,63,33,3.0,1125,20,19,60,3.0,41,101,6.0,3.0,438,165,10,83,9.0,56,2628,14.0,0.0,7.0,1853,57,2610,2511,49,66,1029,296,787,8,12.0,15.0,29,1.0,487,393,442,21,1.0,2.0,231,365,30,58,7.0,7.0,197,24,0.0,144,217,3.0,2.0,98,363,1.0,0.0,7.0,0.0,199,5.0,0.0,0.0,26.0,20,1.0,2.0,216,251,264,19.0,65,9.0,1.0,453,0.0,9.0,2.0,22,42,0.0,2.0,17,7.0,259,2,0.0,4.0,5.0,0.0,2.0,0.0,37,0.0,10.0,99,0.0,2.0,0.0,12.0,36,1.0,1.0,0.0,31,91,3,10.0,3,11,0.0,0.0,12.0,23,136,377,14,21.0,33,142,62,4.0,0.0,0.0,12,457,2.0,50,102,42,5,0.0,0.0,5.0,0.0
200903,1.33,1782,41,357,386,264,46,27,74,16,4.0,1289,40,88,75,16.0,101,56,7.0,0.0,524,133,17,179,2.0,44,1392,30.0,0.0,4.0,1497,78,1666,1521,94,93,1159,271,799,14,5.0,7.0,16,3.0,337,432,368,50,0.0,1.0,435,562,52,75,11.0,3.0,195,22,0.0,112,196,1.0,14.0,53,375,0.0,0.0,0.0,0.0,210,4.0,0.0,1.0,26.0,4,2.0,0.0,290,278,346,0.0,117,22.0,2.0,475,0.0,3.0,19.0,32,26,0.0,7.0,96,6.0,276,15,0.0,6.0,0.0,0.0,0.0,0.0,73,4.0,2.0,105,0.0,7.0,3.0,0.0,55,0.0,2.0,5.0,56,91,11,7.0,23,14,0.0,0.0,34.0,34,215,553,26,2.0,40,85,27,9.0,0.0,0.0,13,545,5.0,63,307,76,7,0.0,0.0,5.0,0.0
