MonthYear,GPI,event_count_10,event_count_11,event_count_12,event_count_13,event_count_14,event_count_15,event_count_16,event_count_17,event_count_18,event_count_19,event_count_20,event_count_21,event_count_22,event_count_23,event_count_24,event_count_25,event_count_26,event_count_27,event_count_28,event_count_30,event_count_31,event_count_32,event_count_33,event_count_34,event_count_35,event_count_36,event_count_37,event_count_38,event_count_39,event_count_40,event_count_41,event_count_42,event_count_43,event_count_44,event_count_45,event_count_46,event_count_50,event_count_51,event_count_52,event_count_53,event_count_54,event_count_55,event_count_56,event_count_57,event_count_60,event_count_61,event_count_62,event_count_63,event_count_64,event_count_70,event_count_71,event_count_72,event_count_73,event_count_74,event_count_75,event_count_80,event_count_81,event_count_82,event_count_83,event_count_84,event_count_85,event_count_86,event_count_87,event_count_90,event_count_91,event_count_92,event_count_93,event_count_94,event_count_100,event_count_101,event_count_102,event_count_103,event_count_104,event_count_105,event_count_106,event_count_107,event_count_110,event_count_111,event_count_112,event_count_113,event_count_114,event_count_115,event_count_116,event_count_120,event_count_121,event_count_122,event_count_123,event_count_124,event_count_125,event_count_127,event_count_128,event_count_129,event_count_130,event_count_131,event_count_132,event_count_133,event_count_134,event_count_136,event_count_137,event_count_138,event_count_139,event_count_140,event_count_141,event_count_142,event_count_143,event_count_144,event_count_145,event_count_150,event_count_151,event_count_152,event_count_153,event_count_154,event_count_160,event_count_161,event_count_162,event_count_163,event_count_164,event_count_165,event_count_166,event_count_170,event_count_171,event_count_172,event_count_173,event_count_174,event_count_175,event_count_180,event_count_181,event_count_182,event_count_183,event_count_184,event_count_185,event_count_186,event_count_190,event_count_191,event_count_192,event_count_193,event_count_194,event_count_195,event_count_196,event_count_201,event_count_202,event_count_203
200803,2.101,242,7.0,48,72,30,5.0,5,20,0.0,0.0,205,2.0,3.0,16.0,1.0,10.0,14,0.0,0.0,40,5,0.0,5,0.0,14,122,4.0,0.0,0.0,179,11,265,255,0.0,3.0,136,26,133,4.0,0.0,4.0,5.0,0.0,44,28,55,10.0,3.0,0.0,33,29,9.0,24,0.0,3.0,57,10,1.0,23,78,0.0,0.0,3.0,56,1.0,0.0,0.0,0.0,45,6.0,0.0,0.0,2.0,6.0,0.0,0.0,58,35,101,3.0,25,5,0.0,57,0.0,2.0,0.0,2.0,7.0,1.0,4,0.0,46,0.0,0.0,4.0,0.0,0.0,0.0,8.0,1.0,0.0,38,3.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,15.0,4,5.0,0.0,6.0,1.0,0.0,1.0,1.0,6,50,185,2.0,0.0,12,1.0,16,4.0,0.0,0.0,3.0,104,7.0,3,16,6.0,2.0,0.0,0.0,2.0,0.0
200804,2.0989166666666668,260,8.0,52,68,26,0.0,4,17,0.0,0.0,195,0.0,4.0,6.0,0.0,26.0,19,1.0,0.0,47,10,1.0,25,0.0,15,201,3.0,0.0,0.0,145,6,234,222,0.0,1.0,121,20,152,2.0,0.0,0.0,0.0,0.0,72,21,30,3.0,0.0,0.0,22,14,14.0,14,4.0,5.0,72,6,1.0,17,37,0.0,0.0,6.0,42,0.0,0.0,0.0,0.0,34,5.0,0.0,0.0,8.0,7.0,0.0,0.0,83,33,84,0.0,23,19,0.0,60,0.0,0.0,0.0,0.0,8.0,0.0,3,0.0,23,0.0,0.0,0.0,0.0,0.0,0.0,3.0,3.0,7.0,54,0.0,1.0,0.0,8.0,16.0,0.0,7.0,11.0,4.0,12,5.0,0.0,1.0,0.0,0.0,0.0,1.0,10,37,159,5.0,9.0,12,5.0,30,9.0,0.0,0.0,3.0,251,2.0,12,5,3.0,0.0,0.0,0.0,0.0,0.0
200805,2.096833333333333,361,7.0,58,67,29,10.0,18,19,9.0,0.0,217,2.0,2.0,6.0,4.0,7.0,11,0.0,0.0,75,52,0.0,6,0.0,7,104,0.0,0.0,0.0,246,8,284,258,3.0,2.0,198,12,81,1.0,0.0,0.0,0.0,2.0,37,50,19,3.0,0.0,1.0,31,32,1.0,23,1.0,7.0,78,11,1.0,11,37,3.0,1.0,8.0,72,0.0,0.0,0.0,0.0,48,5.0,0.0,0.0,3.0,8.0,0.0,0.0,72,57,166,4.0,25,10,0.0,67,0.0,0.0,0.0,2.0,15.0,0.0,1,2.0,23,2.0,0.0,4.0,0.0,0.0,0.0,12.0,0.0,1.0,19,3.0,5.0,0.0,12.0,4.0,0.0,2.0,4.0,5.0,10,2.0,0.0,10.0,2.0,0.0,0.0,11.0,12,50,314,13.0,1.0,22,1.0,9,6.0,0.0,0.0,9.0,161,6.0,11,15,20.0,0.0,0.0,0.0,0.0,0.0
200806,2.09475,318,9.0,61,99,29,5.0,21,16,7.0,0.0,203,5.0,3.0,8.0,4.0,6.0,10,0.0,0.0,34,19,0.0,11,0.0,22,143,4.0,0.0,0.0,102,20,226,203,60.0,3.0,141,47,100,3.0,0.0,1.0,0.0,1.0,49,29,18,12.0,0.0,5.0,10,32,4.0,26,0.0,1.0,34,12,7.0,44,221,0.0,0.0,7.0,69,0.0,0.0,0.0,0.0,51,8.0,0.0,0.0,7.0,11.0,2.0,0.0,59,43,164,2.0,12,5,0.0,85,0.0,1.0,0.0,1.0,3.0,0.0,2,0.0,32,1.0,0.0,1.0,0.0,0.0,0.0,9.0,0.0,2.0,9,0.0,1.0,2.0,1.0,5.0,0.0,3.0,1.0,1.0,7,0.0,1.0,3.0,0.0,0.0,1.0,17.0,13,26,297,2.0,0.0,7,1.0,31,6.0,0.0,0.0,4.0,165,1.0,20,23,5.0,0.0,0.0,0.0,0.0,0.0
200807,2.0926666666666667,334,1.0,47,74,24,0.0,9,14,6.0,0.0,194,4.0,2.0,5.0,0.0,0.0,24,0.0,0.0,53,7,0.0,9,0.0,11,109,1.0,0.0,0.0,234,6,242,240,5.0,1.0,129,27,100,2.0,0.0,0.0,0.0,0.0,37,50,27,0.0,2.0,1.0,31,18,9.0,20,0.0,11.0,50,23,0.0,11,117,0.0,0.0,2.0,57,0.0,0.0,0.0,0.0,33,3.0,0.0,0.0,6.0,4.0,1.0,0.0,54,39,93,0.0,21,10,0.0,52,0.0,4.0,0.0,4.0,3.0,0.0,5,0.0,31,1.0,3.0,1.0,3.0,0.0,0.0,0.0,1.0,4.0,26,0.0,9.0,0.0,0.0,20.0,1.0,8.0,2.0,2.0,16,1.0,0.0,5.0,2.0,0.0,0.0,2.0,14,42,145,7.0,0.0,19,0.0,18,9.0,0.0,0.0,2.0,170,0.0,9,107,5.0,2.0,0.0,0.0,0.0,1.0
200808,2.090583333333333,312,4.0,73,71,45,4.0,7,11,3.0,0.0,174,3.0,5.0,9.0,5.0,6.0,13,1.0,0.0,16,17,0.0,15,1.0,8,136,0.0,0.0,0.0,152,2,232,251,5.0,0.0,112,27,90,8.0,3.0,0.0,0.0,2.0,39,34,31,2.0,9.0,6.0,21,27,4.0,22,0.0,4.0,30,31,1.0,24,108,2.0,0.0,4.0,52,0.0,0.0,0.0,0.0,31,11.0,0.0,0.0,2.0,10.0,1.0,0.0,84,26,83,3.0,17,15,0.0,73,1.0,1.0,1.0,11.0,1.0,0.0,5,0.0,23,5.0,0.0,0.0,0.0,0.0,0.0,0.0,7.0,9.0,32,0.0,4.0,1.0,5.0,9.0,2.0,2.0,8.0,7.0,8,2.0,2.0,4.0,3.0,0.0,3.0,3.0,18,38,156,22.0,9.0,22,6.0,24,5.0,0.0,0.0,14.0,104,3.0,13,43,3.0,0.0,0.0,0.0,0.0,0.0
200809,2.0885,216,5.0,31,41,12,3.0,6,10,0.0,0.0,146,1.0,0.0,4.0,0.0,3.0,14,0.0,0.0,38,2,4.0,4,0.0,1,119,0.0,0.0,0.0,154,11,183,172,2.0,3.0,152,14,90,1.0,0.0,2.0,0.0,0.0,18,35,154,2.0,0.0,3.0,12,17,5.0,25,0.0,5.0,36,14,3.0,12,163,0.0,1.0,6.0,40,0.0,0.0,0.0,0.0,17,3.0,0.0,0.0,8.0,15.0,0.0,0.0,39,31,72,0.0,8,7,0.0,38,0.0,0.0,0.0,8.0,1.0,0.0,21,0.0,13,0.0,0.0,1.0,0.0,0.0,0.0,11.0,2.0,1.0,17,0.0,6.0,0.0,1.0,4.0,1.0,1.0,3.0,6.0,1,2.0,0.0,4.0,0.0,0.0,5.0,4.0,1,50,136,2.0,0.0,12,0.0,11,3.0,0.0,0.0,1.0,47,0.0,12,8,3.0,0.0,1.0,0.0,0.0,7.0
200810,2.0864166666666666,266,4.0,64,61,36,13.0,9,16,2.0,0.0,208,4.0,0.0,6.0,0.0,5.0,12,6.0,0.0,19,4,0.0,13,0.0,3,149,15.0,0.0,0.0,156,10,247,213,2.0,4.0,149,16,76,1.0,0.0,4.0,3.0,0.0,80,27,91,1.0,0.0,1.0,13,30,16.0,22,3.0,3.0,45,6,0.0,4,48,0.0,1.0,13.0,60,0.0,0.0,0.0,0.0,59,3.0,0.0,0.0,4.0,3.0,0.0,0.0,69,80,105,0.0,8,6,0.0,77,0.0,1.0,0.0,0.0,3.0,0.0,1,0.0,27,1.0,0.0,1.0,0.0,0.0,0.0,8.0,1.0,0.0,11,0.0,1.0,1.0,5.0,0.0,3.0,2.0,2.0,11.0,7,2.0,0.0,3.0,2.0,0.0,3.0,0.0,10,50,139,3.0,6.0,18,26.0,25,12.0,0.0,2.0,17.0,272,0.0,15,35,8.0,0.0,0.0,0.0,0.0,19.0
200811,2.0843333333333334,317,4.0,68,102,25,5.0,16,7,5.0,0.0,195,2.0,3.0,10.0,4.0,4.0,19,1.0,1.0,43,22,0.0,16,0.0,7,194,21.0,0.0,0.0,338,10,278,263,42.0,2.0,235,26,128,9.0,2.0,0.0,5.0,0.0,19,45,29,8.0,2.0,3.0,35,14,10.0,20,13.0,3.0,59,16,2.0,19,92,0.0,1.0,24.0,64,0.0,0.0,0.0,0.0,78,1.0,0.0,0.0,6.0,4.0,2.0,0.0,92,54,73,1.0,19,8,0.0,90,0.0,2.0,0.0,2.0,0.0,11.0,2,0.0,32,10.0,1.0,10.0,0.0,0.0,0.0,9.0,4.0,7.0,53,1.0,8.0,1.0,0.0,1.0,2.0,8.0,9.0,39.0,11,5.0,0.0,7.0,11.0,0.0,2.0,7.0,11,55,150,6.0,0.0,8,19.0,12,6.0,0.0,0.0,0.0,119,10.0,9,27,5.0,0.0,1.0,0.0,0.0,0.0
200812,2.08225,661,12.0,88,187,180,19.0,7,30,4.0,0.0,327,9.0,7.0,2.0,8.0,14.0,17,8.0,0.0,110,10,6.0,29,1.0,19,225,5.0,0.0,0.0,168,18,497,489,1.0,1.0,129,22,485,10.0,3.0,0.0,1.0,1.0,71,107,41,16.0,2.0,0.0,48,39,15.0,34,2.0,1.0,74,15,5.0,55,181,0.0,0.0,28.0,136,0.0,0.0,1.0,0.0,115,12.0,0.0,0.0,12.0,12.0,0.0,0.0,229,74,178,0.0,67,6,0.0,151,0.0,1.0,0.0,2.0,5.0,0.0,9,1.0,91,0.0,0.0,8.0,0.0,0.0,1.0,28.0,0.0,1.0,65,1.0,8.0,0.0,2.0,17.0,3.0,6.0,75.0,55.0,13,1.0,3.0,7.0,4.0,0.0,0.0,9.0,25,62,431,1.0,5.0,38,10.0,82,6.0,0.0,4.0,75.0,406,7.0,18,51,17.0,5.0,0.0,0.0,0.0,5.0
