MonthYear,GPI,event_count_10,event_count_11,event_count_12,event_count_13,event_count_14,event_count_15,event_count_16,event_count_17,event_count_18,event_count_19,event_count_20,event_count_21,event_count_22,event_count_23,event_count_24,event_count_25,event_count_26,event_count_27,event_count_28,event_count_30,event_count_31,event_count_32,event_count_33,event_count_34,event_count_35,event_count_36,event_count_37,event_count_38,event_count_39,event_count_40,event_count_41,event_count_42,event_count_43,event_count_44,event_count_45,event_count_46,event_count_50,event_count_51,event_count_52,event_count_53,event_count_54,event_count_55,event_count_56,event_count_57,event_count_60,event_count_61,event_count_62,event_count_63,event_count_64,event_count_70,event_count_71,event_count_72,event_count_73,event_count_74,event_count_75,event_count_80,event_count_81,event_count_82,event_count_83,event_count_84,event_count_85,event_count_86,event_count_87,event_count_90,event_count_91,event_count_92,event_count_93,event_count_94,event_count_100,event_count_101,event_count_102,event_count_103,event_count_104,event_count_105,event_count_106,event_count_107,event_count_110,event_count_111,event_count_112,event_count_113,event_count_114,event_count_115,event_count_116,event_count_120,event_count_121,event_count_122,event_count_123,event_count_124,event_count_125,event_count_126,event_count_127,event_count_128,event_count_129,event_count_130,event_count_131,event_count_132,event_count_133,event_count_134,event_count_135,event_count_136,event_count_137,event_count_138,event_count_139,event_count_140,event_count_141,event_count_142,event_count_143,event_count_144,event_count_145,event_count_150,event_count_151,event_count_152,event_count_153,event_count_154,event_count_160,event_count_161,event_count_162,event_count_163,event_count_164,event_count_165,event_count_166,event_count_170,event_count_171,event_count_172,event_count_173,event_count_174,event_count_175,event_count_180,event_count_181,event_count_182,event_count_183,event_count_184,event_count_185,event_count_186,event_count_190,event_count_191,event_count_192,event_count_193,event_count_194,event_count_195,event_count_196,event_count_201,event_count_202,event_count_203
200803,3.35,1630,27,291,412,121,86,92,54,18,0.0,820,9,12,59,7.0,32,31,2,4.0,214,42,13,121,1.0,16,576,6.0,30.0,1.0,1041,105,1304,1275,19,5,722,212,832,7,1.0,9.0,17,0.0,96,346,34,50,0.0,6,341,162,318,121,16.0,3,171,17,1.0,25,256,7.0,59.0,167,177,2.0,1.0,9.0,0.0,235,4,0.0,0.0,3.0,34,2.0,0.0,332,366,515,11.0,64,1.0,0.0,372,3.0,22.0,0.0,10,26,0.0,1.0,11,22.0,232,3.0,0.0,5.0,0.0,0.0,0.0,0.0,99,2.0,18.0,222,5.0,13.0,5.0,50.0,40,21.0,7.0,16.0,167,77,17,5.0,17,8,0.0,1.0,1.0,35,79,597,28.0,10.0,269,78,109,349,0.0,0.0,19,2777,16.0,79,264,148,65,0.0,0.0,0.0,0.0
200804,3.3563333333333336,2067,46,376,462,134,210,66,91,52,4.0,868,11,13,90,2.0,15,70,4,11.0,329,81,13,106,1.0,45,732,11.0,10.0,0.0,1256,120,1366,1293,11,40,1024,208,831,17,8.0,14.0,53,1.0,137,313,60,64,0.0,19,330,139,415,152,9.0,1,195,6,0.0,43,334,0.0,148.0,125,432,2.0,0.0,0.0,0.0,198,11,1.0,4.0,2.0,22,0.0,0.0,301,476,683,4.0,94,2.0,0.0,324,1.0,18.0,0.0,15,18,0.0,2.0,20,7.0,243,6.0,0.0,2.0,0.0,0.0,0.0,0.0,94,12.0,5.0,61,0.0,6.0,3.0,17.0,54,20.0,6.0,8.0,185,96,16,2.0,15,5,0.0,1.0,5.0,65,184,695,16.0,1.0,299,246,131,395,0.0,14.0,45,3807,36.0,136,427,209,130,0.0,0.0,8.0,0.0
200805,3.3626666666666667,1898,40,367,436,99,123,64,53,35,10.0,718,10,7,36,5.0,28,45,7,11.0,279,65,2,61,0.0,30,430,6.0,1.0,0.0,895,38,1157,1063,4,12,797,257,519,21,3.0,4.0,28,2.0,151,385,47,64,0.0,4,201,172,165,125,3.0,11,173,9,0.0,23,521,1.0,34.0,92,256,5.0,0.0,0.0,0.0,199,9,1.0,1.0,6.0,19,0.0,0.0,242,399,613,4.0,65,1.0,0.0,246,0.0,13.0,1.0,8,30,0.0,2.0,16,18.0,166,13.0,0.0,0.0,0.0,0.0,0.0,0.0,99,6.0,5.0,147,25.0,25.0,6.0,3.0,28,9.0,1.0,4.0,121,72,17,0.0,17,12,0.0,3.0,2.0,37,113,724,38.0,8.0,202,226,114,411,0.0,8.0,44,3235,24.0,175,507,217,92,0.0,3.0,0.0,0.0
200806,3.3689999999999998,2447,32,465,434,115,141,70,87,86,2.0,947,14,28,92,2.0,36,98,8,0.0,277,60,27,204,0.0,33,810,1.0,31.0,0.0,1096,44,1752,1583,43,9,926,305,949,20,5.0,4.0,5,3.0,80,496,46,109,0.0,2,546,200,454,149,15.0,27,287,12,0.0,44,584,1.0,148.0,148,411,6.0,2.0,0.0,0.0,264,2,4.0,0.0,8.0,18,5.0,0.0,298,515,893,5.0,112,2.0,0.0,279,0.0,22.0,1.0,10,11,0.0,6.0,16,2.0,365,7.0,0.0,1.0,1.0,0.0,0.0,0.0,313,2.0,8.0,81,2.0,15.0,5.0,8.0,44,24.0,10.0,14.0,240,104,13,2.0,7,25,0.0,11.0,9.0,71,94,766,37.0,9.0,474,206,162,264,0.0,28.0,85,5002,15.0,382,518,342,392,0.0,0.0,2.0,0.0
200807,3.3753333333333333,2820,80,564,533,160,163,232,71,112,3.0,1348,26,16,84,9.0,47,59,7,0.0,268,41,7,159,2.0,66,988,9.0,29.0,2.0,1813,92,2454,2262,83,16,1124,242,1054,11,9.0,15.0,14,1.0,137,515,71,77,5.0,4,345,142,371,196,9.0,23,226,6,0.0,36,376,5.0,84.0,196,601,3.0,1.0,1.0,1.0,351,81,1.0,0.0,12.0,23,0.0,1.0,373,796,1462,1.0,104,1.0,0.0,452,0.0,23.0,3.0,19,27,0.0,1.0,60,5.0,323,4.0,0.0,1.0,2.0,0.0,0.0,0.0,264,11.0,8.0,92,19.0,9.0,6.0,3.0,32,48.0,10.0,6.0,226,73,47,9.0,7,30,0.0,9.0,8.0,66,178,736,34.0,9.0,487,264,191,554,0.0,6.0,89,6059,14.0,312,672,341,422,2.0,0.0,0.0,0.0
200808,3.381666666666667,2221,49,335,416,134,137,81,125,81,2.0,798,21,27,57,2.0,26,34,8,4.0,232,52,7,117,4.0,45,476,5.0,15.0,0.0,951,43,1446,1327,14,13,816,235,883,6,6.0,17.0,5,4.0,132,433,57,68,1.0,3,324,121,322,70,0.0,3,193,12,5.0,39,341,1.0,58.0,152,570,1.0,1.0,0.0,0.0,308,76,0.0,0.0,7.0,16,2.0,0.0,285,586,1002,2.0,83,0.0,0.0,242,1.0,10.0,0.0,11,15,0.0,0.0,20,0.0,239,4.0,0.0,5.0,4.0,0.0,1.0,0.0,179,6.0,4.0,97,2.0,29.0,10.0,10.0,47,19.0,3.0,26.0,133,88,20,23.0,6,10,0.0,12.0,6.0,68,143,727,31.0,5.0,645,289,209,411,0.0,7.0,31,5558,28.0,99,519,229,397,2.0,5.0,2.0,2.0
200809,3.388,2207,54,328,523,112,132,98,132,79,2.0,990,33,22,63,3.0,42,27,26,1.0,290,33,11,143,2.0,40,571,3.0,20.0,1.0,1086,129,1338,1229,12,19,852,151,801,13,2.0,5.0,25,0.0,74,356,37,58,0.0,2,274,138,337,121,8.0,12,288,14,2.0,45,480,0.0,72.0,296,401,0.0,0.0,0.0,0.0,209,9,0.0,0.0,7.0,19,0.0,0.0,338,504,818,2.0,97,2.0,0.0,299,2.0,34.0,0.0,12,5,0.0,5.0,5,2.0,307,2.0,0.0,0.0,5.0,0.0,1.0,0.0,188,8.0,2.0,65,0.0,4.0,0.0,10.0,53,25.0,4.0,4.0,149,118,8,19.0,2,5,0.0,11.0,1.0,26,99,569,10.0,0.0,412,291,93,313,0.0,1.0,88,4417,31.0,196,554,226,310,3.0,0.0,4.0,1.0
200810,3.394333333333333,2626,56,452,771,131,267,148,29,44,3.0,1238,17,31,99,0.0,59,100,12,3.0,319,40,14,88,0.0,48,663,18.0,12.0,1.0,1469,103,1446,1355,20,72,1409,521,983,17,1.0,3.0,5,5.0,76,429,26,79,11.0,3,298,212,334,274,11.0,31,265,46,3.0,14,343,0.0,76.0,247,330,2.0,1.0,0.0,0.0,345,10,0.0,0.0,7.0,11,4.0,0.0,300,474,937,7.0,75,1.0,0.0,412,2.0,17.0,0.0,9,60,0.0,1.0,9,7.0,254,3.0,0.0,1.0,0.0,0.0,2.0,0.0,111,3.0,3.0,107,13.0,4.0,3.0,4.0,30,30.0,1.0,0.0,186,83,35,0.0,12,18,0.0,28.0,29.0,49,133,803,46.0,15.0,305,244,157,311,1.0,0.0,42,4389,10.0,203,726,265,471,0.0,0.0,20.0,0.0
200811,3.400666666666667,2188,41,370,484,174,146,77,92,73,4.0,1160,12,34,98,6.0,64,54,10,0.0,291,32,7,107,0.0,45,713,5.0,20.0,0.0,1300,108,1489,1383,27,21,942,392,911,9,3.0,7.0,28,3.0,100,393,40,82,5.0,13,315,128,416,201,13.0,22,192,7,3.0,29,747,5.0,140.0,229,344,4.0,0.0,0.0,0.0,299,12,0.0,2.0,14.0,18,4.0,1.0,342,546,769,10.0,125,2.0,0.0,431,0.0,16.0,2.0,57,29,0.0,6.0,13,8.0,249,21.0,0.0,2.0,2.0,0.0,0.0,0.0,168,5.0,0.0,68,3.0,9.0,8.0,31.0,22,13.0,7.0,8.0,182,110,23,5.0,4,9,0.0,6.0,6.0,87,150,792,19.0,7.0,340,562,144,395,0.0,6.0,69,4234,53.0,118,525,284,294,0.0,0.0,8.0,2.0
200812,3.407,2244,39,442,509,162,209,99,100,78,4.0,1203,48,43,120,3.0,43,96,4,0.0,306,52,10,130,0.0,34,749,1.0,23.0,0.0,1370,70,1999,1881,42,74,823,328,871,8,0.0,9.0,7,2.0,281,561,32,72,8.0,3,268,130,543,182,17.0,4,178,11,7.0,48,333,15.0,185.0,295,424,5.0,8.0,0.0,4.0,379,10,1.0,0.0,9.0,21,0.0,0.0,325,420,717,4.0,69,0.0,0.0,381,0.0,15.0,0.0,9,25,0.0,2.0,10,5.0,360,7.0,0.0,7.0,1.0,0.0,0.0,0.0,133,5.0,1.0,71,5.0,24.0,5.0,15.0,34,0.0,6.0,4.0,396,135,23,14.0,20,25,0.0,5.0,16.0,76,180,616,30.0,3.0,233,134,158,426,1.0,6.0,32,4235,17.0,133,407,267,111,0.0,0.0,11.0,3.0
