MonthYear,GPI,event_count_10,event_count_11,event_count_12,event_count_13,event_count_14,event_count_15,event_count_16,event_count_17,event_count_18,event_count_19,event_count_20,event_count_21,event_count_22,event_count_23,event_count_24,event_count_25,event_count_26,event_count_27,event_count_28,event_count_30,event_count_31,event_count_32,event_count_33,event_count_34,event_count_35,event_count_36,event_count_37,event_count_38,event_count_39,event_count_40,event_count_41,event_count_42,event_count_43,event_count_44,event_count_45,event_count_46,event_count_50,event_count_51,event_count_52,event_count_53,event_count_54,event_count_55,event_count_56,event_count_57,event_count_60,event_count_61,event_count_62,event_count_63,event_count_64,event_count_70,event_count_71,event_count_72,event_count_73,event_count_74,event_count_75,event_count_80,event_count_81,event_count_82,event_count_83,event_count_84,event_count_85,event_count_86,event_count_87,event_count_90,event_count_91,event_count_92,event_count_93,event_count_94,event_count_100,event_count_101,event_count_102,event_count_103,event_count_104,event_count_105,event_count_106,event_count_107,event_count_110,event_count_111,event_count_112,event_count_113,event_count_114,event_count_115,event_count_116,event_count_120,event_count_121,event_count_122,event_count_123,event_count_124,event_count_125,event_count_127,event_count_128,event_count_129,event_count_130,event_count_131,event_count_132,event_count_133,event_count_134,event_count_136,event_count_137,event_count_138,event_count_139,event_count_140,event_count_141,event_count_142,event_count_143,event_count_144,event_count_145,event_count_150,event_count_151,event_count_152,event_count_153,event_count_154,event_count_160,event_count_161,event_count_162,event_count_163,event_count_164,event_count_166,event_count_170,event_count_171,event_count_172,event_count_173,event_count_174,event_count_175,event_count_180,event_count_181,event_count_182,event_count_183,event_count_185,event_count_186,event_count_190,event_count_191,event_count_192,event_count_193,event_count_194,event_count_195,event_count_196,event_count_201,event_count_202,event_count_203
200803,2.53,453,15.0,90,107,30,10.0,14,22.0,1.0,0.0,336,11.0,1,22,0.0,6.0,15,4.0,0.0,141,26,13.0,11,0.0,20,277,6.0,0.0,0.0,230,8.0,530,517,3.0,9.0,186,59,189,1.0,1.0,0.0,7.0,13.0,368,63,47,8.0,0.0,0.0,52,75,20,13.0,0.0,4.0,68,16,0.0,1,66,0.0,1.0,24,90,3.0,0.0,0.0,6.0,61,5.0,2.0,0.0,1.0,5.0,2.0,0.0,75,62,157,3.0,30,3.0,0.0,105,0.0,0.0,0.0,5.0,22.0,1.0,4.0,0.0,32,0.0,0.0,2.0,1.0,0.0,0.0,8.0,4.0,3.0,6,0.0,7.0,2.0,1.0,2.0,0.0,3.0,0.0,8,22,2.0,1.0,2.0,10.0,0.0,1.0,4,23,211,4,4.0,22,34,17,2.0,0.0,2.0,191,13.0,33.0,29,0.0,3.0,0.0,1.0,0.0,1.0
200804,2.5203333333333333,471,4.0,101,123,40,4.0,19,25.0,8.0,0.0,292,12.0,8,17,0.0,11.0,22,5.0,3.0,86,15,5.0,15,0.0,3,212,4.0,0.0,0.0,251,5.0,445,421,3.0,13.0,188,75,137,1.0,1.0,1.0,6.0,10.0,362,40,29,5.0,0.0,0.0,50,77,13,17.0,1.0,4.0,56,15,0.0,21,56,0.0,0.0,10,156,2.0,0.0,0.0,6.0,81,16.0,0.0,0.0,5.0,0.0,0.0,0.0,55,58,172,1.0,35,0.0,0.0,117,0.0,0.0,0.0,10.0,11.0,8.0,18.0,0.0,60,4.0,0.0,1.0,0.0,0.0,0.0,32.0,0.0,1.0,30,0.0,7.0,0.0,6.0,3.0,0.0,0.0,0.0,14,16,0.0,3.0,2.0,20.0,0.0,14.0,22,16,185,5,10.0,12,46,38,2.0,0.0,1.0,252,0.0,13.0,25,0.0,1.0,0.0,0.0,5.0,0.0
200805,2.5106666666666664,421,5.0,90,105,26,13.0,18,14.0,5.0,2.0,308,9.0,16,18,2.0,20.0,22,7.0,4.0,84,10,2.0,15,0.0,12,146,18.0,0.0,0.0,241,11.0,404,391,7.0,5.0,160,30,162,2.0,3.0,1.0,0.0,2.0,130,55,44,6.0,0.0,2.0,67,73,15,24.0,2.0,5.0,55,2,0.0,5,71,0.0,0.0,28,40,2.0,0.0,0.0,0.0,62,4.0,0.0,0.0,6.0,4.0,0.0,0.0,66,47,161,1.0,30,1.0,0.0,80,0.0,0.0,0.0,2.0,8.0,6.0,6.0,0.0,48,4.0,0.0,3.0,1.0,0.0,0.0,13.0,0.0,0.0,22,0.0,1.0,0.0,7.0,1.0,0.0,3.0,1.0,20,9,4.0,0.0,1.0,4.0,0.0,6.0,14,21,159,5,11.0,17,43,26,2.0,0.0,6.0,157,6.0,26.0,20,0.0,2.0,0.0,0.0,4.0,0.0
200806,2.501,563,4.0,102,82,29,9.0,16,15.0,5.0,2.0,372,11.0,8,22,1.0,16.0,27,12.0,2.0,84,27,15.0,25,0.0,16,155,5.0,0.0,0.0,317,22.0,309,310,15.0,6.0,217,48,234,4.0,2.0,2.0,6.0,5.0,120,49,51,0.0,0.0,3.0,79,81,12,8.0,4.0,0.0,64,8,2.0,6,70,0.0,2.0,5,63,1.0,0.0,1.0,18.0,86,0.0,0.0,0.0,2.0,2.0,0.0,0.0,120,66,168,3.0,45,0.0,0.0,139,0.0,0.0,0.0,10.0,18.0,7.0,12.0,3.0,68,5.0,0.0,1.0,1.0,0.0,0.0,24.0,0.0,6.0,51,0.0,1.0,0.0,10.0,3.0,1.0,0.0,2.0,21,19,1.0,0.0,2.0,27.0,0.0,2.0,15,27,203,4,6.0,44,57,46,0.0,0.0,6.0,293,7.0,29.0,28,0.0,1.0,0.0,0.0,0.0,0.0
200807,2.4913333333333334,572,10.0,86,123,37,8.0,43,13.0,9.0,0.0,414,13.0,12,47,10.0,12.0,37,3.0,0.0,103,23,5.0,9,0.0,9,196,6.0,0.0,0.0,336,10.0,446,420,11.0,23.0,195,62,243,5.0,0.0,1.0,12.0,9.0,196,64,31,2.0,0.0,1.0,64,90,22,26.0,3.0,2.0,72,16,0.0,10,143,0.0,3.0,22,121,0.0,0.0,0.0,1.0,96,2.0,0.0,1.0,4.0,17.0,2.0,0.0,96,103,213,0.0,36,1.0,0.0,158,0.0,0.0,0.0,4.0,29.0,3.0,10.0,0.0,81,3.0,0.0,3.0,0.0,0.0,0.0,23.0,1.0,0.0,22,4.0,2.0,0.0,3.0,4.0,0.0,0.0,3.0,1,16,7.0,1.0,0.0,10.0,3.0,10.0,29,43,277,12,0.0,39,30,50,0.0,0.0,0.0,203,7.0,12.0,32,1.0,0.0,0.0,0.0,0.0,0.0
200808,2.4816666666666665,463,18.0,84,105,23,18.0,27,3.0,0.0,0.0,265,12.0,6,20,3.0,6.0,19,4.0,9.0,61,15,12.0,11,0.0,5,198,0.0,0.0,0.0,279,17.0,324,298,2.0,24.0,187,36,173,1.0,1.0,2.0,1.0,11.0,104,53,33,2.0,0.0,0.0,50,79,9,24.0,7.0,2.0,38,13,0.0,16,72,0.0,0.0,14,111,0.0,0.0,0.0,3.0,51,13.0,0.0,0.0,5.0,2.0,0.0,0.0,83,84,187,0.0,51,6.0,0.0,90,0.0,0.0,1.0,2.0,19.0,4.0,9.0,0.0,77,1.0,0.0,0.0,0.0,0.0,0.0,6.0,3.0,0.0,8,0.0,1.0,0.0,3.0,3.0,0.0,2.0,9.0,3,20,11.0,0.0,10.0,6.0,1.0,0.0,3,44,222,3,3.0,9,14,44,0.0,0.0,3.0,197,8.0,4.0,39,1.0,0.0,0.0,0.0,0.0,0.0
200809,2.472,294,5.0,57,56,17,0.0,25,17.0,0.0,0.0,253,1.0,6,12,0.0,5.0,12,4.0,2.0,49,14,10.0,15,0.0,1,107,3.0,0.0,0.0,200,8.0,328,323,2.0,8.0,81,35,182,0.0,2.0,0.0,3.0,2.0,141,45,17,2.0,0.0,0.0,48,62,15,15.0,7.0,1.0,37,4,1.0,11,35,0.0,1.0,9,46,3.0,0.0,0.0,2.0,70,0.0,0.0,2.0,0.0,9.0,0.0,0.0,42,53,145,0.0,19,0.0,0.0,67,0.0,2.0,0.0,6.0,1.0,1.0,2.0,3.0,24,0.0,0.0,0.0,0.0,0.0,0.0,9.0,1.0,0.0,31,0.0,0.0,0.0,2.0,1.0,0.0,3.0,3.0,16,17,0.0,8.0,4.0,4.0,2.0,4.0,9,51,111,3,0.0,25,30,7,1.0,0.0,7.0,199,4.0,5.0,28,2.0,3.0,0.0,0.0,1.0,1.0
200810,2.462333333333333,533,5.0,129,101,42,6.0,17,38.0,1.0,4.0,413,18.0,15,43,1.0,21.0,25,2.0,1.0,98,32,0.0,23,0.0,9,164,1.0,0.0,1.0,355,25.0,483,464,3.0,5.0,165,67,326,3.0,1.0,0.0,2.0,0.0,86,92,61,8.0,0.0,0.0,79,102,12,27.0,7.0,4.0,82,6,0.0,8,51,0.0,4.0,33,131,10.0,0.0,0.0,0.0,72,15.0,0.0,0.0,4.0,2.0,0.0,0.0,76,77,220,2.0,33,0.0,0.0,110,0.0,3.0,1.0,1.0,12.0,11.0,9.0,1.0,74,2.0,0.0,1.0,0.0,0.0,0.0,43.0,0.0,4.0,19,0.0,1.0,2.0,6.0,11.0,3.0,1.0,5.0,16,17,2.0,4.0,2.0,1.0,0.0,0.0,4,64,205,5,0.0,23,44,65,4.0,0.0,2.0,339,4.0,42.0,32,2.0,11.0,0.0,0.0,0.0,0.0
200811,2.4526666666666666,570,3.0,102,99,39,10.0,26,5.0,3.0,0.0,367,14.0,13,41,4.0,16.0,31,10.0,0.0,91,28,4.0,36,0.0,18,237,7.0,4.0,0.0,384,19.0,522,507,5.0,8.0,204,47,217,1.0,7.0,0.0,3.0,4.0,193,82,20,22.0,6.0,4.0,83,93,19,92.0,21.0,20.0,132,18,1.0,14,63,0.0,18.0,59,87,0.0,0.0,1.0,3.0,67,3.0,0.0,0.0,2.0,1.0,6.0,0.0,62,98,207,0.0,39,0.0,0.0,89,0.0,0.0,0.0,0.0,3.0,10.0,12.0,0.0,78,1.0,0.0,1.0,0.0,0.0,4.0,28.0,6.0,5.0,18,0.0,0.0,0.0,11.0,1.0,1.0,1.0,10.0,7,7,5.0,4.0,6.0,25.0,0.0,4.0,13,17,191,21,2.0,35,52,30,1.0,1.0,6.0,399,6.0,114.0,34,4.0,3.0,4.0,0.0,15.0,0.0
200812,2.443,671,3.0,143,160,33,11.0,28,10.0,6.0,0.0,439,10.0,13,45,5.0,14.0,12,14.0,4.0,151,42,4.0,36,1.0,19,136,12.0,4.0,0.0,260,51.0,423,414,15.0,15.0,263,127,318,7.0,3.0,0.0,1.0,17.0,244,105,37,29.0,5.0,1.0,77,96,46,54.0,4.0,4.0,145,21,3.0,8,77,0.0,6.0,73,119,0.0,0.0,0.0,0.0,114,4.0,0.0,0.0,2.0,12.0,4.0,0.0,134,235,311,3.0,37,1.0,0.0,160,0.0,0.0,0.0,1.0,23.0,25.0,10.0,0.0,115,0.0,2.0,0.0,0.0,0.0,2.0,45.0,0.0,0.0,17,0.0,1.0,0.0,19.0,4.0,0.0,3.0,2.0,31,12,0.0,2.0,0.0,49.0,0.0,6.0,21,27,249,9,0.0,44,64,93,3.0,0.0,0.0,703,0.0,52.0,53,1.0,16.0,0.0,0.0,56.0,0.0
