MonthYear,GPI,event_count_10,event_count_11,event_count_12,event_count_13,event_count_14,event_count_15,event_count_16,event_count_17,event_count_18,event_count_19,event_count_20,event_count_21,event_count_22,event_count_23,event_count_24,event_count_25,event_count_26,event_count_27,event_count_28,event_count_30,event_count_31,event_count_32,event_count_33,event_count_34,event_count_35,event_count_36,event_count_37,event_count_38,event_count_39,event_count_40,event_count_41,event_count_42,event_count_43,event_count_44,event_count_45,event_count_46,event_count_50,event_count_51,event_count_52,event_count_53,event_count_54,event_count_55,event_count_56,event_count_57,event_count_60,event_count_61,event_count_62,event_count_63,event_count_64,event_count_70,event_count_71,event_count_72,event_count_73,event_count_74,event_count_75,event_count_80,event_count_81,event_count_82,event_count_83,event_count_84,event_count_85,event_count_86,event_count_87,event_count_90,event_count_91,event_count_92,event_count_93,event_count_100,event_count_101,event_count_102,event_count_103,event_count_104,event_count_105,event_count_106,event_count_107,event_count_110,event_count_111,event_count_112,event_count_113,event_count_114,event_count_115,event_count_116,event_count_120,event_count_121,event_count_122,event_count_123,event_count_124,event_count_125,event_count_127,event_count_128,event_count_129,event_count_130,event_count_131,event_count_132,event_count_133,event_count_134,event_count_136,event_count_137,event_count_138,event_count_139,event_count_140,event_count_141,event_count_142,event_count_143,event_count_144,event_count_145,event_count_150,event_count_151,event_count_152,event_count_153,event_count_154,event_count_160,event_count_161,event_count_162,event_count_163,event_count_164,event_count_166,event_count_170,event_count_171,event_count_172,event_count_173,event_count_174,event_count_175,event_count_180,event_count_181,event_count_182,event_count_183,event_count_184,event_count_185,event_count_186,event_count_190,event_count_191,event_count_192,event_count_193,event_count_194,event_count_195,event_count_201,event_count_202,event_count_203
200803,2.041,144,2.0,22,26,11,5,2.0,1.0,3.0,0.0,85,1.0,3.0,2.0,0.0,1.0,0.0,0.0,0.0,12,1.0,1.0,7.0,0.0,4.0,57,0.0,0.0,0.0,43,0.0,117,117,1.0,0.0,68,1,87,1.0,0.0,0.0,0.0,0.0,0.0,43,2.0,0.0,0.0,0.0,7,7,4.0,7.0,0.0,0.0,3,14.0,0.0,0.0,17,0.0,0.0,4.0,40,0.0,0.0,0.0,12,4.0,0.0,0.0,0.0,0.0,0.0,0.0,16,4,27,0.0,9,1.0,0.0,17,0.0,2.0,0.0,0.0,4.0,1.0,6,0.0,9,0.0,0.0,0.0,0.0,0.0,0.0,5.0,0.0,0.0,11.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9,0.0,0.0,1.0,0.0,2.0,0.0,2,11,72,1.0,0.0,2.0,0.0,13.0,0.0,0.0,0.0,1.0,94,10.0,1.0,95,0.0,0.0,0.0,0.0,0.0
200804,2.040833333333333,145,1.0,30,22,10,19,7.0,3.0,0.0,0.0,57,2.0,0.0,4.0,0.0,1.0,6.0,0.0,0.0,9,1.0,0.0,0.0,0.0,0.0,37,0.0,0.0,0.0,47,2.0,90,94,0.0,1.0,34,8,55,2.0,1.0,0.0,0.0,1.0,11.0,15,6.0,0.0,0.0,0.0,30,36,2.0,0.0,0.0,1.0,13,11.0,0.0,4.0,7,0.0,0.0,2.0,32,0.0,0.0,0.0,15,3.0,0.0,0.0,0.0,2.0,0.0,0.0,14,25,65,0.0,1,0.0,0.0,16,0.0,0.0,0.0,0.0,0.0,1.0,9,0.0,35,0.0,0.0,0.0,0.0,0.0,0.0,2.0,3.0,0.0,1.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,1.0,9,0.0,0.0,1.0,0.0,0.0,0.0,5,7,128,0.0,0.0,16.0,1.0,4.0,3.0,0.0,0.0,1.0,81,1.0,2.0,77,0.0,0.0,0.0,0.0,0.0
200805,2.040666666666666,134,5.0,27,32,12,13,6.0,8.0,1.0,0.0,89,2.0,0.0,2.0,2.0,0.0,6.0,0.0,3.0,22,1.0,0.0,10.0,0.0,2.0,62,0.0,0.0,1.0,75,0.0,126,121,0.0,1.0,49,10,62,0.0,0.0,0.0,2.0,0.0,23.0,35,6.0,1.0,1.0,0.0,14,11,1.0,1.0,0.0,0.0,13,1.0,0.0,3.0,9,0.0,0.0,4.0,18,0.0,0.0,0.0,18,0.0,0.0,0.0,0.0,0.0,0.0,0.0,22,23,32,0.0,5,0.0,0.0,34,0.0,0.0,0.0,5.0,1.0,0.0,3,0.0,5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,7.0,0.0,0.0,6.0,0.0,0.0,0.0,0.0,0.0,4.0,2,0.0,0.0,0.0,1.0,0.0,0.0,2,8,49,1.0,0.0,5.0,1.0,8.0,0.0,0.0,0.0,0.0,67,2.0,1.0,68,2.0,0.0,0.0,0.0,0.0
200806,2.0405,155,3.0,24,21,8,7,10.0,5.0,1.0,0.0,96,0.0,0.0,2.0,0.0,2.0,1.0,2.0,0.0,15,2.0,0.0,5.0,0.0,0.0,45,0.0,0.0,0.0,79,0.0,88,88,0.0,1.0,67,18,84,1.0,0.0,0.0,1.0,0.0,33.0,41,4.0,1.0,0.0,2.0,13,19,5.0,4.0,0.0,0.0,4,0.0,0.0,10.0,7,0.0,0.0,1.0,17,1.0,0.0,0.0,22,2.0,0.0,0.0,0.0,0.0,0.0,0.0,16,24,31,0.0,6,0.0,0.0,35,0.0,0.0,0.0,1.0,7.0,0.0,5,0.0,10,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,8.0,1.0,0.0,0.0,0.0,2.0,0.0,1.0,0.0,0.0,5,0.0,0.0,0.0,4.0,0.0,0.0,2,13,64,3.0,0.0,3.0,0.0,22.0,0.0,0.0,0.0,3.0,78,2.0,0.0,18,0.0,0.0,0.0,0.0,0.0
200807,2.0403333333333333,163,2.0,22,34,11,3,1.0,8.0,0.0,0.0,92,5.0,1.0,4.0,0.0,5.0,4.0,0.0,0.0,15,6.0,0.0,5.0,0.0,1.0,32,0.0,0.0,0.0,60,4.0,149,151,2.0,0.0,83,22,57,1.0,0.0,0.0,2.0,0.0,13.0,43,3.0,1.0,0.0,0.0,23,12,0.0,3.0,0.0,0.0,19,1.0,0.0,3.0,8,0.0,0.0,2.0,15,0.0,0.0,0.0,21,1.0,0.0,0.0,3.0,0.0,0.0,0.0,25,26,45,0.0,8,3.0,0.0,14,1.0,0.0,1.0,0.0,0.0,0.0,14,0.0,10,2.0,0.0,0.0,0.0,0.0,0.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,6,1.0,0.0,0.0,1.0,0.0,0.0,2,15,63,4.0,0.0,4.0,5.0,4.0,0.0,0.0,0.0,3.0,76,0.0,3.0,23,0.0,0.0,0.0,0.0,0.0
200808,2.040166666666667,198,4.0,36,40,15,14,4.0,3.0,1.0,0.0,75,0.0,0.0,1.0,0.0,3.0,0.0,2.0,1.0,6,1.0,0.0,1.0,0.0,0.0,65,0.0,0.0,0.0,49,2.0,138,120,0.0,2.0,81,7,38,0.0,0.0,0.0,0.0,0.0,20.0,42,5.0,7.0,1.0,0.0,26,9,8.0,25.0,0.0,15.0,20,0.0,0.0,4.0,13,0.0,0.0,6.0,29,0.0,0.0,0.0,34,1.0,0.0,5.0,2.0,0.0,0.0,0.0,13,13,32,0.0,3,0.0,0.0,23,0.0,0.0,0.0,6.0,0.0,0.0,9,0.0,24,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,5.0,0.0,1.0,0.0,0.0,0.0,23,1.0,0.0,0.0,2.0,2.0,0.0,8,35,67,6.0,0.0,3.0,0.0,15.0,0.0,0.0,0.0,0.0,51,4.0,16.0,21,0.0,0.0,0.0,0.0,0.0
200809,2.04,120,1.0,24,26,5,19,14.0,0.0,1.0,0.0,59,0.0,0.0,3.0,5.0,5.0,0.0,0.0,0.0,6,0.0,2.0,12.0,0.0,0.0,31,0.0,0.0,0.0,36,0.0,78,62,1.0,1.0,37,11,58,0.0,0.0,0.0,2.0,0.0,12.0,24,8.0,0.0,3.0,0.0,19,15,0.0,9.0,0.0,0.0,5,2.0,0.0,6.0,17,0.0,0.0,0.0,21,2.0,1.0,0.0,17,1.0,0.0,0.0,1.0,0.0,0.0,0.0,19,10,37,1.0,9,1.0,0.0,28,0.0,0.0,0.0,5.0,1.0,0.0,6,0.0,11,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,5.0,0.0,0.0,1.0,2.0,0.0,0.0,0.0,0.0,0.0,4,0.0,2.0,0.0,0.0,4.0,0.0,3,21,57,1.0,0.0,0.0,0.0,4.0,0.0,0.0,0.0,2.0,31,0.0,2.0,4,0.0,0.0,0.0,0.0,0.0
200810,2.039833333333333,143,14.0,29,41,11,8,2.0,0.0,0.0,0.0,77,1.0,2.0,0.0,0.0,0.0,3.0,0.0,0.0,14,4.0,0.0,1.0,0.0,3.0,51,0.0,0.0,0.0,37,0.0,79,68,0.0,0.0,16,8,39,2.0,0.0,0.0,0.0,0.0,126.0,38,7.0,0.0,0.0,0.0,15,14,4.0,4.0,0.0,0.0,9,0.0,0.0,5.0,3,0.0,0.0,1.0,28,4.0,0.0,0.0,17,0.0,0.0,0.0,0.0,0.0,0.0,2.0,30,19,41,0.0,7,0.0,0.0,23,0.0,0.0,0.0,1.0,2.0,0.0,3,0.0,19,2.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,3,0.0,0.0,0.0,0.0,0.0,0.0,6,7,62,1.0,0.0,7.0,2.0,0.0,0.0,0.0,0.0,0.0,48,2.0,1.0,16,0.0,0.0,0.0,0.0,0.0
200811,2.0396666666666667,194,0.0,29,43,18,18,5.0,5.0,6.0,0.0,113,4.0,0.0,1.0,0.0,3.0,1.0,1.0,0.0,20,2.0,0.0,5.0,0.0,0.0,47,0.0,0.0,0.0,97,6.0,102,91,0.0,1.0,36,8,70,3.0,0.0,4.0,0.0,0.0,21.0,69,3.0,2.0,0.0,0.0,24,9,4.0,6.0,0.0,0.0,8,1.0,0.0,6.0,12,0.0,0.0,2.0,31,0.0,0.0,0.0,11,1.0,0.0,0.0,0.0,0.0,0.0,0.0,18,12,36,0.0,17,0.0,0.0,21,0.0,1.0,0.0,0.0,2.0,0.0,4,0.0,18,0.0,0.0,0.0,0.0,0.0,0.0,7.0,0.0,0.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,4,0.0,0.0,0.0,0.0,0.0,0.0,1,17,56,0.0,0.0,7.0,7.0,4.0,1.0,0.0,0.0,4.0,37,0.0,4.0,20,0.0,0.0,0.0,0.0,0.0
200812,2.0395000000000003,360,2.0,54,39,33,10,4.0,14.0,3.0,0.0,137,9.0,1.0,9.0,1.0,1.0,6.0,0.0,0.0,27,11.0,1.0,14.0,0.0,1.0,54,0.0,0.0,0.0,72,3.0,130,111,0.0,1.0,34,8,110,1.0,0.0,0.0,5.0,0.0,12.0,88,0.0,0.0,0.0,0.0,35,33,0.0,6.0,0.0,2.0,40,3.0,0.0,4.0,36,0.0,0.0,11.0,81,2.0,0.0,0.0,32,2.0,0.0,2.0,0.0,0.0,0.0,0.0,27,29,44,1.0,13,2.0,0.0,28,0.0,1.0,0.0,2.0,0.0,1.0,13,0.0,18,2.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,13.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,2.0,4,0.0,2.0,0.0,6.0,0.0,0.0,12,18,114,0.0,1.0,13.0,4.0,14.0,1.0,0.0,0.0,7.0,113,2.0,6.0,23,1.0,0.0,0.0,0.0,0.0
