MonthYear,GPI,event_count_10,event_count_11,event_count_12,event_count_13,event_count_14,event_count_15,event_count_16,event_count_17,event_count_18,event_count_19,event_count_20,event_count_21,event_count_22,event_count_23,event_count_24,event_count_25,event_count_26,event_count_27,event_count_28,event_count_30,event_count_31,event_count_32,event_count_33,event_count_34,event_count_35,event_count_36,event_count_37,event_count_38,event_count_39,event_count_40,event_count_41,event_count_42,event_count_43,event_count_44,event_count_45,event_count_46,event_count_50,event_count_51,event_count_52,event_count_53,event_count_54,event_count_55,event_count_56,event_count_57,event_count_60,event_count_61,event_count_62,event_count_63,event_count_64,event_count_70,event_count_71,event_count_72,event_count_73,event_count_74,event_count_75,event_count_80,event_count_81,event_count_82,event_count_83,event_count_84,event_count_85,event_count_86,event_count_87,event_count_90,event_count_91,event_count_92,event_count_93,event_count_94,event_count_100,event_count_101,event_count_102,event_count_103,event_count_104,event_count_105,event_count_106,event_count_107,event_count_110,event_count_111,event_count_112,event_count_113,event_count_114,event_count_115,event_count_116,event_count_120,event_count_121,event_count_122,event_count_123,event_count_124,event_count_125,event_count_127,event_count_128,event_count_129,event_count_130,event_count_131,event_count_132,event_count_133,event_count_134,event_count_136,event_count_137,event_count_138,event_count_139,event_count_140,event_count_141,event_count_142,event_count_143,event_count_144,event_count_145,event_count_150,event_count_151,event_count_152,event_count_153,event_count_154,event_count_160,event_count_161,event_count_162,event_count_163,event_count_164,event_count_166,event_count_170,event_count_171,event_count_172,event_count_173,event_count_174,event_count_175,event_count_180,event_count_181,event_count_182,event_count_183,event_count_184,event_count_185,event_count_186,event_count_190,event_count_191,event_count_192,event_count_193,event_count_194,event_count_195,event_count_196,event_count_202,event_count_203
200803,2.25,144,0.0,21,28,9.0,4.0,0.0,6.0,0.0,0.0,25,1.0,3.0,3.0,0.0,1.0,6.0,0.0,0.0,18,6.0,0.0,7.0,0.0,1.0,97,0.0,0.0,0.0,185,2.0,114,110,21.0,0.0,158,11.0,78,0.0,0.0,0.0,0.0,1.0,34.0,17,4.0,1.0,0.0,0.0,17.0,16.0,0.0,13.0,0.0,0.0,5.0,0.0,0.0,2.0,14,0.0,7.0,0.0,20,0.0,0.0,0.0,0.0,7.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,11,9.0,13,0.0,3.0,0.0,0.0,13,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,2.0,0.0,9.0,0.0,0.0,2.0,0.0,0.0,0.0,1.0,1.0,0.0,3.0,0.0,0.0,0.0,12.0,0.0,0.0,0.0,16,45,0.0,2.0,11.0,0.0,2.0,0.0,0.0,0.0,2.0,26,0.0,8.0,8.0,0.0,0.0,0.0,0.0,0.0
200804,2.249833333333333,145,1.0,19,24,5.0,1.0,2.0,4.0,0.0,0.0,42,0.0,1.0,4.0,0.0,4.0,5.0,0.0,0.0,10,3.0,0.0,7.0,0.0,2.0,68,1.0,0.0,0.0,181,0.0,98,103,8.0,0.0,90,11.0,26,0.0,0.0,6.0,0.0,0.0,36.0,13,5.0,0.0,0.0,0.0,18.0,19.0,0.0,7.0,0.0,0.0,8.0,0.0,1.0,3.0,5,0.0,1.0,0.0,23,0.0,0.0,0.0,0.0,10.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,11,6.0,11,0.0,6.0,2.0,0.0,11,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,2.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,4.0,0.0,0.0,0.0,0.0,0.0,2.0,4,32,0.0,0.0,4.0,2.0,8.0,0.0,0.0,0.0,0.0,19,0.0,1.0,5.0,2.0,0.0,0.0,0.0,0.0
200805,2.2496666666666667,74,1.0,15,18,9.0,0.0,0.0,2.0,5.0,0.0,53,0.0,2.0,1.0,0.0,0.0,7.0,0.0,0.0,15,3.0,0.0,4.0,0.0,2.0,32,0.0,0.0,0.0,120,0.0,77,79,5.0,0.0,66,20.0,30,0.0,0.0,0.0,0.0,0.0,26.0,2,1.0,1.0,0.0,0.0,11.0,12.0,0.0,1.0,0.0,0.0,8.0,2.0,0.0,2.0,4,0.0,0.0,1.0,19,0.0,0.0,0.0,0.0,7.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5,2.0,11,0.0,2.0,0.0,0.0,6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,8.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,3,32,3.0,0.0,2.0,2.0,2.0,1.0,0.0,0.0,0.0,30,0.0,2.0,4.0,1.0,0.0,0.0,0.0,0.0
200806,2.2495000000000003,107,1.0,17,33,3.0,0.0,1.0,5.0,0.0,0.0,28,0.0,3.0,4.0,0.0,0.0,2.0,0.0,0.0,32,4.0,0.0,16.0,0.0,0.0,45,0.0,0.0,0.0,142,0.0,82,78,2.0,0.0,61,22.0,29,0.0,0.0,0.0,0.0,0.0,86.0,11,1.0,0.0,0.0,0.0,14.0,6.0,4.0,3.0,0.0,0.0,5.0,0.0,0.0,0.0,13,0.0,0.0,2.0,7,0.0,0.0,0.0,0.0,11.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0,11,2.0,10,0.0,6.0,0.0,0.0,11,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,3.0,1.0,8.0,0.0,0.0,0.0,0.0,0.0,4.0,5.0,0.0,0.0,4.0,4.0,0.0,1.0,1.0,0.0,3.0,1.0,1,34,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,34,0.0,0.0,5.0,0.0,0.0,0.0,0.0,0.0
200807,2.2493333333333334,90,1.0,13,30,1.0,2.0,6.0,5.0,3.0,0.0,42,0.0,2.0,0.0,0.0,0.0,3.0,0.0,0.0,6,32.0,0.0,5.0,0.0,1.0,77,0.0,0.0,0.0,151,0.0,86,81,7.0,0.0,73,19.0,24,0.0,0.0,4.0,2.0,0.0,22.0,4,4.0,11.0,0.0,0.0,6.0,15.0,0.0,2.0,0.0,0.0,13.0,1.0,0.0,1.0,7,0.0,0.0,1.0,13,4.0,0.0,0.0,0.0,7.0,0.0,0.0,0.0,4.0,0.0,0.0,0.0,8,5.0,9,0.0,3.0,0.0,0.0,19,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,2.0,1.0,0.0,2.0,0.0,0.0,0.0,0.0,1.0,2,40,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,9,0.0,5.0,1.0,1.0,0.0,0.0,0.0,0.0
200808,2.2491666666666665,132,1.0,15,24,15.0,0.0,2.0,6.0,1.0,0.0,77,0.0,10.0,1.0,0.0,0.0,10.0,4.0,1.0,27,16.0,1.0,1.0,0.0,0.0,227,6.0,0.0,0.0,436,5.0,253,225,12.0,0.0,217,86.0,80,1.0,0.0,4.0,0.0,0.0,71.0,3,5.0,6.0,0.0,1.0,7.0,6.0,1.0,0.0,0.0,1.0,7.0,0.0,0.0,0.0,7,0.0,0.0,1.0,1,0.0,0.0,0.0,0.0,5.0,0.0,0.0,0.0,1.0,4.0,0.0,0.0,6,27.0,17,1.0,3.0,0.0,0.0,9,0.0,0.0,0.0,0.0,4.0,0.0,0.0,0.0,0.0,1.0,0.0,4.0,0.0,0.0,0.0,2.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,15.0,2.0,2.0,0.0,1.0,16.0,0.0,0.0,0.0,2.0,1.0,2.0,2.0,10,27,9.0,0.0,2.0,1.0,1.0,5.0,0.0,0.0,1.0,29,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0
200809,2.249,58,3.0,12,9,0.0,1.0,5.0,7.0,7.0,0.0,38,3.0,0.0,0.0,0.0,3.0,6.0,0.0,0.0,9,3.0,0.0,5.0,0.0,0.0,23,0.0,0.0,0.0,60,11.0,98,94,30.0,0.0,39,23.0,35,1.0,0.0,0.0,0.0,0.0,0.0,5,0.0,5.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,2.0,0.0,1.0,0.0,0.0,6,0.0,0.0,1.0,19,0.0,0.0,1.0,0.0,3.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,21,1.0,16,0.0,0.0,0.0,0.0,7,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,5,33,8.0,1.0,3.0,0.0,1.0,0.0,0.0,0.0,0.0,12,0.0,0.0,6.0,0.0,0.0,0.0,0.0,0.0
200810,2.2488333333333337,93,1.0,14,11,0.0,1.0,1.0,0.0,2.0,0.0,39,0.0,4.0,3.0,0.0,0.0,4.0,0.0,0.0,8,4.0,0.0,1.0,0.0,0.0,30,0.0,0.0,0.0,93,0.0,62,56,2.0,0.0,37,0.0,28,0.0,0.0,4.0,0.0,0.0,14.0,7,6.0,0.0,1.0,0.0,9.0,9.0,0.0,6.0,0.0,0.0,8.0,0.0,0.0,0.0,8,0.0,0.0,5.0,20,1.0,0.0,0.0,0.0,8.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,2.0,7,0.0,2.0,0.0,0.0,9,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,1.0,3.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,6.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,3,55,4.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,33,0.0,0.0,8.0,0.0,0.0,0.0,0.0,0.0
200811,2.248666666666667,66,0.0,18,17,6.0,0.0,1.0,2.0,0.0,0.0,41,0.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0,6,6.0,3.0,0.0,0.0,2.0,44,0.0,0.0,0.0,128,0.0,60,62,6.0,0.0,64,16.0,36,0.0,0.0,0.0,0.0,0.0,17.0,12,12.0,0.0,0.0,0.0,8.0,13.0,1.0,1.0,0.0,0.0,3.0,0.0,0.0,0.0,5,0.0,1.0,1.0,10,0.0,0.0,0.0,0.0,6.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,8,4.0,7,0.0,5.0,0.0,0.0,2,0.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,4.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,5,14,0.0,0.0,2.0,1.0,3.0,0.0,0.0,0.0,2.0,9,1.0,0.0,6.0,2.0,0.0,0.0,0.0,0.0
200812,2.2485,93,3.0,23,30,11.0,2.0,0.0,0.0,1.0,0.0,50,1.0,0.0,1.0,0.0,4.0,9.0,0.0,0.0,17,6.0,0.0,5.0,0.0,0.0,25,0.0,0.0,0.0,89,4.0,138,140,0.0,0.0,51,9.0,25,2.0,3.0,0.0,0.0,0.0,40.0,6,29.0,0.0,3.0,0.0,8.0,10.0,2.0,1.0,0.0,0.0,13.0,5.0,0.0,0.0,12,0.0,0.0,0.0,7,0.0,0.0,0.0,0.0,14.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4,13.0,19,0.0,13.0,0.0,0.0,11,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,5.0,0.0,3.0,0.0,0.0,4.0,0.0,0.0,0.0,0.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2,39,1.0,0.0,12.0,0.0,9.0,0.0,0.0,0.0,2.0,66,0.0,2.0,10.0,0.0,0.0,0.0,0.0,0.0
