MonthYear,GPI,event_count_10,event_count_11,event_count_12,event_count_13,event_count_14,event_count_15,event_count_16,event_count_17,event_count_18,event_count_19,event_count_20,event_count_21,event_count_22,event_count_23,event_count_24,event_count_25,event_count_26,event_count_27,event_count_28,event_count_30,event_count_31,event_count_32,event_count_33,event_count_34,event_count_35,event_count_36,event_count_37,event_count_38,event_count_39,event_count_40,event_count_41,event_count_42,event_count_43,event_count_44,event_count_45,event_count_46,event_count_50,event_count_51,event_count_52,event_count_53,event_count_54,event_count_55,event_count_56,event_count_57,event_count_60,event_count_61,event_count_62,event_count_63,event_count_64,event_count_70,event_count_71,event_count_72,event_count_73,event_count_74,event_count_75,event_count_80,event_count_81,event_count_82,event_count_83,event_count_84,event_count_85,event_count_86,event_count_87,event_count_90,event_count_91,event_count_92,event_count_93,event_count_94,event_count_100,event_count_101,event_count_102,event_count_103,event_count_104,event_count_105,event_count_106,event_count_107,event_count_110,event_count_111,event_count_112,event_count_113,event_count_114,event_count_115,event_count_116,event_count_120,event_count_121,event_count_122,event_count_123,event_count_124,event_count_125,event_count_127,event_count_128,event_count_129,event_count_130,event_count_131,event_count_132,event_count_133,event_count_134,event_count_136,event_count_137,event_count_138,event_count_139,event_count_140,event_count_141,event_count_142,event_count_143,event_count_144,event_count_145,event_count_150,event_count_151,event_count_152,event_count_153,event_count_154,event_count_160,event_count_161,event_count_162,event_count_163,event_count_164,event_count_166,event_count_170,event_count_171,event_count_172,event_count_173,event_count_174,event_count_175,event_count_180,event_count_181,event_count_182,event_count_183,event_count_184,event_count_185,event_count_186,event_count_190,event_count_191,event_count_192,event_count_193,event_count_194,event_count_195,event_count_196,event_count_201,event_count_202,event_count_203
200803,2.355,1112,9,243,250,171,18,50,99,31,2.0,883,24,3,19,50.0,10,51,0.0,0.0,209,28,6.0,27,3.0,23.0,375,0.0,0.0,0.0,447,27,757,706,18,21.0,262,79,484,7.0,2.0,1.0,12,3.0,236,122,84,11,0.0,3.0,89,126,45,51,0.0,3.0,131,27,0.0,51,82,1.0,0.0,31,281,5.0,1.0,4.0,0.0,213,11,0.0,1.0,5.0,8,1.0,0.0,236,151,262,0.0,93,10,0.0,232,0.0,3.0,2.0,12,33,0.0,6,0.0,133,6.0,0.0,12.0,0.0,0.0,0.0,42,2.0,20.0,76,2.0,6.0,1.0,8.0,26,14.0,17,19.0,14,42,11,1.0,1.0,12,5.0,12.0,23,84,448,11,11.0,44,65,78,16.0,0.0,0.0,32,561,1.0,18,146,15.0,1.0,0.0,0.0,4.0,3.0
200804,2.3606666666666665,1081,19,246,238,222,37,42,21,17,0.0,901,23,7,39,9.0,28,37,6.0,4.0,254,30,8.0,50,1.0,25.0,378,3.0,0.0,0.0,415,15,805,761,16,14.0,282,99,532,8.0,1.0,0.0,33,10.0,175,179,172,27,5.0,3.0,88,182,22,54,8.0,3.0,251,31,0.0,28,167,0.0,6.0,63,285,0.0,0.0,0.0,0.0,228,26,0.0,0.0,0.0,2,0.0,0.0,196,193,429,3.0,117,11,0.0,234,0.0,10.0,1.0,12,33,4.0,9,3.0,105,4.0,0.0,2.0,2.0,0.0,0.0,40,7.0,6.0,52,0.0,6.0,0.0,7.0,6,3.0,5,23.0,12,32,7,5.0,3.0,7,2.0,20.0,36,99,667,12,1.0,46,82,40,8.0,0.0,0.0,12,616,8.0,18,150,13.0,2.0,0.0,0.0,0.0,0.0
200805,2.3663333333333334,1490,25,306,302,196,38,64,86,54,2.0,1128,27,7,53,2.0,19,66,10.0,1.0,229,42,7.0,57,4.0,24.0,624,7.0,3.0,0.0,714,21,1066,1020,8,27.0,482,147,670,16.0,2.0,1.0,13,6.0,181,163,126,62,7.0,3.0,163,234,30,75,12.0,5.0,234,12,2.0,20,138,2.0,0.0,89,411,3.0,1.0,0.0,2.0,265,46,0.0,0.0,5.0,16,3.0,0.0,217,242,506,0.0,108,23,0.0,241,1.0,1.0,0.0,12,32,0.0,5,6.0,168,1.0,0.0,2.0,0.0,0.0,1.0,42,12.0,3.0,84,0.0,14.0,0.0,8.0,8,6.0,11,22.0,36,31,13,0.0,2.0,31,8.0,7.0,45,88,459,30,0.0,73,71,57,23.0,0.0,0.0,28,1065,11.0,34,417,14.0,8.0,7.0,0.0,15.0,0.0
200806,2.372,1824,29,364,361,207,51,82,101,37,6.0,1037,26,7,58,17.0,47,67,9.0,3.0,321,44,8.0,83,3.0,28.0,697,0.0,0.0,0.0,990,70,1433,1279,10,21.0,483,308,607,4.0,2.0,4.0,12,5.0,107,324,76,15,0.0,11.0,178,201,65,294,15.0,7.0,193,11,0.0,20,588,0.0,4.0,62,462,7.0,0.0,0.0,0.0,249,65,0.0,0.0,7.0,69,0.0,0.0,223,211,532,2.0,104,21,3.0,213,2.0,1.0,0.0,8,24,2.0,8,0.0,145,10.0,0.0,7.0,1.0,0.0,0.0,47,32.0,1.0,66,0.0,10.0,5.0,4.0,16,12.0,24,18.0,45,62,17,4.0,8.0,20,9.0,6.0,79,168,481,36,12.0,97,405,74,20.0,1.0,0.0,32,968,8.0,110,226,33.0,15.0,1.0,1.0,3.0,0.0
200807,2.377666666666667,1535,19,303,267,242,41,67,32,13,2.0,1122,31,15,52,8.0,44,69,1.0,8.0,307,47,8.0,54,0.0,13.0,535,3.0,0.0,2.0,676,21,1145,1102,8,28.0,499,91,613,7.0,4.0,3.0,13,5.0,235,241,112,11,9.0,9.0,158,227,44,77,12.0,7.0,145,28,2.0,40,224,1.0,14.0,50,378,0.0,0.0,0.0,0.0,239,22,0.0,0.0,17.0,18,0.0,0.0,261,207,463,0.0,147,34,1.0,263,10.0,0.0,1.0,19,29,2.0,15,1.0,135,2.0,0.0,19.0,0.0,0.0,0.0,69,8.0,6.0,114,0.0,5.0,0.0,8.0,19,22.0,30,19.0,21,44,21,1.0,7.0,22,6.0,10.0,43,144,487,46,4.0,82,177,25,9.0,0.0,0.0,15,709,6.0,33,270,29.0,10.0,4.0,0.0,0.0,0.0
200808,2.3833333333333333,1560,31,283,321,236,18,60,61,11,1.0,1041,42,12,55,5.0,83,41,29.0,0.0,429,47,13.0,44,8.0,56.0,365,26.0,0.0,2.0,646,36,1099,986,9,13.0,577,255,568,11.0,0.0,1.0,7,10.0,531,237,91,30,16.0,3.0,211,98,73,112,20.0,7.0,300,17,1.0,38,117,0.0,4.0,171,273,2.0,6.0,0.0,0.0,319,6,8.0,0.0,9.0,12,0.0,0.0,203,399,606,3.0,81,12,0.0,377,0.0,0.0,0.0,15,11,1.0,18,3.0,196,10.0,0.0,22.0,3.0,0.0,0.0,118,28.0,9.0,104,12.0,8.0,0.0,81.0,8,4.0,21,16.0,48,93,9,3.0,5.0,32,20.0,8.0,127,74,446,41,10.0,263,74,60,17.0,6.0,0.0,39,2316,9.0,116,461,44.0,62.0,17.0,0.0,0.0,3.0
200809,2.389,930,19,168,214,123,22,55,60,15,1.0,606,41,12,41,5.0,34,13,17.0,0.0,166,26,12.0,28,5.0,37.0,268,12.0,1.0,0.0,484,26,541,519,16,7.0,345,159,417,9.0,0.0,0.0,6,0.0,188,144,106,36,2.0,6.0,92,166,25,74,2.0,6.0,121,8,1.0,25,118,0.0,3.0,52,250,4.0,0.0,8.0,0.0,183,31,0.0,1.0,7.0,7,2.0,0.0,177,181,354,2.0,64,10,0.0,176,0.0,7.0,0.0,8,18,8.0,4,4.0,85,4.0,0.0,3.0,2.0,0.0,0.0,58,0.0,0.0,27,0.0,5.0,0.0,6.0,26,5.0,4,16.0,21,60,10,3.0,10.0,22,23.0,9.0,25,82,329,17,1.0,119,88,21,11.0,0.0,0.0,8,1221,4.0,29,158,58.0,42.0,1.0,0.0,0.0,0.0
200810,2.3946666666666667,1259,18,281,223,182,41,50,29,13,0.0,935,41,12,66,5.0,26,80,9.0,0.0,237,69,16.0,40,3.0,17.0,459,6.0,0.0,2.0,569,28,967,910,83,30.0,345,128,582,8.0,5.0,0.0,17,13.0,228,162,88,16,2.0,6.0,121,343,44,99,6.0,5.0,198,48,0.0,16,258,0.0,6.0,57,295,18.0,1.0,0.0,0.0,285,29,0.0,0.0,19.0,5,0.0,0.0,231,220,402,6.0,179,26,0.0,262,2.0,3.0,0.0,6,29,1.0,6,14.0,92,0.0,0.0,8.0,13.0,0.0,0.0,50,1.0,4.0,26,0.0,3.0,1.0,7.0,28,2.0,14,13.0,16,60,8,3.0,4.0,53,2.0,2.0,60,88,555,43,3.0,82,93,29,10.0,0.0,0.0,19,990,4.0,28,166,4.0,18.0,1.0,0.0,1.0,0.0
200811,2.400333333333333,1507,25,223,284,234,17,66,35,22,0.0,1079,18,11,44,3.0,25,60,10.0,3.0,306,48,7.0,30,4.0,26.0,573,5.0,0.0,0.0,607,11,1081,1041,4,9.0,414,90,671,9.0,5.0,5.0,2,1.0,114,195,111,23,4.0,14.0,124,415,42,109,6.0,10.0,232,51,2.0,50,316,0.0,1.0,81,400,4.0,4.0,2.0,0.0,240,22,0.0,0.0,6.0,8,1.0,0.0,279,178,461,1.0,130,11,0.0,238,0.0,2.0,0.0,22,34,1.0,22,19.0,126,3.0,0.0,3.0,2.0,2.0,0.0,41,2.0,2.0,32,1.0,8.0,3.0,6.0,20,0.0,14,11.0,15,84,6,1.0,5.0,56,0.0,13.0,58,144,583,13,0.0,85,94,70,13.0,0.0,2.0,16,1206,4.0,33,315,17.0,14.0,0.0,0.0,6.0,0.0
200812,2.406,1482,11,280,324,197,57,91,69,20,2.0,868,29,8,55,6.0,27,31,7.0,3.0,282,63,8.0,44,7.0,53.0,455,0.0,0.0,0.0,459,40,1188,1068,15,19.0,386,187,681,0.0,2.0,11.0,12,6.0,192,221,149,13,0.0,4.0,141,257,51,113,2.0,4.0,228,26,3.0,34,343,1.0,2.0,102,334,11.0,5.0,5.0,0.0,201,36,4.0,0.0,0.0,11,1.0,0.0,308,285,511,5.0,83,22,0.0,279,0.0,0.0,0.0,25,34,6.0,16,8.0,109,3.0,0.0,7.0,0.0,0.0,0.0,56,1.0,0.0,82,91.0,17.0,0.0,10.0,35,29.0,42,26.0,36,114,10,3.0,3.0,47,0.0,1.0,101,103,531,7,0.0,128,143,69,63.0,0.0,0.0,24,1357,3.0,53,446,76.0,10.0,0.0,0.0,1.0,0.0
