MonthYear,GPI,event_count_10,event_count_11,event_count_12,event_count_13,event_count_14,event_count_15,event_count_16,event_count_17,event_count_18,event_count_19,event_count_20,event_count_21,event_count_22,event_count_23,event_count_24,event_count_25,event_count_26,event_count_27,event_count_28,event_count_30,event_count_31,event_count_32,event_count_33,event_count_34,event_count_35,event_count_36,event_count_37,event_count_38,event_count_39,event_count_40,event_count_41,event_count_42,event_count_43,event_count_44,event_count_45,event_count_46,event_count_50,event_count_51,event_count_52,event_count_53,event_count_54,event_count_55,event_count_56,event_count_57,event_count_60,event_count_61,event_count_62,event_count_63,event_count_64,event_count_70,event_count_71,event_count_72,event_count_73,event_count_74,event_count_75,event_count_80,event_count_81,event_count_82,event_count_83,event_count_84,event_count_85,event_count_86,event_count_87,event_count_90,event_count_91,event_count_92,event_count_93,event_count_94,event_count_100,event_count_101,event_count_102,event_count_103,event_count_104,event_count_105,event_count_106,event_count_107,event_count_110,event_count_111,event_count_112,event_count_113,event_count_114,event_count_115,event_count_116,event_count_120,event_count_121,event_count_122,event_count_123,event_count_124,event_count_125,event_count_126,event_count_127,event_count_128,event_count_129,event_count_130,event_count_131,event_count_132,event_count_133,event_count_134,event_count_136,event_count_137,event_count_138,event_count_139,event_count_140,event_count_141,event_count_142,event_count_143,event_count_144,event_count_145,event_count_150,event_count_151,event_count_152,event_count_153,event_count_154,event_count_160,event_count_161,event_count_162,event_count_163,event_count_164,event_count_166,event_count_170,event_count_171,event_count_172,event_count_173,event_count_174,event_count_175,event_count_180,event_count_181,event_count_182,event_count_183,event_count_184,event_count_185,event_count_186,event_count_190,event_count_191,event_count_192,event_count_193,event_count_194,event_count_195,event_count_196,event_count_201,event_count_202,event_count_203
200803,1.993,798,6.0,53,105,50,12.0,16,9,4.0,1.0,230,6.0,0.0,4,0.0,7.0,5,3.0,0.0,45,28,3.0,14,0.0,7.0,276,6.0,0.0,37.0,595,44.0,336,317,1.0,26.0,265,35,149,4.0,1.0,0.0,8.0,0.0,47,104,46,0.0,2.0,0.0,52,46,8.0,8,1.0,1.0,54,3.0,0.0,4,25,0.0,0.0,2,53,0.0,0.0,0.0,0.0,19,3.0,0.0,0.0,2.0,3.0,0.0,0.0,79,102,84,6.0,12,1.0,0.0,49,0.0,0.0,0.0,2.0,3,0.0,0.0,5.0,16.0,23,1.0,0.0,2.0,2.0,0.0,0.0,10.0,0.0,1.0,21,0.0,4.0,5.0,5.0,2.0,0.0,0.0,1.0,3.0,13,9.0,0.0,1.0,8.0,0.0,1.0,10.0,72,138,20.0,2.0,3,2.0,10,0.0,0.0,0.0,10.0,124,2.0,2.0,34,1.0,1.0,0.0,0.0,1.0,0.0
200804,1.99375,976,11.0,45,98,60,8.0,9,9,0.0,0.0,299,6.0,7.0,17,1.0,3.0,16,1.0,0.0,54,34,4.0,13,0.0,11.0,429,0.0,0.0,0.0,545,24.0,407,399,6.0,5.0,241,35,223,11.0,1.0,0.0,0.0,0.0,102,109,63,11.0,0.0,0.0,80,85,11.0,27,0.0,0.0,54,2.0,0.0,7,52,0.0,0.0,18,168,3.0,4.0,0.0,0.0,33,4.0,0.0,0.0,0.0,2.0,0.0,0.0,73,44,92,0.0,22,0.0,0.0,59,0.0,0.0,0.0,8.0,2,0.0,0.0,6.0,31.0,44,0.0,0.0,0.0,0.0,0.0,0.0,6.0,2.0,0.0,25,0.0,0.0,0.0,2.0,6.0,1.0,0.0,0.0,0.0,9,0.0,0.0,3.0,5.0,0.0,0.0,10.0,74,130,13.0,0.0,13,5.0,17,0.0,0.0,0.0,10.0,181,3.0,16.0,65,3.0,2.0,0.0,0.0,2.0,0.0
200805,1.9945,1179,0.0,80,112,72,7.0,16,15,12.0,0.0,413,4.0,4.0,7,0.0,0.0,15,1.0,3.0,73,34,6.0,24,0.0,7.0,266,1.0,0.0,0.0,564,34.0,492,398,8.0,0.0,319,43,247,3.0,1.0,4.0,5.0,0.0,79,134,58,5.0,0.0,0.0,37,84,4.0,42,0.0,3.0,83,30.0,0.0,43,31,0.0,1.0,11,126,0.0,0.0,0.0,0.0,41,2.0,0.0,0.0,4.0,4.0,0.0,0.0,87,74,109,1.0,26,0.0,0.0,67,0.0,0.0,0.0,2.0,7,0.0,3.0,12.0,45.0,29,10.0,0.0,7.0,0.0,0.0,0.0,7.0,1.0,1.0,26,0.0,2.0,0.0,0.0,0.0,2.0,0.0,0.0,3.0,15,4.0,0.0,1.0,6.0,0.0,14.0,8.0,96,120,5.0,3.0,14,4.0,9,0.0,0.0,0.0,0.0,261,4.0,12.0,31,2.0,0.0,0.0,0.0,0.0,0.0
200806,1.99525,1099,20.0,54,59,62,9.0,12,21,1.0,0.0,353,1.0,0.0,1,0.0,0.0,13,0.0,0.0,89,24,2.0,23,0.0,0.0,148,0.0,0.0,0.0,627,17.0,283,231,6.0,10.0,175,50,243,15.0,0.0,2.0,0.0,0.0,95,115,40,0.0,8.0,0.0,53,106,9.0,6,0.0,6.0,83,14.0,0.0,14,69,3.0,0.0,7,127,1.0,0.0,0.0,0.0,40,7.0,0.0,0.0,2.0,3.0,0.0,0.0,65,95,95,0.0,10,0.0,0.0,59,0.0,0.0,0.0,7.0,3,0.0,2.0,6.0,46.0,16,11.0,0.0,5.0,0.0,0.0,0.0,5.0,1.0,2.0,25,0.0,1.0,0.0,1.0,4.0,2.0,0.0,8.0,5.0,6,0.0,2.0,6.0,11.0,0.0,14.0,26.0,107,107,14.0,3.0,4,11.0,28,2.0,0.0,0.0,1.0,167,11.0,37.0,39,6.0,1.0,0.0,0.0,0.0,0.0
200807,1.996,1159,3.0,61,77,49,5.0,2,7,2.0,5.0,350,8.0,13.0,4,0.0,2.0,5,0.0,2.0,89,34,0.0,22,0.0,4.0,248,9.0,1.0,2.0,568,12.0,333,273,4.0,1.0,265,70,259,7.0,0.0,7.0,5.0,0.0,133,113,51,6.0,0.0,1.0,46,80,1.0,34,0.0,8.0,73,7.0,2.0,4,36,7.0,0.0,8,92,3.0,0.0,0.0,0.0,23,0.0,0.0,0.0,0.0,1.0,0.0,0.0,101,51,67,0.0,12,0.0,0.0,90,0.0,2.0,0.0,2.0,3,0.0,1.0,7.0,37.0,26,1.0,0.0,10.0,0.0,0.0,0.0,13.0,0.0,1.0,10,0.0,9.0,0.0,0.0,2.0,0.0,0.0,4.0,1.0,13,1.0,2.0,4.0,28.0,0.0,2.0,2.0,59,146,1.0,0.0,2,5.0,12,6.0,0.0,0.0,6.0,133,0.0,17.0,42,0.0,4.0,0.0,0.0,0.0,0.0
200808,1.99675,1045,4.0,35,62,38,8.0,11,7,1.0,0.0,311,5.0,4.0,5,0.0,2.0,22,1.0,0.0,49,31,8.0,14,0.0,3.0,148,0.0,0.0,2.0,494,2.0,329,327,1.0,11.0,227,30,154,11.0,0.0,3.0,1.0,1.0,143,109,31,12.0,1.0,0.0,48,85,1.0,2,0.0,2.0,82,2.0,0.0,4,48,0.0,0.0,26,108,0.0,0.0,2.0,0.0,27,0.0,0.0,0.0,5.0,0.0,0.0,0.0,99,66,118,1.0,11,0.0,0.0,56,0.0,3.0,0.0,1.0,3,0.0,0.0,7.0,29.0,47,18.0,0.0,4.0,0.0,0.0,0.0,10.0,0.0,0.0,11,0.0,0.0,0.0,0.0,8.0,0.0,0.0,0.0,5.0,10,0.0,0.0,0.0,0.0,0.0,0.0,4.0,62,176,38.0,0.0,6,6.0,31,1.0,0.0,0.0,3.0,170,5.0,16.0,38,0.0,11.0,0.0,0.0,0.0,0.0
200809,1.9975,832,4.0,43,59,40,5.0,6,7,0.0,0.0,193,0.0,4.0,9,0.0,2.0,3,0.0,5.0,59,22,2.0,30,0.0,1.0,170,2.0,3.0,0.0,404,52.0,203,195,1.0,8.0,381,46,197,7.0,1.0,0.0,1.0,0.0,86,183,137,7.0,0.0,0.0,47,55,4.0,4,1.0,1.0,31,11.0,0.0,5,26,0.0,1.0,2,92,1.0,0.0,1.0,0.0,28,21.0,0.0,0.0,5.0,0.0,0.0,0.0,46,45,123,0.0,7,0.0,0.0,54,4.0,2.0,0.0,2.0,6,0.0,3.0,7.0,4.0,25,4.0,0.0,10.0,0.0,0.0,0.0,0.0,0.0,0.0,11,0.0,1.0,0.0,1.0,3.0,0.0,0.0,0.0,3.0,18,1.0,6.0,2.0,0.0,0.0,3.0,9.0,38,88,10.0,1.0,16,3.0,6,3.0,0.0,0.0,7.0,89,3.0,10.0,77,2.0,1.0,0.0,0.0,1.0,0.0
200810,1.99825,1210,2.0,91,60,90,4.0,11,9,0.0,0.0,360,2.0,11.0,7,7.0,1.0,14,0.0,0.0,82,41,2.0,21,0.0,3.0,231,0.0,0.0,0.0,925,8.0,272,250,0.0,10.0,221,87,227,22.0,0.0,2.0,9.0,0.0,78,274,48,6.0,0.0,0.0,34,105,1.0,13,0.0,7.0,74,9.0,0.0,24,31,0.0,0.0,4,74,2.0,0.0,0.0,0.0,27,6.0,0.0,0.0,0.0,0.0,0.0,0.0,88,40,42,0.0,34,0.0,0.0,61,1.0,0.0,0.0,0.0,10,0.0,1.0,11.0,12.0,16,6.0,0.0,1.0,1.0,2.0,0.0,5.0,0.0,0.0,2,0.0,2.0,0.0,0.0,23.0,0.0,0.0,3.0,8.0,13,14.0,0.0,1.0,3.0,0.0,0.0,0.0,79,77,7.0,1.0,19,12.0,10,7.0,0.0,0.0,2.0,144,1.0,15.0,121,10.0,2.0,0.0,0.0,0.0,0.0
200811,1.999,1575,5.0,68,120,41,3.0,5,12,10.0,0.0,392,1.0,1.0,3,0.0,2.0,29,2.0,0.0,118,34,0.0,26,0.0,8.0,425,0.0,0.0,0.0,958,20.0,385,334,33.0,8.0,198,86,231,22.0,0.0,1.0,0.0,0.0,205,216,44,2.0,0.0,0.0,89,88,7.0,54,0.0,5.0,75,3.0,1.0,5,33,0.0,0.0,6,74,0.0,0.0,0.0,0.0,49,4.0,0.0,0.0,0.0,0.0,0.0,0.0,64,57,38,0.0,7,2.0,0.0,82,0.0,5.0,0.0,1.0,13,0.0,0.0,21.0,92.0,32,7.0,0.0,3.0,0.0,0.0,0.0,6.0,1.0,0.0,7,0.0,0.0,0.0,29.0,1.0,0.0,0.0,2.0,2.0,17,8.0,6.0,0.0,2.0,0.0,0.0,19.0,60,54,6.0,0.0,3,2.0,8,4.0,0.0,0.0,0.0,114,0.0,5.0,30,0.0,0.0,0.0,0.0,0.0,0.0
200812,1.99975,2006,5.0,50,76,56,10.0,5,14,1.0,1.0,507,0.0,0.0,5,1.0,13.0,9,0.0,2.0,71,39,4.0,33,0.0,7.0,173,6.0,0.0,0.0,866,21.0,340,313,7.0,18.0,139,65,288,31.0,0.0,2.0,0.0,0.0,224,298,48,12.0,0.0,0.0,62,135,18.0,16,0.0,0.0,90,7.0,4.0,9,45,2.0,0.0,18,117,7.0,0.0,0.0,0.0,36,4.0,0.0,2.0,2.0,0.0,0.0,0.0,72,51,106,0.0,27,0.0,0.0,70,0.0,0.0,0.0,3.0,10,0.0,0.0,9.0,107.0,28,18.0,0.0,8.0,0.0,0.0,0.0,2.0,0.0,2.0,9,0.0,0.0,2.0,1.0,7.0,0.0,3.0,0.0,11.0,17,3.0,3.0,3.0,1.0,0.0,2.0,6.0,142,195,10.0,1.0,4,8.0,10,3.0,0.0,0.0,5.0,191,1.0,7.0,68,3.0,0.0,0.0,0.0,2.0,0.0
