MonthYear,GPI,event_count_10,event_count_11,event_count_12,event_count_13,event_count_14,event_count_15,event_count_16,event_count_17,event_count_18,event_count_19,event_count_20,event_count_21,event_count_22,event_count_23,event_count_24,event_count_25,event_count_26,event_count_27,event_count_28,event_count_30,event_count_31,event_count_32,event_count_33,event_count_34,event_count_35,event_count_36,event_count_37,event_count_38,event_count_39,event_count_40,event_count_41,event_count_42,event_count_43,event_count_44,event_count_45,event_count_46,event_count_50,event_count_51,event_count_52,event_count_53,event_count_54,event_count_55,event_count_56,event_count_57,event_count_60,event_count_61,event_count_62,event_count_63,event_count_64,event_count_70,event_count_71,event_count_72,event_count_73,event_count_74,event_count_75,event_count_80,event_count_81,event_count_82,event_count_83,event_count_84,event_count_85,event_count_86,event_count_87,event_count_90,event_count_91,event_count_92,event_count_93,event_count_94,event_count_100,event_count_101,event_count_102,event_count_103,event_count_104,event_count_105,event_count_106,event_count_107,event_count_110,event_count_111,event_count_112,event_count_113,event_count_114,event_count_115,event_count_116,event_count_120,event_count_121,event_count_122,event_count_123,event_count_124,event_count_125,event_count_126,event_count_127,event_count_128,event_count_129,event_count_130,event_count_131,event_count_132,event_count_133,event_count_134,event_count_135,event_count_136,event_count_137,event_count_138,event_count_139,event_count_140,event_count_141,event_count_142,event_count_143,event_count_144,event_count_145,event_count_150,event_count_151,event_count_152,event_count_153,event_count_154,event_count_160,event_count_161,event_count_162,event_count_163,event_count_164,event_count_165,event_count_166,event_count_170,event_count_171,event_count_172,event_count_173,event_count_174,event_count_175,event_count_180,event_count_181,event_count_182,event_count_183,event_count_184,event_count_185,event_count_186,event_count_190,event_count_191,event_count_192,event_count_193,event_count_194,event_count_195,event_count_196,event_count_201,event_count_202,event_count_203
200803,1.853,1542,36,329,368,210,44,33,97,29,0.0,1484,24,24,53,10,99,92,7,1.0,346,114,5,68,8.0,48,700,19.0,11.0,10.0,1339,75,1547,1422,17,26,1005,220,1113,16,4.0,15.0,48,6.0,245,325,53,21,0.0,6.0,222,134,129,78,1.0,36,193,59,0.0,45,380,1.0,40.0,60,349,7.0,2.0,0.0,1.0,164,23,3.0,6.0,25.0,16,8.0,0.0,369,333,620,9.0,57,9,0.0,485,0.0,7.0,0.0,18,34,0.0,2.0,42,30,213,34,0.0,7,1.0,0.0,0.0,2.0,54,7.0,13,128,8.0,6,2.0,7,15.0,36.0,6.0,19.0,86,48,17,5.0,87,29,0.0,2.0,11.0,50,195,540,40,12,76,104,114,19.0,0.0,0.0,23,775,9.0,74,174,18,23,0.0,1.0,1.0,0.0
200804,1.8538333333333332,1724,61,338,496,209,26,74,125,35,4.0,1424,18,44,63,14,80,69,11,0.0,360,50,5,100,0.0,76,1042,11.0,13.0,2.0,1550,71,1987,1817,85,41,1031,281,1161,7,11.0,7.0,35,1.0,263,313,76,21,8.0,2.0,224,188,138,174,2.0,27,235,21,0.0,66,603,0.0,77.0,63,313,2.0,0.0,0.0,0.0,146,11,1.0,5.0,21.0,13,12.0,0.0,333,418,558,13.0,151,9,0.0,450,2.0,7.0,1.0,11,34,0.0,10.0,38,19,245,30,0.0,4,1.0,0.0,0.0,7.0,55,1.0,46,242,6.0,12,10.0,8,2.0,8.0,3.0,1.0,55,85,26,11.0,118,54,0.0,0.0,19.0,51,161,646,30,34,44,231,63,6.0,0.0,0.0,33,793,13.0,100,183,14,72,0.0,0.0,4.0,0.0
200805,1.854666666666667,1774,33,313,412,199,66,44,109,30,0.0,1425,20,22,57,1,46,127,12,0.0,412,71,16,105,5.0,46,985,24.0,6.0,1.0,1806,60,1638,1483,39,32,1122,220,1039,14,12.0,9.0,10,2.0,426,314,39,31,6.0,9.0,334,139,25,166,4.0,7,211,56,0.0,110,203,2.0,6.0,80,357,26.0,0.0,0.0,0.0,177,7,0.0,0.0,6.0,3,5.0,0.0,276,383,470,6.0,84,5,0.0,485,4.0,6.0,2.0,40,45,0.0,0.0,57,16,129,10,0.0,18,2.0,0.0,0.0,0.0,52,8.0,21,237,6.0,57,21.0,16,8.0,27.0,1.0,1.0,22,76,26,16.0,42,16,0.0,0.0,11.0,30,202,782,21,17,76,53,106,19.0,0.0,1.0,23,734,19.0,55,113,9,13,0.0,0.0,2.0,1.0
200806,1.8555,1850,38,364,415,226,42,61,122,38,5.0,1581,26,15,33,7,44,110,34,1.0,495,48,40,118,1.0,83,1341,9.0,0.0,13.0,1543,49,1856,1697,129,24,1220,356,1257,31,0.0,15.0,15,1.0,393,380,74,25,8.0,10.0,267,224,49,54,8.0,11,224,23,1.0,103,232,14.0,11.0,75,376,4.0,2.0,0.0,0.0,225,9,0.0,0.0,16.0,33,0.0,0.0,469,496,449,9.0,124,10,0.0,803,0.0,1.0,0.0,10,30,0.0,4.0,22,29,220,29,0.0,21,1.0,0.0,0.0,2.0,59,8.0,10,136,0.0,10,11.0,25,27.0,7.0,8.0,2.0,93,70,12,12.0,41,21,0.0,1.0,5.0,21,145,436,45,11,40,55,115,34.0,0.0,1.0,24,853,21.0,67,155,45,26,1.0,0.0,0.0,0.0
200807,1.8563333333333336,2429,46,360,640,179,64,50,147,25,7.0,1759,18,41,42,2,76,154,15,2.0,645,55,17,68,0.0,54,1898,19.0,2.0,2.0,2464,70,2603,2542,88,99,1758,492,1616,11,2.0,27.0,22,3.0,338,374,57,21,17.0,1.0,314,150,50,231,22.0,17,266,22,4.0,75,641,3.0,19.0,59,413,17.0,1.0,0.0,17.0,288,8,2.0,1.0,23.0,21,4.0,0.0,286,471,591,4.0,95,3,0.0,577,0.0,3.0,0.0,14,51,0.0,5.0,25,51,224,29,0.0,4,5.0,1.0,0.0,0.0,24,18.0,7,83,3.0,6,1.0,5,19.0,12.0,4.0,0.0,43,78,26,4.0,75,36,0.0,0.0,7.0,40,239,674,28,8,45,175,132,16.0,1.0,1.0,20,803,7.0,114,144,26,39,0.0,0.0,7.0,1.0
200808,1.8571666666666669,1377,40,332,392,187,44,72,84,82,5.0,1134,25,9,17,2,116,84,18,6.0,400,44,15,93,0.0,67,877,9.0,1.0,4.0,1166,212,1351,1266,8,330,783,177,890,22,1.0,19.0,4,3.0,379,255,50,14,2.0,0.0,200,130,85,75,19.0,15,124,25,3.0,27,216,0.0,29.0,164,298,5.0,0.0,1.0,0.0,185,5,0.0,1.0,13.0,29,0.0,0.0,208,391,608,2.0,49,6,0.0,351,0.0,1.0,0.0,10,22,0.0,10.0,50,76,159,48,0.0,2,2.0,0.0,0.0,5.0,36,7.0,10,62,1.0,2,0.0,11,3.0,6.0,5.0,7.0,39,56,32,32.0,40,19,0.0,4.0,6.0,9,107,316,28,9,160,50,107,26.0,0.0,0.0,31,954,2.0,48,92,6,24,9.0,0.0,3.0,4.0
200809,1.858,1434,21,248,401,127,41,37,247,22,1.0,1102,37,9,53,4,24,95,4,2.0,357,46,16,58,1.0,38,1240,8.0,1.0,24.0,1550,37,1523,1443,16,128,984,218,742,17,8.0,7.0,12,4.0,325,204,44,31,5.0,0.0,248,165,38,122,6.0,11,141,20,0.0,46,220,4.0,4.0,94,313,1.0,0.0,0.0,0.0,163,13,5.0,0.0,15.0,19,0.0,0.0,171,284,289,7.0,86,6,0.0,334,0.0,3.0,1.0,13,20,0.0,2.0,14,14,156,5,0.0,1,0.0,0.0,0.0,20.0,42,6.0,2,61,0.0,6,0.0,9,5.0,1.0,2.0,2.0,26,42,17,5.0,27,37,0.0,2.0,3.0,19,167,416,17,7,72,93,78,16.0,0.0,0.0,8,644,4.0,18,87,25,9,0.0,0.0,0.0,5.0
200810,1.8588333333333336,1885,49,429,508,190,67,70,74,32,8.0,1794,21,27,59,8,38,183,13,5.0,528,71,63,136,3.0,57,1399,24.0,22.0,11.0,2586,66,1550,1441,258,132,1525,340,1152,24,0.0,14.0,30,6.0,346,341,104,18,5.0,7.0,256,485,64,321,8.0,12,200,31,0.0,45,261,3.0,8.0,135,461,15.0,6.0,0.0,0.0,249,8,0.0,0.0,21.0,5,0.0,0.0,339,378,539,12.0,93,18,0.0,476,1.0,5.0,0.0,13,48,0.0,2.0,33,11,226,8,0.0,6,0.0,0.0,2.0,2.0,48,4.0,7,66,2.0,5,0.0,17,20.0,1.0,10.0,0.0,58,56,9,17.0,13,21,0.0,1.0,8.0,34,140,476,32,7,49,42,39,16.0,0.0,0.0,20,647,7.0,98,134,19,9,0.0,0.0,1.0,1.0
200811,1.8596666666666668,1753,39,412,488,250,45,80,159,22,1.0,1598,25,18,72,9,37,88,17,3.0,433,49,14,94,1.0,40,966,25.0,0.0,0.0,2284,61,1644,1487,13,66,1324,224,1211,11,14.0,17.0,14,2.0,229,354,77,56,7.0,8.0,255,232,132,157,15.0,8,183,23,3.0,34,310,2.0,29.0,110,391,2.0,0.0,1.0,0.0,310,15,0.0,2.0,14.0,5,1.0,0.0,368,385,698,5.0,79,10,0.0,408,0.0,8.0,0.0,27,34,0.0,8.0,17,20,213,32,0.0,9,0.0,0.0,0.0,11.0,88,1.0,6,155,0.0,9,2.0,51,8.0,1.0,0.0,11.0,70,101,68,7.0,8,14,0.0,14.0,3.0,39,194,1087,61,21,69,150,85,23.0,0.0,0.0,21,1090,5.0,57,273,19,10,0.0,0.0,3.0,1.0
200812,1.8605000000000005,1892,51,353,467,236,63,57,99,22,6.0,1930,21,19,66,16,121,166,22,3.0,487,101,28,100,0.0,33,1223,20.0,2.0,5.0,2350,93,1620,1406,48,60,1140,265,1177,10,8.0,7.0,18,3.0,517,393,106,12,0.0,3.0,220,310,69,178,5.0,10,217,44,2.0,73,305,1.0,23.0,117,321,10.0,1.0,0.0,1.0,172,9,0.0,7.0,45.0,38,0.0,2.0,331,455,555,10.0,84,23,0.0,474,0.0,7.0,1.0,22,68,0.0,5.0,34,54,228,31,2.0,15,3.0,0.0,0.0,0.0,63,0.0,19,224,0.0,19,14.0,19,24.0,2.0,18.0,11.0,41,79,28,16.0,91,52,1.0,1.0,5.0,41,210,636,14,16,123,57,121,22.0,0.0,0.0,22,949,5.0,72,108,84,34,1.0,0.0,0.0,0.0
