MonthYear,GPI,event_count_10,event_count_11,event_count_12,event_count_13,event_count_14,event_count_15,event_count_16,event_count_17,event_count_18,event_count_19,event_count_20,event_count_21,event_count_22,event_count_23,event_count_24,event_count_25,event_count_26,event_count_27,event_count_28,event_count_30,event_count_31,event_count_32,event_count_33,event_count_34,event_count_35,event_count_36,event_count_37,event_count_38,event_count_39,event_count_40,event_count_41,event_count_42,event_count_43,event_count_44,event_count_45,event_count_46,event_count_50,event_count_51,event_count_52,event_count_53,event_count_54,event_count_55,event_count_56,event_count_57,event_count_60,event_count_61,event_count_62,event_count_63,event_count_64,event_count_70,event_count_71,event_count_72,event_count_73,event_count_74,event_count_75,event_count_80,event_count_81,event_count_82,event_count_83,event_count_84,event_count_85,event_count_86,event_count_87,event_count_90,event_count_91,event_count_92,event_count_93,event_count_94,event_count_100,event_count_101,event_count_102,event_count_103,event_count_104,event_count_105,event_count_106,event_count_107,event_count_110,event_count_111,event_count_112,event_count_113,event_count_114,event_count_115,event_count_116,event_count_120,event_count_121,event_count_122,event_count_123,event_count_124,event_count_125,event_count_126,event_count_127,event_count_128,event_count_129,event_count_130,event_count_131,event_count_132,event_count_133,event_count_134,event_count_135,event_count_136,event_count_137,event_count_138,event_count_139,event_count_140,event_count_141,event_count_142,event_count_143,event_count_144,event_count_145,event_count_150,event_count_151,event_count_152,event_count_153,event_count_154,event_count_160,event_count_161,event_count_162,event_count_163,event_count_164,event_count_165,event_count_166,event_count_170,event_count_171,event_count_172,event_count_173,event_count_174,event_count_175,event_count_180,event_count_181,event_count_182,event_count_183,event_count_184,event_count_185,event_count_186,event_count_190,event_count_191,event_count_192,event_count_193,event_count_194,event_count_195,event_count_196,event_count_201,event_count_202,event_count_203
200803,2.257,23109,1129,5391,6107,3326,1848,970,803,350,25,18851,491,412,806,87,507,788,106,25,4426,1694,213,868,16.0,652,10248,108,7,35,15279,747,18116,16383,191,569,9416,2517,13752,231,118,110,443,85,1565,4492,846,368,30,124,4986,4193,760,767,27,93,3035,424,35,978,3523,30,80,1173,6926,63,5,17,0.0,2956,173,7.0,8,117,80,7,2.0,6091,4752,6822,56,1513,359,0.0,5533,10,69,19,325,480,0.0,55,520,401,2457,167,3.0,74,11,0.0,1.0,0.0,665,124,116,1431,22.0,113,36,113,162,19,36,35,341,1299,315,77,239,232,0.0,14,123,580,2623,8247,287,107,1207,387,1037,288,0.0,12,282,11062,133,1040,3526,464,432,0.0,1.0,18,18
200804,2.2636666666666665,23572,1188,5901,5902,2960,1659,924,1118,159,39,18905,374,339,803,111,542,1093,68,46,4691,1271,212,1048,7.0,627,12356,111,5,18,19456,793,19263,17420,297,615,9524,2474,14697,252,114,88,352,42,1686,4502,1221,376,74,142,5293,4676,668,785,35,129,2989,560,33,671,3732,71,123,1429,7263,113,4,11,4.0,3046,160,12.0,17,123,147,13,4.0,5754,5048,7081,67,1565,366,0.0,6122,28,86,28,296,592,0.0,60,374,368,2730,185,0.0,87,10,0.0,0.0,3.0,798,111,73,1163,20.0,96,16,80,157,62,40,32,423,2001,225,68,310,223,0.0,81,221,574,2248,8110,248,80,1298,340,1034,297,0.0,26,365,11799,118,1139,3557,404,522,3.0,2.0,8,15
200805,2.2703333333333333,24547,1155,5606,6341,3405,1632,1063,894,301,46,20249,417,535,956,131,432,738,39,58,5136,1331,237,1340,25.0,633,11552,139,5,24,19413,848,19514,17431,460,490,10211,3073,16042,397,113,70,503,92,2033,4633,1166,312,34,107,5870,4997,647,1338,51,103,3176,734,30,944,3488,97,46,1187,7085,103,1,8,0.0,3139,136,15.0,10,130,103,11,1.0,6689,5144,7345,69,1559,367,1.0,6727,11,98,24,348,529,0.0,74,323,855,2636,455,1.0,86,18,0.0,2.0,11.0,818,92,72,1168,62.0,178,72,67,133,26,21,26,337,1067,188,86,332,269,0.0,66,169,723,2450,8547,331,87,1199,277,1022,226,0.0,16,704,11554,127,1135,3202,395,439,7.0,5.0,11,3
200806,2.277,23881,1105,5263,5951,3226,1739,1057,764,368,40,19661,378,573,914,53,405,903,64,41,4790,1362,210,1191,22.0,676,11029,148,20,11,17781,767,18515,16447,347,519,9653,2630,15110,353,100,81,355,41,1909,4237,1209,371,74,80,5456,4572,649,1200,30,152,3073,895,27,883,3416,127,88,1111,6792,94,4,11,5.0,3137,125,12.0,17,114,141,10,2.0,5762,5050,7151,42,1512,373,0.0,6302,14,78,40,348,499,0.0,55,626,501,2570,286,3.0,63,15,0.0,2.0,0.0,962,88,95,1155,20.0,91,24,139,180,23,42,15,314,1201,137,86,273,265,0.0,204,101,1029,3111,8154,370,68,1170,280,1260,306,0.0,6,419,11288,129,1156,3218,305,332,10.0,1.0,9,12
200807,2.2836666666666665,23792,1162,5389,5931,3086,1768,1020,805,353,174,18855,447,299,755,44,559,833,56,41,5478,1448,194,1143,0.0,722,11596,121,42,15,17458,734,20097,17919,649,650,11067,2826,13339,278,95,137,342,62,2105,4819,1279,324,63,109,5144,4495,838,1398,50,158,3360,657,31,736,4251,41,123,1708,7267,137,14,8,9.0,3186,109,10.0,24,144,158,24,6.0,4874,4456,7101,61,1281,456,2.0,6104,11,64,24,346,484,1.0,75,382,612,2519,214,7.0,36,40,0.0,3.0,0.0,793,92,52,916,7.0,65,30,80,363,40,62,60,428,1117,322,76,296,240,1.0,111,106,915,2733,8965,521,44,1465,631,1246,234,0.0,9,279,10950,68,989,3320,361,411,4.0,0.0,1,13
200808,2.2903333333333333,21236,905,4549,4890,2611,1456,984,680,284,46,16553,351,427,666,55,602,628,84,43,5032,968,291,979,20.0,668,9093,111,33,28,14538,896,17039,15321,133,552,7910,1981,12489,236,112,208,196,70,2059,3949,926,244,35,98,4697,3424,868,1104,93,142,2634,468,39,568,3089,26,148,1998,5866,102,3,12,5.0,2899,88,8.0,2,108,229,13,2.0,4731,4536,6138,37,1250,231,0.0,5359,15,67,26,264,510,0.0,89,431,196,2472,182,0.0,46,23,0.0,11.0,0.0,826,69,106,825,12.0,97,20,74,212,25,104,47,417,1144,387,171,196,192,0.0,193,76,585,1901,7082,371,49,1299,306,811,285,0.0,14,313,9644,74,1396,2465,316,407,12.0,1.0,12,111
200809,2.297,18655,845,4681,4611,2366,1272,555,892,285,58,14044,334,302,705,35,328,624,46,28,4176,953,199,1114,15.0,547,9681,90,29,33,13656,668,14491,13151,190,679,8452,1932,10626,188,82,103,143,48,1729,4305,902,310,16,74,4249,3692,625,2041,44,108,2159,333,23,512,2225,51,76,1333,5405,71,13,4,1.0,2364,129,0.0,13,67,68,3,3.0,3785,3780,5156,26,1074,183,1.0,4420,7,88,12,151,401,0.0,77,257,280,2494,113,5.0,33,14,0.0,1.0,3.0,685,80,78,800,0.0,71,15,101,133,33,53,19,306,1066,358,88,271,218,0.0,231,44,464,1649,4887,441,70,885,206,543,258,0.0,12,216,8187,66,1179,2052,318,338,3.0,2.0,5,43
200810,2.3036666666666665,25185,1169,6120,6190,4021,1646,931,708,233,35,19332,530,387,1003,110,493,745,51,32,5048,1400,158,1514,18.0,806,10882,146,9,23,19767,869,18275,16473,332,632,7669,2326,15102,257,89,83,343,50,2574,5637,1098,300,36,109,5195,5431,663,1770,49,107,2827,639,53,711,4264,56,102,1459,7052,147,7,15,3.0,3033,122,3.0,9,122,110,6,7.0,6223,5371,7240,58,1470,277,1.0,6334,18,60,28,380,467,0.0,67,347,249,2747,88,5.0,46,27,0.0,7.0,1.0,646,57,86,1383,4.0,102,23,107,187,12,34,25,311,1104,322,85,293,244,0.0,78,68,610,2150,8081,294,38,1156,439,1040,271,1.0,17,416,11673,36,1347,2872,359,617,4.0,1.0,5,19
200811,2.3103333333333333,22238,1041,5273,5959,4383,1186,711,829,362,35,17606,373,419,954,89,484,821,81,25,4487,1093,194,1021,24.0,741,10264,106,12,36,18438,976,19024,16908,241,461,7883,2578,15223,241,92,96,284,64,2152,4573,1084,205,19,89,4697,4443,637,1427,25,97,3325,616,95,1016,3106,44,67,1588,5659,70,6,3,23.0,2871,102,8.0,2,121,111,5,3.0,5261,3921,5715,46,1212,244,0.0,6081,38,68,19,205,459,0.0,70,254,198,2577,99,3.0,39,16,0.0,0.0,0.0,811,84,127,1255,18.0,102,36,152,139,51,59,25,328,1048,327,85,154,202,0.0,55,73,760,2372,7341,303,45,1049,521,836,268,0.0,10,440,10441,70,1238,3062,508,346,2.0,4.0,10,16
200812,2.317,22267,999,4899,5515,3198,1603,785,772,251,19,18016,437,351,1091,200,660,701,110,42,4634,1131,188,1361,31.0,780,9016,138,42,12,16350,936,17637,15640,157,735,7168,2342,12367,254,105,67,212,50,2064,4988,1049,252,30,102,5175,4994,722,1451,67,100,3093,431,39,938,3330,28,193,1324,6510,115,24,6,4.0,3099,126,4.0,11,106,160,6,13.0,4064,3828,6597,52,1245,301,3.0,6156,25,116,18,244,436,3.0,78,327,267,2492,155,5.0,49,32,0.0,0.0,2.0,723,75,98,983,6.0,100,15,149,171,30,37,16,524,1248,233,111,140,282,0.0,35,61,461,2138,8827,285,36,1183,398,955,264,2.0,16,348,9038,133,1281,3025,499,349,4.0,8.0,26,15
