MonthYear,GPI,event_count_10,event_count_11,event_count_12,event_count_13,event_count_14,event_count_15,event_count_16,event_count_17,event_count_18,event_count_19,event_count_20,event_count_21,event_count_22,event_count_23,event_count_24,event_count_25,event_count_26,event_count_27,event_count_28,event_count_30,event_count_31,event_count_32,event_count_33,event_count_34,event_count_35,event_count_36,event_count_37,event_count_38,event_count_39,event_count_40,event_count_41,event_count_42,event_count_43,event_count_44,event_count_45,event_count_46,event_count_50,event_count_51,event_count_52,event_count_53,event_count_54,event_count_55,event_count_56,event_count_57,event_count_60,event_count_61,event_count_62,event_count_63,event_count_64,event_count_70,event_count_71,event_count_72,event_count_73,event_count_74,event_count_75,event_count_80,event_count_81,event_count_82,event_count_83,event_count_84,event_count_85,event_count_86,event_count_87,event_count_90,event_count_91,event_count_92,event_count_93,event_count_94,event_count_100,event_count_101,event_count_102,event_count_103,event_count_104,event_count_105,event_count_106,event_count_107,event_count_110,event_count_111,event_count_112,event_count_113,event_count_114,event_count_115,event_count_116,event_count_120,event_count_121,event_count_122,event_count_123,event_count_124,event_count_125,event_count_126,event_count_127,event_count_128,event_count_129,event_count_130,event_count_131,event_count_132,event_count_133,event_count_134,event_count_136,event_count_137,event_count_138,event_count_139,event_count_140,event_count_141,event_count_142,event_count_143,event_count_144,event_count_145,event_count_150,event_count_151,event_count_152,event_count_153,event_count_154,event_count_160,event_count_161,event_count_162,event_count_163,event_count_164,event_count_166,event_count_170,event_count_171,event_count_172,event_count_173,event_count_174,event_count_175,event_count_180,event_count_181,event_count_182,event_count_183,event_count_184,event_count_185,event_count_186,event_count_190,event_count_191,event_count_192,event_count_193,event_count_194,event_count_195,event_count_196,event_count_201,event_count_202,event_count_203
200803,2.467,404,57,137,84,36,3,41,36,38,0.0,190,1.0,6,6,4.0,16,8,6.0,1.0,48,10,1.0,10,0.0,8,154,0.0,0.0,0.0,274,22,380,354,12.0,13.0,196,38,254,5,0.0,0.0,1.0,0.0,48,104,20,20.0,0.0,0.0,53,28,31,60,0.0,5.0,63,2,6.0,53,138,2.0,0.0,64,144,0.0,1.0,0.0,0.0,46,8.0,0.0,0.0,2.0,0.0,0.0,0.0,109,102,237,2.0,47,3.0,0.0,184,0.0,0.0,1.0,2.0,7,0.0,4.0,12.0,0.0,45,0.0,0.0,6.0,1.0,1.0,0.0,35,0.0,0.0,45,0.0,22.0,3.0,0.0,2.0,1.0,3.0,4.0,34,21,1.0,1.0,7.0,0.0,0.0,3.0,13,96,203,2.0,4.0,116,97.0,48,20.0,0.0,0.0,26.0,1604,2.0,76,229,33.0,98.0,1.0,0.0,2.0,4.0
200804,2.471,355,31,89,115,28,15,23,20,19,0.0,234,1.0,3,22,2.0,5,16,4.0,0.0,89,15,5.0,18,1.0,15,299,0.0,1.0,0.0,278,8,403,421,6.0,7.0,162,29,186,24,3.0,0.0,1.0,0.0,37,94,30,12.0,4.0,0.0,52,22,15,30,1.0,0.0,73,4,2.0,20,134,0.0,1.0,80,118,0.0,6.0,0.0,2.0,43,3.0,0.0,0.0,1.0,1.0,0.0,0.0,55,116,275,2.0,42,0.0,0.0,112,0.0,2.0,0.0,0.0,3,0.0,0.0,4.0,1.0,28,2.0,0.0,0.0,0.0,0.0,0.0,23,0.0,3.0,25,0.0,3.0,2.0,2.0,10.0,0.0,1.0,3.0,24,19,1.0,0.0,5.0,0.0,2.0,4.0,35,110,182,3.0,2.0,95,40.0,44,30.0,0.0,2.0,27.0,1588,5.0,81,216,75.0,241.0,0.0,0.0,3.0,3.0
200805,2.475,417,44,75,95,63,17,40,14,15,0.0,173,3.0,14,8,12.0,3,9,0.0,0.0,39,7,5.0,20,0.0,7,156,0.0,0.0,0.0,158,7,347,339,5.0,35.0,161,42,261,9,1.0,1.0,2.0,4.0,33,116,39,3.0,0.0,0.0,51,40,24,19,3.0,3.0,58,3,1.0,24,114,0.0,3.0,89,145,0.0,1.0,4.0,0.0,54,5.0,0.0,0.0,1.0,2.0,0.0,2.0,107,135,340,5.0,56,5.0,0.0,150,0.0,0.0,1.0,3.0,4,0.0,0.0,10.0,0.0,60,4.0,0.0,0.0,0.0,0.0,0.0,31,0.0,2.0,39,0.0,3.0,0.0,0.0,6.0,4.0,2.0,5.0,23,10,2.0,1.0,5.0,2.0,2.0,14.0,12,86,180,7.0,3.0,93,149.0,109,109.0,0.0,2.0,17.0,1765,3.0,119,321,68.0,139.0,0.0,0.0,2.0,2.0
200806,2.479,478,24,73,81,31,12,35,22,15,0.0,208,4.0,1,27,0.0,10,8,7.0,3.0,47,17,1.0,12,0.0,10,143,10.0,1.0,0.0,233,53,306,272,6.0,34.0,176,29,141,5,0.0,0.0,2.0,0.0,20,106,32,4.0,0.0,0.0,30,55,15,37,1.0,7.0,31,1,0.0,12,155,0.0,2.0,66,154,0.0,2.0,0.0,0.0,52,3.0,0.0,0.0,2.0,2.0,0.0,0.0,98,115,308,0.0,24,4.0,0.0,143,0.0,2.0,0.0,2.0,2,0.0,0.0,0.0,0.0,46,1.0,0.0,0.0,3.0,0.0,0.0,29,0.0,1.0,43,0.0,7.0,1.0,0.0,6.0,0.0,8.0,3.0,36,12,8.0,0.0,4.0,0.0,0.0,0.0,5,99,285,6.0,3.0,86,45.0,61,111.0,0.0,0.0,11.0,1709,11.0,93,247,45.0,136.0,2.0,0.0,3.0,2.0
200807,2.483,368,25,107,136,45,4,32,38,21,0.0,215,15.0,10,9,0.0,12,13,4.0,0.0,55,7,2.0,18,2.0,16,408,8.0,0.0,3.0,519,30,528,526,39.0,16.0,265,75,126,5,5.0,7.0,0.0,0.0,83,87,19,29.0,6.0,7.0,47,35,52,18,1.0,13.0,91,7,0.0,11,130,0.0,5.0,87,82,0.0,0.0,0.0,0.0,52,8.0,0.0,0.0,5.0,0.0,0.0,0.0,86,107,140,3.0,13,1.0,0.0,133,0.0,0.0,0.0,29.0,7,0.0,0.0,9.0,0.0,57,2.0,0.0,1.0,0.0,0.0,0.0,73,0.0,2.0,75,0.0,2.0,0.0,4.0,9.0,2.0,9.0,5.0,32,14,6.0,0.0,3.0,5.0,10.0,0.0,41,95,177,7.0,2.0,105,79.0,38,15.0,0.0,0.0,5.0,1311,10.0,88,185,35.0,161.0,8.0,0.0,0.0,0.0
200808,2.487,337,29,66,103,23,4,14,21,6,0.0,216,0.0,13,4,2.0,20,23,2.0,0.0,83,11,4.0,20,0.0,11,109,0.0,0.0,0.0,406,32,326,336,17.0,9.0,199,43,269,2,1.0,1.0,2.0,0.0,14,65,5,15.0,0.0,0.0,62,37,33,28,1.0,0.0,79,4,4.0,19,85,0.0,0.0,31,88,0.0,0.0,0.0,0.0,38,5.0,0.0,0.0,2.0,1.0,0.0,0.0,107,52,161,5.0,18,0.0,1.0,89,0.0,0.0,0.0,1.0,4,0.0,4.0,4.0,0.0,36,2.0,0.0,5.0,0.0,0.0,0.0,40,0.0,3.0,31,1.0,4.0,0.0,0.0,8.0,0.0,6.0,28.0,27,13,10.0,0.0,0.0,0.0,1.0,0.0,10,122,157,3.0,0.0,64,58.0,35,30.0,0.0,0.0,0.0,1201,5.0,173,137,33.0,149.0,2.0,0.0,0.0,1.0
200809,2.491,318,18,138,119,25,11,21,18,11,0.0,169,6.0,3,22,0.0,6,9,0.0,2.0,35,21,2.0,20,1.0,11,157,0.0,0.0,0.0,174,4,403,390,3.0,17.0,153,21,136,7,2.0,4.0,0.0,1.0,20,75,13,3.0,0.0,0.0,49,31,16,46,0.0,4.0,41,4,1.0,3,83,0.0,0.0,62,92,0.0,0.0,1.0,0.0,27,0.0,0.0,0.0,2.0,9.0,0.0,0.0,43,76,136,2.0,17,3.0,0.0,78,0.0,1.0,1.0,13.0,10,0.0,0.0,2.0,0.0,42,1.0,0.0,2.0,2.0,0.0,0.0,50,2.0,9.0,29,0.0,10.0,7.0,5.0,1.0,0.0,0.0,1.0,20,13,2.0,9.0,2.0,0.0,3.0,2.0,38,107,128,14.0,0.0,68,66.0,27,41.0,0.0,0.0,20.0,1097,3.0,112,225,28.0,258.0,0.0,0.0,0.0,2.0
200810,2.495,518,15,154,134,29,3,14,20,16,0.0,308,1.0,11,20,0.0,24,14,11.0,1.0,80,7,2.0,23,1.0,14,201,3.0,0.0,0.0,336,24,418,362,5.0,16.0,241,33,270,1,3.0,3.0,1.0,3.0,38,138,20,21.0,2.0,0.0,82,41,51,82,3.0,3.0,102,5,2.0,34,72,0.0,0.0,58,94,0.0,0.0,0.0,0.0,99,3.0,0.0,0.0,3.0,12.0,1.0,0.0,66,160,230,2.0,32,0.0,0.0,158,0.0,0.0,0.0,8.0,7,0.0,0.0,3.0,0.0,77,3.0,0.0,0.0,0.0,0.0,0.0,48,0.0,4.0,97,0.0,4.0,2.0,8.0,4.0,1.0,8.0,1.0,17,32,10.0,1.0,12.0,0.0,0.0,0.0,34,106,183,3.0,1.0,32,20.0,70,185.0,0.0,2.0,20.0,1271,9.0,123,123,56.0,248.0,0.0,0.0,2.0,13.0
200811,2.499,466,7,70,125,27,5,24,22,6,0.0,275,7.0,4,12,3.0,26,21,5.0,1.0,57,6,1.0,22,0.0,38,189,0.0,0.0,0.0,359,1,369,334,2.0,37.0,198,30,295,1,4.0,5.0,2.0,0.0,54,124,25,6.0,0.0,0.0,62,49,66,67,0.0,4.0,125,3,0.0,10,163,0.0,6.0,110,100,0.0,0.0,0.0,0.0,48,1.0,0.0,0.0,0.0,28.0,2.0,0.0,94,81,115,5.0,18,4.0,0.0,97,0.0,3.0,0.0,32.0,10,0.0,9.0,11.0,0.0,47,4.0,0.0,1.0,2.0,0.0,0.0,69,1.0,1.0,60,4.0,1.0,0.0,0.0,3.0,0.0,11.0,2.0,20,33,9.0,0.0,15.0,2.0,0.0,2.0,42,72,229,8.0,7.0,66,55.0,25,4.0,0.0,3.0,8.0,1083,11.0,217,239,24.0,148.0,0.0,0.0,2.0,2.0
200812,2.503,444,28,107,100,23,4,36,26,8,0.0,248,0.0,4,13,2.0,21,10,5.0,2.0,40,4,2.0,33,0.0,26,184,4.0,3.0,0.0,211,10,500,474,0.0,71.0,137,36,233,2,4.0,3.0,2.0,1.0,101,130,16,5.0,0.0,0.0,57,46,22,34,0.0,4.0,98,7,1.0,4,153,1.0,0.0,99,92,0.0,0.0,0.0,0.0,48,3.0,0.0,0.0,0.0,17.0,0.0,0.0,133,91,147,0.0,35,1.0,0.0,84,0.0,0.0,1.0,12.0,5,0.0,0.0,9.0,0.0,58,0.0,0.0,4.0,1.0,0.0,0.0,32,1.0,8.0,47,0.0,3.0,1.0,3.0,2.0,0.0,6.0,2.0,26,13,0.0,0.0,1.0,0.0,1.0,4.0,34,72,239,5.0,1.0,58,65.0,29,69.0,0.0,0.0,2.0,1116,1.0,258,140,29.0,204.0,0.0,0.0,0.0,2.0
