MonthYear,GPI,event_count_10,event_count_11,event_count_12,event_count_13,event_count_14,event_count_15,event_count_16,event_count_17,event_count_18,event_count_19,event_count_20,event_count_21,event_count_22,event_count_23,event_count_24,event_count_25,event_count_26,event_count_27,event_count_28,event_count_30,event_count_31,event_count_32,event_count_33,event_count_34,event_count_35,event_count_36,event_count_37,event_count_38,event_count_39,event_count_40,event_count_41,event_count_42,event_count_43,event_count_44,event_count_45,event_count_46,event_count_50,event_count_51,event_count_52,event_count_53,event_count_54,event_count_55,event_count_56,event_count_57,event_count_60,event_count_61,event_count_62,event_count_63,event_count_64,event_count_70,event_count_71,event_count_72,event_count_73,event_count_74,event_count_75,event_count_80,event_count_81,event_count_82,event_count_83,event_count_84,event_count_85,event_count_86,event_count_87,event_count_90,event_count_91,event_count_92,event_count_93,event_count_94,event_count_100,event_count_101,event_count_102,event_count_103,event_count_104,event_count_105,event_count_106,event_count_107,event_count_110,event_count_111,event_count_112,event_count_113,event_count_114,event_count_115,event_count_116,event_count_120,event_count_121,event_count_122,event_count_123,event_count_124,event_count_125,event_count_126,event_count_127,event_count_128,event_count_129,event_count_130,event_count_131,event_count_132,event_count_133,event_count_134,event_count_136,event_count_137,event_count_138,event_count_139,event_count_140,event_count_141,event_count_142,event_count_143,event_count_144,event_count_145,event_count_150,event_count_151,event_count_152,event_count_153,event_count_154,event_count_160,event_count_161,event_count_162,event_count_163,event_count_164,event_count_165,event_count_166,event_count_170,event_count_171,event_count_172,event_count_173,event_count_174,event_count_175,event_count_180,event_count_181,event_count_182,event_count_183,event_count_184,event_count_185,event_count_186,event_count_190,event_count_191,event_count_192,event_count_193,event_count_194,event_count_195,event_count_196,event_count_201,event_count_202,event_count_203
200803,1.592,1519,23,274,350,127,39,58,78,18,11.0,906,9,30,26,15.0,30,81,5.0,7.0,231,73,23,37,2.0,51,687,5.0,2.0,1.0,1224,52,1012,912,18,15,775,179,692,20,12.0,39.0,44,6.0,112,285,111,15.0,7.0,5.0,151,147,34,40,1.0,6,134,24,0.0,26,183,1.0,5.0,26,370,2.0,1.0,0.0,0.0,133,26.0,0.0,0.0,24,15.0,2.0,0.0,266,240,321,13.0,95,14.0,0.0,360,1.0,8.0,1.0,33,53,0.0,3.0,19,11,124,14,0.0,7.0,0.0,0.0,2.0,32,5.0,10.0,140,7.0,18.0,1.0,21.0,7.0,0.0,1.0,2.0,47,69,20,6.0,28,62,0.0,0.0,4.0,24,135,440,32,23.0,45,53,43,12,0.0,3.0,3,392,11.0,51,120,18,8,0.0,0.0,9.0,0.0
200804,1.59375,1354,25,248,319,112,27,49,112,10,0.0,818,16,11,28,8.0,18,126,2.0,3.0,322,44,13,44,1.0,23,924,0.0,1.0,1.0,1258,43,996,912,114,16,566,172,553,1,2.0,7.0,54,0.0,115,202,69,29.0,9.0,3.0,136,169,60,48,1.0,13,112,19,1.0,52,136,0.0,15.0,37,309,5.0,0.0,0.0,0.0,130,20.0,0.0,3.0,16,5.0,0.0,0.0,201,210,244,8.0,70,6.0,0.0,318,0.0,7.0,0.0,12,23,0.0,10.0,18,12,92,10,0.0,8.0,0.0,0.0,0.0,27,1.0,4.0,61,0.0,1.0,0.0,13.0,3.0,0.0,1.0,2.0,22,74,11,0.0,17,31,0.0,1.0,16.0,18,124,384,35,8.0,23,37,38,7,0.0,3.0,6,394,10.0,28,87,18,12,0.0,0.0,1.0,0.0
200805,1.5955,1446,42,226,317,164,33,64,54,29,1.0,987,16,26,32,6.0,23,83,5.0,3.0,358,63,13,88,5.0,14,1112,3.0,0.0,1.0,1581,44,1268,1180,66,29,696,125,756,7,1.0,9.0,19,2.0,243,210,78,10.0,2.0,0.0,208,159,27,77,1.0,4,173,16,1.0,69,168,0.0,13.0,53,393,7.0,0.0,0.0,0.0,131,9.0,0.0,0.0,15,6.0,8.0,0.0,214,282,247,0.0,68,1.0,0.0,355,0.0,3.0,0.0,17,48,0.0,12.0,34,11,140,19,0.0,3.0,2.0,0.0,0.0,25,3.0,2.0,87,1.0,16.0,1.0,14.0,9.0,3.0,4.0,3.0,43,64,9,1.0,17,22,0.0,2.0,1.0,34,99,487,20,7.0,24,26,36,6,0.0,2.0,22,412,9.0,51,65,12,10,0.0,0.0,6.0,2.0
200806,1.5972499999999998,1268,25,296,269,170,41,41,83,28,3.0,956,6,8,36,5.0,27,54,24.0,6.0,336,64,20,76,1.0,41,769,9.0,3.0,2.0,1273,69,1138,1078,102,37,781,151,716,14,6.0,8.0,11,3.0,165,208,135,10.0,9.0,2.0,179,214,44,71,1.0,9,149,17,0.0,27,178,5.0,19.0,71,255,10.0,0.0,0.0,0.0,134,6.0,0.0,0.0,10,6.0,10.0,0.0,176,217,236,2.0,54,6.0,0.0,252,4.0,10.0,4.0,7,30,0.0,7.0,17,14,155,14,0.0,0.0,0.0,0.0,0.0,27,0.0,3.0,55,0.0,5.0,2.0,1.0,23.0,0.0,2.0,8.0,39,28,8,14.0,15,12,0.0,0.0,3.0,16,124,351,19,2.0,24,47,34,3,0.0,9.0,14,371,23.0,26,55,8,13,0.0,0.0,5.0,0.0
200807,1.599,1908,51,336,470,177,39,51,49,16,5.0,1210,28,46,28,6.0,50,41,6.0,4.0,390,45,11,43,1.0,40,1422,18.0,2.0,6.0,1647,75,2198,2068,78,35,1292,435,1014,26,7.0,21.0,23,9.0,198,264,139,3.0,12.0,6.0,193,195,54,63,2.0,10,202,32,0.0,23,411,5.0,12.0,82,273,9.0,5.0,0.0,4.0,153,13.0,0.0,3.0,18,16.0,0.0,0.0,253,314,322,2.0,61,19.0,0.0,394,1.0,2.0,0.0,16,43,0.0,5.0,69,22,154,29,0.0,2.0,1.0,0.0,1.0,69,1.0,6.0,123,1.0,14.0,3.0,6.0,8.0,1.0,1.0,4.0,16,124,27,2.0,19,33,0.0,0.0,22.0,34,180,508,24,10.0,47,187,60,6,0.0,2.0,24,485,2.0,52,97,12,17,0.0,0.0,6.0,0.0
200808,1.60075,1151,32,205,254,130,24,36,29,15,8.0,716,19,7,27,2.0,44,40,4.0,0.0,368,40,18,33,1.0,21,355,0.0,3.0,0.0,637,52,801,691,2,12,456,89,436,7,6.0,5.0,8,4.0,135,230,121,8.0,3.0,8.0,113,147,22,66,1.0,15,96,8,0.0,33,155,14.0,3.0,54,219,5.0,0.0,0.0,0.0,99,10.0,0.0,0.0,5,9.0,1.0,0.0,130,170,221,7.0,52,0.0,0.0,203,0.0,3.0,1.0,12,7,0.0,9.0,14,13,114,19,0.0,1.0,0.0,0.0,0.0,39,6.0,3.0,39,2.0,7.0,0.0,2.0,5.0,0.0,0.0,2.0,15,57,11,8.0,14,2,0.0,0.0,1.0,29,69,219,12,8.0,19,55,37,11,0.0,1.0,32,386,7.0,34,94,12,13,2.0,0.0,5.0,5.0
200809,1.6025,1059,70,236,308,115,21,40,47,14,1.0,585,16,7,26,3.0,12,24,1.0,5.0,305,74,10,53,1.0,19,514,4.0,0.0,7.0,1061,36,802,723,11,16,992,258,466,10,2.0,4.0,24,0.0,116,209,101,15.0,6.0,0.0,135,151,15,88,16.0,5,102,6,3.0,50,190,0.0,0.0,31,157,1.0,0.0,0.0,0.0,106,10.0,0.0,0.0,5,3.0,0.0,0.0,179,203,238,8.0,45,5.0,0.0,238,0.0,7.0,1.0,4,12,0.0,0.0,10,15,138,19,0.0,10.0,0.0,0.0,1.0,38,2.0,6.0,109,0.0,1.0,0.0,15.0,1.0,2.0,0.0,3.0,23,35,17,5.0,13,19,0.0,1.0,5.0,46,101,352,40,5.0,32,135,43,27,0.0,0.0,6,353,1.0,40,77,5,20,0.0,0.0,1.0,0.0
200810,1.60425,1549,43,358,414,149,36,52,40,15,1.0,1130,15,16,55,5.0,38,53,3.0,0.0,457,48,42,129,0.0,37,764,2.0,0.0,1.0,1190,117,1098,1046,67,13,730,182,715,30,2.0,2.0,13,2.0,171,280,104,19.0,4.0,3.0,208,388,43,495,11.0,4,205,24,0.0,60,136,6.0,13.0,70,291,7.0,0.0,0.0,0.0,167,7.0,0.0,0.0,14,7.0,0.0,0.0,249,265,314,2.0,93,5.0,0.0,479,0.0,4.0,1.0,35,32,0.0,1.0,25,5,185,3,0.0,4.0,0.0,0.0,0.0,31,1.0,7.0,60,0.0,4.0,1.0,11.0,6.0,1.0,5.0,2.0,29,45,12,0.0,14,4,0.0,1.0,4.0,29,95,440,39,2.0,48,13,79,42,0.0,0.0,16,545,13.0,72,116,4,11,0.0,0.0,10.0,0.0
200811,1.6059999999999999,1618,61,284,384,170,30,49,147,15,6.0,1158,45,26,58,2.0,17,47,0.0,3.0,312,54,22,92,0.0,27,675,4.0,12.0,0.0,945,33,1154,1107,24,22,551,137,715,9,4.0,3.0,27,5.0,174,292,59,15.0,13.0,5.0,219,274,62,107,4.0,13,176,26,2.0,34,328,0.0,19.0,75,281,2.0,0.0,1.0,0.0,200,2.0,0.0,0.0,17,18.0,3.0,0.0,225,304,315,0.0,82,2.0,0.0,401,0.0,5.0,0.0,8,23,0.0,6.0,16,14,179,1,0.0,3.0,1.0,0.0,0.0,50,7.0,18.0,119,0.0,4.0,7.0,27.0,19.0,0.0,1.0,14.0,29,78,49,1.0,1,10,0.0,1.0,13.0,36,129,646,75,9.0,39,50,88,21,0.0,0.0,21,724,4.0,46,100,19,20,2.0,0.0,5.0,0.0
200812,1.6077500000000002,1542,38,287,280,167,34,46,42,19,5.0,938,13,13,44,5.0,53,32,10.0,3.0,255,90,11,81,0.0,30,469,0.0,3.0,3.0,944,119,921,844,5,17,511,193,604,12,4.0,3.0,25,3.0,268,366,90,0.0,13.0,1.0,204,211,63,118,3.0,11,137,20,0.0,22,322,0.0,12.0,57,321,8.0,0.0,1.0,1.0,143,0.0,4.0,0.0,9,30.0,1.0,2.0,285,228,329,11.0,72,5.0,0.0,319,0.0,11.0,0.0,10,16,0.0,1.0,28,7,184,8,0.0,2.0,0.0,0.0,0.0,69,0.0,14.0,91,2.0,1.0,1.0,19.0,7.0,0.0,1.0,5.0,26,34,14,11.0,5,17,0.0,6.0,5.0,36,111,424,26,11.0,60,65,49,30,0.0,1.0,27,502,8.0,72,97,22,19,0.0,0.0,1.0,1.0
