MonthYear,GPI,event_count_10,event_count_11,event_count_12,event_count_13,event_count_14,event_count_15,event_count_16,event_count_17,event_count_18,event_count_19,event_count_20,event_count_21,event_count_22,event_count_23,event_count_24,event_count_25,event_count_26,event_count_27,event_count_28,event_count_30,event_count_31,event_count_32,event_count_33,event_count_34,event_count_35,event_count_36,event_count_37,event_count_38,event_count_39,event_count_40,event_count_41,event_count_42,event_count_43,event_count_44,event_count_45,event_count_46,event_count_50,event_count_51,event_count_52,event_count_53,event_count_54,event_count_55,event_count_56,event_count_57,event_count_60,event_count_61,event_count_62,event_count_63,event_count_64,event_count_70,event_count_71,event_count_72,event_count_73,event_count_74,event_count_75,event_count_80,event_count_81,event_count_82,event_count_83,event_count_84,event_count_85,event_count_86,event_count_87,event_count_90,event_count_91,event_count_92,event_count_93,event_count_94,event_count_100,event_count_101,event_count_102,event_count_103,event_count_104,event_count_105,event_count_106,event_count_107,event_count_110,event_count_111,event_count_112,event_count_113,event_count_114,event_count_115,event_count_116,event_count_120,event_count_121,event_count_122,event_count_123,event_count_124,event_count_125,event_count_126,event_count_127,event_count_128,event_count_129,event_count_130,event_count_131,event_count_132,event_count_133,event_count_134,event_count_135,event_count_136,event_count_137,event_count_138,event_count_139,event_count_140,event_count_141,event_count_142,event_count_143,event_count_144,event_count_145,event_count_150,event_count_151,event_count_152,event_count_153,event_count_154,event_count_160,event_count_161,event_count_162,event_count_163,event_count_164,event_count_165,event_count_166,event_count_170,event_count_171,event_count_172,event_count_173,event_count_174,event_count_175,event_count_180,event_count_181,event_count_182,event_count_183,event_count_184,event_count_185,event_count_186,event_count_190,event_count_191,event_count_192,event_count_193,event_count_194,event_count_195,event_count_196,event_count_201,event_count_202,event_count_203
201103,2.591,1937,48,406,396,101,52,80,209,61,1.0,1314,52,35,31,21.0,171,48,15,1.0,307,54,22,49,15.0,50,489,6,1.0,0.0,1066,161,1487,1344,39,21,624,232,1125,26,75,25.0,9,4.0,164,162,70,14,2.0,3.0,105,106,119,29,2.0,5,316,14,0.0,317,928,0.0,20,115,305,3.0,8.0,4.0,0.0,321,23,0.0,0.0,29,114,1.0,0.0,398,664,987,14,124,2.0,0.0,343,0.0,8,0.0,51,16,0.0,0.0,52,1,200,2,0.0,33.0,2.0,0.0,0.0,0.0,64,2,356,1393,64.0,21,3.0,99,3,7.0,21.0,2.0,70,142,18,0.0,18,10,0.0,2.0,152,93,166,1043,12,498,340,46,86,17,1.0,2.0,39,2007,45,125,754,38,47,0.0,0.0,45.0,2.0
201104,2.5885,3370,55,829,794,310,132,168,218,83,14.0,2811,82,65,79,43.0,359,130,53,8.0,334,43,37,65,32.0,103,891,4,2.0,1.0,2130,458,2114,1909,16,51,839,321,1863,23,157,31.0,10,5.0,217,452,65,86,5.0,6.0,279,329,121,48,2.0,9,500,114,0.0,412,1287,3.0,35,233,470,11.0,47.0,4.0,0.0,747,46,0.0,0.0,37,146,0.0,3.0,760,2450,2127,29,228,21.0,0.0,806,3.0,1,8.0,21,62,0.0,48.0,164,18,631,178,0.0,135.0,2.0,0.0,2.0,1.0,121,7,699,3195,3.0,18,22.0,252,38,19.0,38.0,46.0,341,389,117,14.0,258,15,0.0,12.0,961,98,499,1602,85,812,579,42,307,33,0.0,3.0,42,4787,228,316,2353,44,45,0.0,2.0,40.0,1.0
201105,2.5860000000000003,3090,74,562,695,147,101,125,190,28,4.0,2071,34,55,92,25.0,254,107,11,2.0,351,19,14,54,43.0,88,539,7,1.0,13.0,1543,399,1758,1622,45,17,710,206,1378,15,85,14.0,18,14.0,236,273,60,76,86.0,8.0,154,86,149,70,8.0,15,567,34,0.0,214,818,1.0,27,408,298,0.0,8.0,1.0,0.0,520,11,0.0,0.0,35,59,0.0,4.0,573,1197,1521,21,192,5.0,0.0,607,0.0,4,1.0,57,47,0.0,10.0,222,41,464,90,0.0,134.0,0.0,0.0,0.0,4.0,114,14,337,2225,4.0,14,5.0,136,76,25.0,20.0,13.0,259,287,27,17.0,912,26,0.0,0.0,790,89,744,1939,76,523,369,31,217,32,0.0,0.0,36,3347,121,771,1543,167,44,0.0,1.0,28.0,2.0
201106,2.5835000000000004,3401,76,962,825,240,69,178,208,51,1.0,2708,37,68,364,41.0,304,213,18,6.0,426,48,19,59,22.0,98,940,10,5.0,1.0,2597,448,2570,2378,51,34,1347,296,1902,32,301,10.0,26,47.0,167,293,72,109,13.0,6.0,263,161,216,307,38.0,252,1118,15,0.0,189,687,1.0,25,269,374,1.0,2.0,0.0,3.0,647,13,0.0,0.0,32,29,0.0,1.0,806,2217,2143,8,149,10.0,0.0,1055,0.0,11,5.0,35,128,0.0,12.0,201,139,486,58,0.0,60.0,2.0,0.0,1.0,0.0,178,2,258,2272,17.0,12,11.0,106,55,28.0,25.0,3.0,287,169,54,8.0,289,20,0.0,2.0,1156,86,754,1453,47,391,848,81,317,27,1.0,1.0,51,4934,83,1279,1697,40,160,4.0,2.0,93.0,14.0
201107,2.5810000000000004,2393,74,568,631,122,68,137,58,58,0.0,1666,29,24,71,33.0,148,198,11,3.0,333,95,8,46,6.0,25,587,28,1.0,1.0,2082,243,2517,2382,52,18,738,226,1687,12,72,10.0,8,5.0,376,198,83,40,0.0,1.0,193,114,127,73,16.0,51,453,38,0.0,211,462,0.0,13,196,232,6.0,0.0,0.0,0.0,468,4,5.0,1.0,31,70,0.0,0.0,595,1384,1595,8,203,8.0,0.0,677,0.0,3,12.0,14,126,0.0,3.0,115,34,495,40,0.0,66.0,2.0,0.0,2.0,1.0,77,3,249,2487,2.0,52,12.0,85,27,2.0,7.0,9.0,253,108,139,3.0,137,14,0.0,1.0,494,115,369,1260,36,284,532,68,248,18,0.0,1.0,95,3487,99,264,1388,67,31,0.0,3.0,30.0,2.0
201108,2.5785000000000005,4613,144,1120,1174,302,75,267,160,135,5.0,4860,63,106,92,307.0,626,226,54,10.0,691,96,38,83,5.0,65,1730,49,2.0,2.0,4521,591,2895,2588,25,21,1782,405,2568,35,288,16.0,7,3.0,319,482,404,51,3.0,1.0,312,273,152,108,7.0,29,800,74,2.0,1295,746,5.0,20,615,526,16.0,7.0,5.0,7.0,1379,58,0.0,0.0,228,39,0.0,84.0,1143,2990,2209,103,298,15.0,0.0,1371,1.0,11,0.0,43,98,0.0,40.0,234,71,1064,303,0.0,67.0,0.0,0.0,0.0,0.0,147,8,289,2612,1.0,19,5.0,80,37,10.0,13.0,21.0,251,675,645,10.0,1121,46,0.0,35.0,1855,127,902,1335,63,329,1730,96,303,98,0.0,7.0,92,5992,79,793,2748,362,51,2.0,1.0,54.0,0.0
201109,2.5760000000000005,2429,40,480,555,124,64,84,69,39,9.0,1838,14,74,182,42.0,165,175,17,1.0,357,52,21,53,1.0,39,983,4,0.0,8.0,2321,98,1981,1714,27,82,1465,346,1332,12,44,9.0,15,0.0,173,162,416,56,3.0,13.0,191,141,48,48,0.0,19,424,10,0.0,227,341,7.0,47,150,381,1.0,5.0,9.0,0.0,552,13,0.0,0.0,41,9,5.0,7.0,590,1059,1310,14,132,1.0,0.0,890,19.0,1,4.0,24,110,0.0,14.0,46,38,404,190,0.0,60.0,0.0,0.0,2.0,0.0,72,3,170,1175,2.0,3,3.0,97,8,3.0,4.0,0.0,95,220,95,5.0,578,40,0.0,71.0,785,76,404,876,31,197,458,106,252,32,2.0,1.0,87,3328,21,198,1009,102,28,0.0,0.0,10.0,1.0
201110,2.5735,2414,68,640,655,266,77,194,150,149,4.0,2072,36,88,152,21.0,137,202,18,2.0,440,54,22,39,20.0,69,1055,14,8.0,6.0,4021,169,1945,1629,14,31,1257,238,2105,30,220,15.0,10,0.0,158,254,122,91,55.0,14.0,169,163,102,79,0.0,45,347,39,1.0,245,609,1.0,9,244,680,2.0,4.0,2.0,0.0,507,17,1.0,0.0,39,26,2.0,8.0,700,1171,1510,44,146,0.0,0.0,778,2.0,15,3.0,21,100,0.0,17.0,51,481,718,77,0.0,86.0,6.0,0.0,0.0,0.0,196,11,187,1364,12.0,21,0.0,104,77,2.0,6.0,0.0,48,257,235,2.0,327,40,0.0,26.0,580,98,418,958,29,163,351,134,217,24,0.0,14.0,217,4035,44,211,1179,115,50,0.0,0.0,13.0,0.0
201111,2.571,3303,55,1044,997,403,173,173,129,100,11.0,3409,44,155,182,85.0,566,397,70,10.0,930,77,73,100,2.0,317,2248,98,1.0,9.0,3710,130,2400,1917,32,136,2164,392,2655,34,140,8.0,121,34.0,552,373,181,106,6.0,16.0,261,337,111,172,3.0,56,631,49,2.0,819,601,69.0,13,507,580,0.0,17.0,2.0,0.0,1038,20,0.0,0.0,92,51,2.0,18.0,1022,1972,2129,80,151,1.0,0.0,1343,7.0,8,10.0,43,257,0.0,122.0,114,98,749,182,0.0,86.0,5.0,0.0,5.0,0.0,401,157,169,1229,3.0,5,5.0,84,47,4.0,5.0,0.0,98,882,317,22.0,1018,191,0.0,18.0,1228,124,621,1024,46,145,611,191,246,34,0.0,2.0,48,5187,119,202,1195,191,91,0.0,0.0,17.0,6.0
201112,2.5685,3000,65,948,865,248,107,188,88,95,15.0,2327,22,67,185,24.0,291,141,52,8.0,657,105,59,96,1.0,144,1335,9,6.0,7.0,2605,189,2439,2136,25,41,1335,351,1857,46,53,2.0,13,5.0,1510,325,207,81,2.0,5.0,221,159,110,147,57.0,20,383,56,4.0,217,668,46.0,22,416,1999,4.0,16.0,3.0,0.0,628,20,1.0,1.0,31,76,0.0,17.0,645,1620,2236,15,98,4.0,0.0,958,11.0,13,1.0,25,129,0.0,42.0,30,45,527,58,0.0,62.0,0.0,0.0,0.0,0.0,137,60,145,1964,3.0,43,3.0,66,62,30.0,1.0,2.0,92,367,118,7.0,700,35,0.0,8.0,723,80,714,743,26,155,553,192,290,101,2.0,3.0,55,5582,67,204,1466,198,34,0.0,0.0,53.0,2.0
201201,2.5660000000000003,3183,43,848,903,432,85,122,129,118,29.0,3399,28,119,188,57.0,448,189,22,14.0,694,47,31,177,11.0,139,1507,22,27.0,13.0,2546,187,2609,2302,24,62,1861,423,2187,27,85,7.0,23,98.0,601,292,179,122,6.0,1.0,359,183,160,159,37.0,23,480,47,1.0,582,868,10.0,80,797,1954,15.0,49.0,10.0,0.0,766,122,4.0,0.0,65,75,2.0,15.0,865,1798,2490,21,147,1.0,0.0,1878,0.0,8,9.0,42,118,0.0,174.0,80,234,623,44,0.0,47.0,0.0,0.0,3.0,0.0,278,11,130,939,4.0,22,11.0,101,66,9.0,7.0,2.0,124,175,108,13.0,303,9,0.0,80.0,507,138,391,587,26,124,596,244,287,222,0.0,0.0,174,5689,33,382,1493,208,32,0.0,0.0,54.0,1.0
201202,2.5635000000000003,6892,166,1666,1960,1161,145,357,331,126,7.0,6061,19,260,553,139.0,558,541,175,10.0,1232,113,126,457,25.0,174,3203,66,15.0,43.0,6635,557,4348,3958,249,165,3657,1443,5355,52,299,43.0,24,25.0,419,899,206,187,10.0,10.0,842,356,439,484,86.0,94,1119,25,0.0,1104,923,5.0,98,661,1063,14.0,21.0,2.0,2.0,1500,4,4.0,1.0,120,82,4.0,36.0,2053,3930,3559,45,208,1.0,0.0,2554,1.0,31,12.0,118,270,1.0,271.0,74,2009,1299,237,0.0,34.0,2.0,0.0,0.0,3.0,401,97,257,1976,3.0,68,12.0,166,68,15.0,11.0,10.0,206,665,1302,32.0,663,91,0.0,53.0,1174,221,542,1342,258,181,2010,324,432,358,0.0,4.0,303,10125,52,672,3164,874,108,0.0,0.0,209.0,8.0
201203,2.5610000000000004,6385,101,1906,1889,543,202,244,386,147,21.0,5516,41,222,420,71.0,663,596,148,29.0,1423,79,111,324,3.0,228,4051,167,11.0,8.0,6989,214,5167,4659,122,75,4735,1034,4009,35,103,29.0,8,21.0,315,938,218,155,3.0,12.0,895,273,382,518,56.0,163,1664,46,5.0,668,889,1.0,108,1272,1027,3.0,3.0,0.0,1.0,1094,50,11.0,0.0,74,111,5.0,23.0,1380,2620,3485,34,177,2.0,0.0,2611,0.0,18,18.0,135,339,0.0,87.0,54,550,1114,52,0.0,57.0,3.0,0.0,0.0,10.0,412,49,220,1541,0.0,13,54.0,111,87,40.0,30.0,6.0,331,556,667,63.0,374,80,0.0,8.0,922,240,841,1403,59,132,1629,203,847,355,1.0,2.0,204,9572,143,1237,2342,684,201,0.0,1.0,148.0,25.0
201204,2.568416666666667,4655,100,1327,1435,399,114,100,134,88,24.0,3566,27,102,322,19.0,690,274,147,3.0,1314,107,47,326,0.0,565,2370,135,9.0,24.0,3758,255,3531,3253,73,397,2567,608,2970,32,60,4.0,14,8.0,483,657,78,158,0.0,3.0,546,272,292,559,154.0,163,906,20,0.0,192,573,16.0,53,2291,2077,8.0,5.0,1.0,0.0,1022,36,4.0,0.0,50,244,10.0,32.0,951,1775,2617,18,131,3.0,0.0,1279,0.0,18,4.0,116,153,0.0,70.0,218,260,827,45,0.0,79.0,1.0,0.0,0.0,0.0,280,111,154,1088,7.0,4,6.0,78,45,2.0,19.0,0.0,215,187,69,9.0,328,49,0.0,2.0,435,210,364,957,28,72,902,152,278,334,2.0,12.0,334,7401,22,466,3195,391,117,72.0,1.0,83.0,8.0
201205,2.5758333333333336,4241,79,1097,1005,381,248,390,128,121,4.0,2748,32,71,149,28.0,341,297,113,10.0,547,46,53,149,6.0,83,1552,34,2.0,1.0,3593,143,3207,2964,69,245,2108,439,2334,39,88,4.0,14,14.0,248,535,137,92,22.0,7.0,465,137,220,129,77.0,40,444,42,3.0,279,1076,6.0,24,511,1108,5.0,2.0,2.0,25.0,934,31,2.0,0.0,145,81,5.0,8.0,907,2791,3513,101,176,2.0,0.0,1152,2.0,4,1.0,44,113,0.0,43.0,111,198,607,154,0.0,55.0,5.0,0.0,6.0,4.0,365,96,157,1231,29.0,138,18.0,46,66,10.0,6.0,0.0,173,1038,399,7.0,361,29,0.0,2.0,336,226,288,1079,773,116,641,695,364,528,2.0,13.0,411,7980,68,236,2347,379,119,67.0,1.0,569.0,7.0
201206,2.5832500000000005,5093,113,1680,1384,491,197,321,97,93,10.0,3508,46,129,277,21.0,296,491,115,24.0,931,119,67,368,0.0,82,2411,80,9.0,21.0,4870,204,3613,3274,174,241,3213,679,2781,49,58,4.0,129,4.0,212,963,181,121,5.0,14.0,566,294,504,280,65.0,224,812,24,0.0,420,469,3.0,58,531,1089,5.0,6.0,2.0,16.0,884,28,5.0,0.0,59,33,11.0,19.0,1159,2159,3308,39,111,6.0,0.0,2227,1.0,25,0.0,30,187,0.0,65.0,92,308,1086,99,1.0,15.0,1.0,0.0,1.0,0.0,493,16,80,753,3.0,94,29.0,52,323,98.0,17.0,10.0,198,397,123,39.0,359,75,0.0,29.0,436,164,434,747,207,32,949,275,366,224,4.0,7.0,232,9241,58,463,3132,314,455,2.0,0.0,505.0,11.0
201207,2.590666666666667,6659,166,2315,1707,671,366,342,138,180,20.0,4650,38,159,433,48.0,415,429,147,7.0,1324,99,135,443,0.0,145,2714,173,12.0,31.0,5882,291,4664,4183,190,161,3430,796,3922,52,72,21.0,89,10.0,555,1172,212,274,7.0,7.0,677,356,403,551,60.0,332,1759,17,0.0,649,704,2.0,19,810,1004,13.0,17.0,2.0,7.0,1122,20,1.0,0.0,55,80,12.0,29.0,1483,2418,2889,56,240,5.0,8.0,3688,0.0,14,9.0,143,512,0.0,86.0,88,908,1492,171,0.0,16.0,7.0,0.0,0.0,3.0,602,31,96,673,7.0,24,5.0,193,312,177.0,78.0,6.0,472,477,163,34.0,466,94,0.0,78.0,326,176,702,1061,93,49,1173,239,458,492,2.0,10.0,264,12235,142,1807,2138,623,758,2.0,0.0,313.0,47.0
