MonthYear,GPI,event_count_10,event_count_11,event_count_12,event_count_13,event_count_14,event_count_15,event_count_16,event_count_17,event_count_18,event_count_19,event_count_20,event_count_21,event_count_22,event_count_23,event_count_24,event_count_25,event_count_26,event_count_27,event_count_28,event_count_30,event_count_31,event_count_32,event_count_33,event_count_34,event_count_35,event_count_36,event_count_37,event_count_38,event_count_39,event_count_40,event_count_41,event_count_42,event_count_43,event_count_44,event_count_45,event_count_46,event_count_50,event_count_51,event_count_52,event_count_53,event_count_54,event_count_55,event_count_56,event_count_57,event_count_60,event_count_61,event_count_62,event_count_63,event_count_64,event_count_70,event_count_71,event_count_72,event_count_73,event_count_74,event_count_75,event_count_80,event_count_81,event_count_82,event_count_83,event_count_84,event_count_85,event_count_86,event_count_87,event_count_90,event_count_91,event_count_92,event_count_93,event_count_94,event_count_100,event_count_101,event_count_102,event_count_103,event_count_104,event_count_105,event_count_106,event_count_107,event_count_110,event_count_111,event_count_112,event_count_113,event_count_114,event_count_115,event_count_116,event_count_120,event_count_121,event_count_122,event_count_123,event_count_124,event_count_125,event_count_127,event_count_128,event_count_129,event_count_130,event_count_131,event_count_132,event_count_133,event_count_134,event_count_136,event_count_137,event_count_138,event_count_139,event_count_140,event_count_141,event_count_142,event_count_143,event_count_144,event_count_145,event_count_150,event_count_151,event_count_152,event_count_153,event_count_154,event_count_160,event_count_161,event_count_162,event_count_163,event_count_164,event_count_165,event_count_166,event_count_170,event_count_171,event_count_172,event_count_173,event_count_174,event_count_175,event_count_180,event_count_181,event_count_182,event_count_183,event_count_184,event_count_185,event_count_186,event_count_190,event_count_191,event_count_192,event_count_193,event_count_194,event_count_195,event_count_196,event_count_201,event_count_202,event_count_203
200803,1.635,740,20,158,278,177,25,30,32,3,1.0,605,2,24,31,65.0,26,27,7.0,0.0,163,61,39,17,2.0,26,354,2.0,0.0,0.0,406,12.0,544,530,30,4,171,56,810,8,10.0,6.0,22,1.0,165,223,28,4,0.0,1.0,106,139,9,14,3.0,1.0,114,8,4.0,162,107,1.0,1.0,13,122,6.0,0.0,0.0,0.0,180,1.0,0.0,0.0,22,4.0,0.0,0.0,310,163,162,3.0,54,8.0,0.0,258,0.0,1.0,5.0,6,16,2.0,12,1.0,92,15.0,0.0,1.0,0.0,0.0,0.0,9,4.0,15.0,98,0.0,25.0,1.0,1.0,3.0,0.0,0.0,0.0,18.0,92,3.0,3.0,14.0,6.0,0.0,0.0,0.0,12,53,212,0.0,18.0,14,9,18,3.0,0.0,0.0,3,134,0.0,25,28,0.0,0.0,0.0,0.0,0.0,1.0
200804,1.6368333333333334,896,25,150,284,160,30,35,35,9,2.0,654,16,9,17,12.0,19,67,3.0,0.0,100,36,6,22,0.0,19,405,0.0,0.0,0.0,473,8.0,541,511,7,10,364,56,431,13,3.0,1.0,19,1.0,89,190,87,13,2.0,0.0,95,85,13,17,10.0,2.0,80,7,1.0,101,127,0.0,0.0,47,249,7.0,1.0,0.0,0.0,170,4.0,0.0,0.0,13,13.0,0.0,0.0,142,119,146,7.0,47,3.0,0.0,200,0.0,10.0,1.0,5,17,1.0,33,0.0,67,8.0,0.0,5.0,11.0,0.0,0.0,15,2.0,19.0,35,2.0,3.0,0.0,0.0,30.0,0.0,1.0,13.0,5.0,44,10.0,0.0,13.0,9.0,0.0,3.0,4.0,22,47,235,10.0,5.0,17,5,9,4.0,0.0,0.0,9,157,0.0,24,61,0.0,0.0,0.0,0.0,0.0,0.0
200805,1.6386666666666667,842,13,187,239,181,12,36,42,17,5.0,709,14,10,24,7.0,21,47,4.0,3.0,156,86,7,42,5.0,33,396,2.0,0.0,3.0,415,4.0,640,630,10,37,404,94,443,8,1.0,11.0,10,0.0,221,151,120,20,1.0,1.0,162,150,14,35,17.0,0.0,76,8,3.0,71,86,1.0,3.0,62,254,0.0,1.0,0.0,0.0,167,12.0,0.0,0.0,11,0.0,0.0,0.0,145,127,172,1.0,44,4.0,0.0,149,0.0,3.0,1.0,14,9,3.0,10,1.0,53,5.0,0.0,0.0,0.0,0.0,0.0,4,2.0,9.0,61,6.0,6.0,1.0,2.0,7.0,0.0,5.0,4.0,8.0,38,14.0,0.0,5.0,14.0,0.0,2.0,6.0,20,112,177,11.0,5.0,15,4,35,6.0,0.0,0.0,2,202,4.0,25,25,0.0,0.0,4.0,0.0,0.0,0.0
200806,1.6404999999999998,788,16,138,239,140,23,81,44,5,2.0,626,9,4,32,14.0,48,34,1.0,5.0,145,73,23,25,2.0,15,350,6.0,0.0,0.0,400,16.0,555,557,10,9,221,62,385,7,8.0,1.0,2,0.0,91,90,92,4,1.0,2.0,112,119,17,24,1.0,16.0,88,16,1.0,57,108,0.0,1.0,28,176,6.0,2.0,0.0,0.0,197,2.0,0.0,0.0,11,5.0,1.0,0.0,213,103,264,1.0,65,20.0,1.0,192,0.0,2.0,0.0,1,16,1.0,9,3.0,76,2.0,0.0,10.0,0.0,0.0,0.0,16,3.0,3.0,62,0.0,2.0,3.0,0.0,2.0,0.0,0.0,2.0,0.0,32,10.0,1.0,9.0,3.0,0.0,0.0,8.0,7,50,233,9.0,3.0,6,19,16,1.0,0.0,0.0,12,115,2.0,22,27,1.0,0.0,0.0,0.0,0.0,0.0
200807,1.6423333333333332,855,32,187,275,126,19,61,15,7,2.0,621,33,3,30,18.0,25,86,1.0,0.0,160,59,10,30,2.0,23,470,0.0,0.0,0.0,636,10.0,660,649,17,11,480,85,364,7,3.0,1.0,15,3.0,210,94,86,27,3.0,1.0,121,86,14,12,7.0,5.0,87,49,5.0,73,150,0.0,2.0,18,317,3.0,0.0,0.0,0.0,181,5.0,0.0,1.0,12,4.0,0.0,0.0,163,152,394,1.0,64,20.0,0.0,245,1.0,6.0,0.0,1,19,5.0,9,2.0,117,4.0,0.0,0.0,0.0,0.0,0.0,44,2.0,3.0,44,0.0,3.0,1.0,0.0,8.0,3.0,2.0,4.0,5.0,34,3.0,0.0,4.0,13.0,0.0,0.0,14.0,12,65,408,25.0,1.0,46,4,16,4.0,0.0,0.0,18,162,4.0,26,27,6.0,1.0,0.0,0.0,0.0,0.0
200808,1.6441666666666666,655,11,146,223,137,12,99,27,5,0.0,533,19,11,7,11.0,27,19,14.0,3.0,155,42,11,29,1.0,11,278,14.0,0.0,1.0,305,15.0,595,591,13,46,229,80,388,11,0.0,1.0,4,0.0,261,123,50,4,1.0,1.0,126,70,10,9,2.0,2.0,79,10,1.0,49,88,0.0,1.0,43,210,0.0,0.0,2.0,0.0,155,1.0,0.0,1.0,9,2.0,0.0,0.0,158,129,228,0.0,43,2.0,0.0,251,0.0,4.0,0.0,1,15,5.0,10,3.0,93,3.0,0.0,4.0,0.0,0.0,0.0,11,3.0,3.0,42,0.0,0.0,0.0,2.0,9.0,0.0,2.0,9.0,7.0,22,6.0,2.0,2.0,7.0,0.0,2.0,13.0,24,87,323,9.0,1.0,39,42,15,2.0,0.0,0.0,5,147,1.0,19,39,6.0,1.0,2.0,0.0,0.0,0.0
200809,1.646,670,11,138,143,108,21,68,36,2,0.0,476,17,10,24,13.0,38,59,1.0,0.0,118,36,13,9,1.0,20,302,5.0,0.0,0.0,434,3.0,463,484,10,16,275,76,293,11,0.0,4.0,10,7.0,69,104,62,4,3.0,2.0,65,60,11,30,4.0,4.0,81,17,0.0,158,345,0.0,1.0,18,149,2.0,0.0,0.0,0.0,124,7.0,0.0,0.0,6,9.0,2.0,2.0,153,174,146,5.0,35,3.0,0.0,251,0.0,2.0,1.0,4,40,1.0,8,0.0,72,6.0,0.0,2.0,0.0,0.0,0.0,18,4.0,24.0,34,0.0,0.0,0.0,2.0,0.0,2.0,3.0,0.0,2.0,29,14.0,1.0,0.0,10.0,0.0,8.0,14.0,23,63,473,11.0,53.0,15,23,10,10.0,0.0,0.0,3,152,0.0,15,21,5.0,0.0,0.0,1.0,0.0,1.0
200810,1.6478333333333333,675,17,166,201,146,17,34,28,2,3.0,497,14,23,20,3.0,13,41,5.0,0.0,146,58,8,18,4.0,12,375,8.0,1.0,2.0,359,0.0,494,469,12,20,247,36,410,6,4.0,1.0,3,1.0,138,125,65,12,2.0,0.0,96,105,11,30,7.0,0.0,83,29,2.0,115,123,0.0,0.0,22,192,0.0,0.0,0.0,0.0,154,6.0,0.0,0.0,5,3.0,3.0,0.0,210,128,185,0.0,30,0.0,0.0,180,0.0,2.0,2.0,5,8,0.0,3,3.0,72,4.0,0.0,1.0,0.0,0.0,0.0,8,7.0,7.0,59,0.0,2.0,0.0,2.0,2.0,0.0,1.0,0.0,8.0,27,3.0,0.0,0.0,7.0,0.0,19.0,7.0,17,92,205,14.0,6.0,12,9,8,0.0,0.0,0.0,4,118,4.0,23,23,0.0,2.0,0.0,0.0,0.0,1.0
200811,1.6496666666666666,668,18,144,209,156,5,23,43,38,0.0,503,9,2,26,2.0,31,33,4.0,2.0,112,43,2,21,0.0,18,372,2.0,0.0,3.0,381,8.0,539,506,13,7,239,74,368,1,3.0,18.0,7,0.0,90,141,65,19,3.0,3.0,127,84,9,40,12.0,2.0,43,25,3.0,52,240,0.0,0.0,38,209,1.0,0.0,0.0,0.0,149,0.0,0.0,0.0,5,18.0,0.0,0.0,161,142,133,0.0,24,5.0,1.0,129,0.0,1.0,1.0,7,7,0.0,11,1.0,83,4.0,0.0,4.0,0.0,0.0,0.0,13,4.0,8.0,34,0.0,4.0,0.0,0.0,3.0,4.0,1.0,0.0,4.0,31,10.0,0.0,3.0,13.0,0.0,1.0,0.0,17,121,300,9.0,4.0,6,18,14,2.0,0.0,0.0,7,232,1.0,19,21,1.0,4.0,0.0,0.0,0.0,0.0
200812,1.6515,756,8,201,228,137,18,13,40,33,0.0,547,7,16,16,6.0,17,55,4.0,1.0,295,34,12,24,0.0,29,323,0.0,0.0,0.0,337,6.0,628,599,8,16,248,81,413,9,3.0,5.0,4,0.0,182,170,178,22,5.0,5.0,122,113,9,39,3.0,3.0,72,14,2.0,26,176,0.0,0.0,23,232,6.0,0.0,1.0,0.0,149,0.0,0.0,2.0,1,8.0,0.0,0.0,106,223,145,0.0,67,11.0,3.0,161,0.0,1.0,0.0,11,12,9.0,14,0.0,65,3.0,0.0,0.0,0.0,0.0,0.0,31,0.0,8.0,43,1.0,2.0,1.0,3.0,3.0,0.0,4.0,0.0,5.0,34,0.0,2.0,7.0,14.0,0.0,0.0,0.0,27,50,207,8.0,2.0,16,9,26,0.0,0.0,1.0,4,169,7.0,25,81,5.0,10.0,0.0,0.0,1.0,0.0
