MonthYear,GPI,event_count_10,event_count_11,event_count_12,event_count_13,event_count_14,event_count_15,event_count_16,event_count_17,event_count_18,event_count_19,event_count_20,event_count_21,event_count_22,event_count_23,event_count_24,event_count_25,event_count_26,event_count_27,event_count_28,event_count_30,event_count_31,event_count_32,event_count_33,event_count_34,event_count_35,event_count_36,event_count_37,event_count_38,event_count_39,event_count_40,event_count_41,event_count_42,event_count_43,event_count_44,event_count_45,event_count_46,event_count_50,event_count_51,event_count_52,event_count_53,event_count_54,event_count_55,event_count_56,event_count_57,event_count_60,event_count_61,event_count_62,event_count_63,event_count_64,event_count_70,event_count_71,event_count_72,event_count_73,event_count_74,event_count_75,event_count_80,event_count_81,event_count_82,event_count_83,event_count_84,event_count_85,event_count_86,event_count_87,event_count_90,event_count_91,event_count_92,event_count_93,event_count_94,event_count_100,event_count_101,event_count_102,event_count_103,event_count_104,event_count_105,event_count_106,event_count_110,event_count_111,event_count_112,event_count_113,event_count_114,event_count_115,event_count_116,event_count_120,event_count_121,event_count_122,event_count_123,event_count_124,event_count_125,event_count_127,event_count_128,event_count_129,event_count_130,event_count_131,event_count_133,event_count_134,event_count_136,event_count_137,event_count_138,event_count_139,event_count_140,event_count_141,event_count_142,event_count_143,event_count_144,event_count_145,event_count_150,event_count_151,event_count_152,event_count_153,event_count_154,event_count_160,event_count_161,event_count_162,event_count_163,event_count_164,event_count_166,event_count_170,event_count_171,event_count_172,event_count_173,event_count_174,event_count_175,event_count_180,event_count_181,event_count_182,event_count_183,event_count_184,event_count_185,event_count_186,event_count_190,event_count_191,event_count_192,event_count_193,event_count_194,event_count_195,event_count_201,event_count_202,event_count_203
200803,1.912,92,4.0,14,8.0,5.0,1.0,3.0,0.0,0.0,1.0,36,4.0,2.0,1.0,0.0,0.0,0.0,0.0,0.0,10,6.0,0.0,0.0,0.0,0.0,34,0.0,0.0,0.0,39,5.0,72,56,1.0,2.0,28,9.0,39,0.0,0.0,2.0,1.0,0.0,16.0,8.0,4.0,0.0,0.0,0.0,8,5.0,0.0,0.0,0.0,0.0,5.0,4.0,0.0,2.0,9.0,0.0,0.0,3.0,17,0.0,0.0,0.0,1.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,10.0,9.0,23,0.0,4.0,0.0,0.0,19.0,0.0,1.0,0.0,0.0,3.0,0.0,1.0,0.0,8.0,0.0,0.0,0.0,0.0,0.0,6.0,0.0,0.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,2.0,1.0,1.0,0.0,2.0,0.0,0.0,2.0,6.0,110,0.0,2.0,16.0,0.0,9.0,0.0,0.0,0.0,1.0,41,1.0,2.0,1.0,0.0,0.0,0.0,0.0,12.0
200804,1.9128333333333327,61,0.0,7,5.0,5.0,2.0,10.0,0.0,0.0,0.0,41,0.0,0.0,0.0,0.0,3.0,2.0,0.0,0.0,21,2.0,1.0,1.0,0.0,6.0,39,2.0,0.0,0.0,45,0.0,24,19,0.0,0.0,17,7.0,31,0.0,0.0,3.0,0.0,0.0,46.0,2.0,0.0,1.0,0.0,0.0,10,11.0,10.0,3.0,0.0,0.0,4.0,18.0,2.0,7.0,17.0,0.0,0.0,2.0,27,0.0,0.0,0.0,0.0,6.0,0.0,0.0,0.0,0.0,0.0,0.0,12.0,12.0,32,1.0,1.0,0.0,0.0,13.0,0.0,0.0,0.0,1.0,0.0,0.0,3.0,0.0,4.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0,9.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,2.0,70,1.0,0.0,18.0,0.0,5.0,1.0,1.0,0.0,6.0,37,0.0,0.0,7.0,1.0,0.0,0.0,0.0,2.0
200805,1.9136666666666664,94,2.0,9,14.0,4.0,0.0,5.0,2.0,1.0,0.0,29,0.0,1.0,6.0,0.0,2.0,1.0,0.0,0.0,9,2.0,0.0,0.0,0.0,1.0,23,0.0,0.0,0.0,52,2.0,48,50,0.0,1.0,26,9.0,40,0.0,1.0,0.0,1.0,0.0,39.0,2.0,2.0,1.0,2.0,0.0,10,3.0,1.0,2.0,0.0,0.0,5.0,4.0,0.0,0.0,6.0,0.0,0.0,8.0,22,0.0,1.0,0.0,0.0,11.0,1.0,0.0,0.0,3.0,0.0,0.0,8.0,10.0,20,0.0,3.0,0.0,0.0,18.0,0.0,0.0,2.0,0.0,2.0,0.0,1.0,2.0,6.0,2.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,3.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,10.0,1.0,96,0.0,0.0,3.0,0.0,5.0,0.0,0.0,0.0,0.0,48,0.0,1.0,31.0,0.0,0.0,0.0,2.0,5.0
200806,1.9145,107,8.0,14,23.0,4.0,6.0,6.0,2.0,2.0,0.0,34,0.0,1.0,0.0,0.0,2.0,0.0,0.0,0.0,16,4.0,0.0,1.0,0.0,1.0,8,0.0,0.0,0.0,49,0.0,32,25,0.0,0.0,21,5.0,31,1.0,0.0,0.0,0.0,1.0,7.0,2.0,0.0,5.0,3.0,0.0,5,6.0,10.0,1.0,3.0,0.0,14.0,2.0,0.0,1.0,15.0,0.0,2.0,0.0,19,0.0,0.0,0.0,0.0,12.0,0.0,0.0,0.0,1.0,0.0,0.0,17.0,22.0,55,0.0,1.0,0.0,0.0,17.0,0.0,0.0,0.0,2.0,0.0,0.0,6.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.0,3.0,3.0,0.0,0.0,1.0,0.0,0.0,2.0,2.0,109,9.0,0.0,6.0,1.0,8.0,0.0,0.0,0.0,0.0,87,0.0,1.0,3.0,0.0,2.0,0.0,4.0,4.0
200807,1.915333333333333,350,20.0,27,65.0,17.0,8.0,8.0,36.0,0.0,0.0,149,2.0,0.0,7.0,0.0,4.0,9.0,0.0,0.0,42,1.0,0.0,7.0,0.0,0.0,70,1.0,0.0,0.0,74,10.0,154,144,4.0,12.0,41,12.0,233,3.0,2.0,1.0,1.0,0.0,27.0,30.0,2.0,0.0,17.0,0.0,51,3.0,1.0,9.0,0.0,2.0,76.0,56.0,0.0,16.0,30.0,0.0,0.0,5.0,45,4.0,0.0,0.0,2.0,65.0,0.0,0.0,0.0,3.0,1.0,0.0,24.0,38.0,208,0.0,7.0,4.0,0.0,38.0,3.0,4.0,0.0,6.0,0.0,0.0,7.0,7.0,28.0,1.0,0.0,0.0,0.0,0.0,11.0,1.0,0.0,25.0,1.0,3.0,2.0,3.0,3.0,0.0,1.0,4.0,1.0,11.0,17.0,0.0,0.0,2.0,1.0,0.0,7.0,19.0,549,56.0,15.0,23.0,21.0,31.0,6.0,0.0,0.0,3.0,194,0.0,11.0,48.0,5.0,0.0,0.0,24.0,74.0
200808,1.9161666666666664,121,2.0,17,17.0,11.0,8.0,11.0,2.0,0.0,0.0,67,0.0,2.0,2.0,0.0,6.0,1.0,0.0,0.0,22,2.0,0.0,6.0,0.0,0.0,20,5.0,0.0,0.0,76,0.0,68,35,0.0,2.0,21,10.0,20,1.0,0.0,0.0,0.0,0.0,8.0,15.0,1.0,2.0,0.0,0.0,6,3.0,4.0,1.0,1.0,1.0,11.0,6.0,0.0,6.0,11.0,0.0,0.0,0.0,24,0.0,0.0,0.0,2.0,19.0,2.0,0.0,0.0,1.0,1.0,0.0,20.0,5.0,74,0.0,5.0,0.0,0.0,51.0,0.0,0.0,0.0,2.0,0.0,0.0,2.0,2.0,14.0,1.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,18.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,2.0,4.0,2.0,0.0,0.0,2.0,0.0,0.0,2.0,1.0,88,7.0,0.0,5.0,0.0,8.0,2.0,0.0,0.0,8.0,42,0.0,8.0,10.0,1.0,1.0,1.0,5.0,11.0
200809,1.917,85,7.0,24,10.0,8.0,3.0,11.0,0.0,0.0,0.0,37,0.0,3.0,1.0,0.0,3.0,2.0,0.0,0.0,10,3.0,0.0,0.0,0.0,0.0,21,1.0,0.0,0.0,49,0.0,25,24,0.0,0.0,7,7.0,27,0.0,0.0,0.0,0.0,0.0,15.0,8.0,6.0,0.0,0.0,0.0,5,5.0,2.0,0.0,0.0,0.0,17.0,9.0,0.0,1.0,18.0,0.0,0.0,2.0,10,2.0,0.0,0.0,0.0,14.0,2.0,0.0,0.0,1.0,0.0,1.0,7.0,23.0,50,1.0,0.0,0.0,0.0,18.0,0.0,0.0,0.0,2.0,1.0,0.0,2.0,3.0,11.0,0.0,0.0,0.0,0.0,0.0,4.0,3.0,0.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,1.0,5.0,2.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,125,1.0,0.0,2.0,0.0,2.0,0.0,0.0,0.0,0.0,30,2.0,0.0,3.0,0.0,0.0,0.0,5.0,0.0
200810,1.9178333333333333,94,1.0,37,14.0,13.0,2.0,2.0,1.0,1.0,0.0,66,4.0,2.0,0.0,0.0,4.0,0.0,1.0,0.0,16,0.0,0.0,1.0,0.0,0.0,35,1.0,0.0,0.0,49,0.0,34,28,0.0,0.0,15,15.0,45,3.0,0.0,3.0,0.0,0.0,16.0,6.0,0.0,0.0,0.0,2.0,13,4.0,4.0,0.0,2.0,0.0,11.0,6.0,0.0,6.0,15.0,0.0,0.0,7.0,17,0.0,0.0,0.0,0.0,8.0,0.0,0.0,0.0,1.0,0.0,0.0,15.0,11.0,47,0.0,5.0,0.0,0.0,19.0,0.0,0.0,0.0,7.0,4.0,3.0,2.0,1.0,11.0,1.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,3.0,15.0,0.0,0.0,1.0,0.0,0.0,0.0,4.0,79,6.0,0.0,1.0,0.0,11.0,1.0,0.0,0.0,0.0,33,0.0,2.0,11.0,1.0,0.0,0.0,2.0,31.0
200811,1.9186666666666663,75,1.0,24,17.0,8.0,0.0,1.0,0.0,0.0,0.0,53,0.0,1.0,5.0,3.0,4.0,8.0,1.0,0.0,27,2.0,0.0,1.0,0.0,4.0,46,4.0,0.0,0.0,50,2.0,30,23,0.0,4.0,22,7.0,46,1.0,0.0,0.0,3.0,0.0,15.0,7.0,2.0,0.0,0.0,0.0,7,7.0,3.0,2.0,1.0,0.0,17.0,1.0,0.0,3.0,23.0,1.0,0.0,5.0,48,0.0,0.0,0.0,0.0,6.0,0.0,0.0,0.0,0.0,2.0,0.0,11.0,7.0,28,0.0,4.0,1.0,0.0,18.0,0.0,0.0,0.0,0.0,1.0,0.0,4.0,0.0,10.0,2.0,0.0,0.0,0.0,0.0,8.0,0.0,0.0,2.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,4.0,8.0,0.0,4.0,1.0,1.0,0.0,0.0,0.0,0.0,5.0,116,3.0,4.0,8.0,0.0,4.0,2.0,0.0,0.0,0.0,46,0.0,1.0,12.0,0.0,1.0,0.0,0.0,1.0
200812,1.9195,111,0.0,15,16.0,10.0,5.0,4.0,0.0,2.0,0.0,54,0.0,0.0,2.0,0.0,1.0,2.0,0.0,0.0,13,1.0,1.0,2.0,0.0,2.0,19,2.0,0.0,0.0,52,6.0,71,68,0.0,2.0,14,4.0,59,0.0,0.0,2.0,1.0,0.0,8.0,8.0,4.0,0.0,0.0,0.0,3,6.0,8.0,1.0,0.0,1.0,21.0,1.0,0.0,3.0,51.0,0.0,0.0,5.0,52,3.0,0.0,0.0,1.0,21.0,0.0,0.0,1.0,0.0,3.0,0.0,15.0,28.0,48,0.0,10.0,0.0,0.0,62.0,0.0,0.0,1.0,0.0,3.0,1.0,0.0,0.0,9.0,2.0,0.0,0.0,0.0,0.0,12.0,0.0,1.0,3.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,1.0,1.0,0.0,0.0,3.0,11.0,111,6.0,0.0,7.0,0.0,3.0,0.0,0.0,0.0,0.0,37,2.0,2.0,7.0,1.0,10.0,0.0,1.0,8.0
