MonthYear,GPI,event_count_10,event_count_11,event_count_12,event_count_13,event_count_14,event_count_15,event_count_16,event_count_17,event_count_18,event_count_19,event_count_20,event_count_21,event_count_22,event_count_23,event_count_24,event_count_25,event_count_26,event_count_27,event_count_28,event_count_30,event_count_31,event_count_32,event_count_33,event_count_34,event_count_35,event_count_36,event_count_37,event_count_38,event_count_39,event_count_40,event_count_41,event_count_42,event_count_43,event_count_44,event_count_45,event_count_46,event_count_50,event_count_51,event_count_52,event_count_53,event_count_54,event_count_55,event_count_56,event_count_57,event_count_60,event_count_61,event_count_62,event_count_63,event_count_64,event_count_70,event_count_71,event_count_72,event_count_73,event_count_74,event_count_75,event_count_80,event_count_81,event_count_82,event_count_83,event_count_84,event_count_85,event_count_86,event_count_87,event_count_90,event_count_91,event_count_92,event_count_93,event_count_94,event_count_100,event_count_101,event_count_102,event_count_103,event_count_104,event_count_105,event_count_106,event_count_107,event_count_110,event_count_111,event_count_112,event_count_113,event_count_114,event_count_115,event_count_116,event_count_120,event_count_121,event_count_122,event_count_123,event_count_124,event_count_125,event_count_127,event_count_128,event_count_129,event_count_130,event_count_131,event_count_133,event_count_134,event_count_135,event_count_136,event_count_137,event_count_138,event_count_139,event_count_140,event_count_141,event_count_142,event_count_143,event_count_144,event_count_145,event_count_150,event_count_151,event_count_152,event_count_153,event_count_154,event_count_160,event_count_161,event_count_162,event_count_163,event_count_164,event_count_165,event_count_166,event_count_170,event_count_171,event_count_172,event_count_173,event_count_174,event_count_175,event_count_180,event_count_181,event_count_182,event_count_183,event_count_184,event_count_185,event_count_186,event_count_190,event_count_191,event_count_192,event_count_193,event_count_194,event_count_195,event_count_196,event_count_201,event_count_202,event_count_203
200803,2.005,138,4.0,32,73,20,2.0,0.0,5.0,9.0,2.0,91,1.0,4.0,1.0,0.0,4.0,26.0,5.0,0.0,91,9.0,0.0,0.0,0.0,3.0,293,19.0,0.0,0.0,213,2.0,87,77,16.0,1.0,288,40,75,4.0,0.0,6.0,0.0,0.0,12,15,15.0,3.0,0.0,0.0,16,5,5.0,0.0,0.0,2.0,20,8.0,2.0,5.0,14.0,0.0,0.0,8.0,26,0.0,0.0,0.0,0.0,12,0.0,0.0,0.0,0.0,0.0,0.0,1.0,29,12,24,0.0,2.0,0.0,0.0,102,0.0,0.0,0.0,0.0,2.0,4.0,0.0,8.0,23,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,9,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7.0,0.0,0.0,0.0,1.0,3.0,0.0,0.0,0.0,7.0,12.0,25,0.0,1.0,7.0,0.0,3.0,0.0,0.0,0.0,0.0,12,0.0,2.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0
200804,1.9986666666666664,94,0.0,10,53,4,4.0,0.0,7.0,0.0,0.0,51,0.0,4.0,0.0,0.0,0.0,8.0,0.0,0.0,34,1.0,3.0,3.0,0.0,8.0,114,4.0,0.0,0.0,140,0.0,121,118,0.0,4.0,204,36,107,2.0,0.0,4.0,0.0,0.0,7,25,12.0,0.0,0.0,0.0,13,9,4.0,0.0,0.0,0.0,3,0.0,0.0,0.0,7.0,0.0,0.0,4.0,21,0.0,0.0,4.0,0.0,21,0.0,0.0,0.0,1.0,0.0,0.0,0.0,30,15,32,0.0,4.0,0.0,0.0,34,0.0,3.0,1.0,2.0,1.0,0.0,6.0,6.0,15,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,2.0,0.0,0.0,1.0,15.0,0.0,0.0,0.0,1.0,4.0,14,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,21,2.0,5.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0
200805,1.9923333333333333,84,0.0,31,57,15,0.0,0.0,4.0,3.0,0.0,55,0.0,0.0,0.0,0.0,3.0,15.0,3.0,0.0,55,1.0,0.0,5.0,0.0,1.0,162,8.0,0.0,0.0,231,0.0,125,131,2.0,3.0,179,34,110,1.0,0.0,0.0,0.0,0.0,31,11,8.0,1.0,0.0,0.0,13,9,0.0,0.0,2.0,0.0,14,1.0,1.0,1.0,8.0,0.0,1.0,0.0,18,0.0,0.0,0.0,0.0,14,0.0,0.0,0.0,0.0,0.0,0.0,0.0,14,16,12,0.0,4.0,0.0,0.0,54,0.0,0.0,1.0,1.0,6.0,3.0,0.0,0.0,12,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1,0.0,0.0,0.0,0.0,14.0,0.0,0.0,0.0,0.0,10.0,22.0,0.0,0.0,4.0,0.0,0.0,0.0,0.0,2.0,13,11.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,17,0.0,1.0,10.0,0.0,0.0,0.0,0.0,0.0,0.0
200806,1.986,112,2.0,10,20,19,1.0,0.0,2.0,1.0,3.0,34,1.0,0.0,3.0,1.0,1.0,5.0,6.0,1.0,34,7.0,1.0,2.0,0.0,3.0,156,3.0,0.0,0.0,125,0.0,92,82,3.0,0.0,111,17,92,0.0,0.0,0.0,0.0,0.0,48,27,12.0,0.0,0.0,0.0,7,6,4.0,3.0,4.0,0.0,4,0.0,0.0,2.0,3.0,0.0,0.0,7.0,24,0.0,0.0,0.0,0.0,11,2.0,0.0,0.0,4.0,0.0,0.0,0.0,24,20,14,0.0,5.0,0.0,0.0,42,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,8,0.0,1.0,0.0,0.0,0.0,0.0,0.0,2.0,1.0,9,0.0,0.0,0.0,0.0,6.0,0.0,0.0,0.0,0.0,5.0,1.0,0.0,1.0,6.0,0.0,0.0,0.0,2.0,17.0,7,3.0,1.0,7.0,3.0,0.0,0.0,0.0,0.0,1.0,39,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
200807,1.979666666666667,119,1.0,13,49,8,5.0,2.0,11.0,0.0,3.0,58,0.0,1.0,0.0,1.0,0.0,5.0,0.0,0.0,84,0.0,0.0,1.0,0.0,1.0,141,15.0,0.0,0.0,158,6.0,116,111,2.0,2.0,235,55,77,0.0,0.0,0.0,0.0,0.0,22,65,6.0,0.0,0.0,0.0,17,8,23.0,0.0,0.0,0.0,16,1.0,0.0,4.0,2.0,0.0,0.0,2.0,5,0.0,0.0,0.0,0.0,19,0.0,0.0,0.0,0.0,0.0,4.0,1.0,25,18,13,0.0,5.0,0.0,0.0,70,0.0,1.0,0.0,2.0,4.0,0.0,1.0,4.0,11,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0,9.0,0.0,0.0,0.0,15.0,0.0,0.0,0.0,3.0,4.0,23,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,49,0.0,3.0,8.0,0.0,5.0,0.0,0.0,0.0,2.0
200808,1.9733333333333332,64,0.0,12,28,7,0.0,5.0,0.0,0.0,0.0,44,0.0,0.0,0.0,1.0,3.0,2.0,1.0,0.0,13,0.0,0.0,0.0,0.0,0.0,64,0.0,0.0,0.0,47,0.0,98,121,0.0,3.0,41,8,42,0.0,0.0,6.0,0.0,0.0,22,18,0.0,1.0,0.0,0.0,2,3,6.0,3.0,0.0,0.0,13,3.0,0.0,0.0,4.0,0.0,0.0,4.0,22,0.0,0.0,0.0,0.0,8,0.0,0.0,0.0,2.0,0.0,0.0,0.0,14,16,8,0.0,1.0,0.0,0.0,24,0.0,1.0,0.0,0.0,1.0,0.0,4.0,0.0,5,3.0,0.0,0.0,0.0,0.0,0.0,6.0,0.0,0.0,4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,7.0,0.0,0.0,0.0,1.0,11.0,16,0.0,0.0,3.0,1.0,0.0,0.0,0.0,0.0,1.0,51,0.0,2.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0
200809,1.9669999999999999,81,2.0,22,31,2,0.0,0.0,3.0,2.0,3.0,51,0.0,1.0,2.0,2.0,2.0,6.0,6.0,0.0,93,5.0,0.0,0.0,0.0,7.0,201,0.0,0.0,0.0,181,2.0,92,89,2.0,9.0,196,72,52,0.0,0.0,0.0,0.0,0.0,16,6,2.0,0.0,0.0,0.0,3,3,4.0,2.0,0.0,0.0,15,0.0,0.0,0.0,0.0,0.0,0.0,4.0,12,0.0,0.0,0.0,0.0,8,0.0,0.0,0.0,16.0,0.0,0.0,0.0,31,8,4,0.0,2.0,0.0,0.0,76,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,11,1.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,0.0,0.0,0.0,0.0,3.0,11,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,32,0.0,5.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0
200810,1.9606666666666663,82,2.0,17,27,5,1.0,1.0,4.0,3.0,0.0,44,0.0,5.0,1.0,0.0,3.0,6.0,6.0,2.0,26,2.0,3.0,1.0,0.0,3.0,94,2.0,0.0,0.0,130,0.0,76,81,0.0,8.0,197,17,89,1.0,0.0,0.0,0.0,0.0,9,6,1.0,0.0,1.0,2.0,10,6,0.0,2.0,6.0,0.0,6,0.0,0.0,0.0,2.0,0.0,0.0,2.0,4,0.0,0.0,0.0,0.0,3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9,14,16,0.0,0.0,0.0,0.0,28,0.0,0.0,0.0,0.0,3.0,0.0,0.0,1.0,3,0.0,1.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0,8,0.0,0.0,0.0,0.0,19.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0,4.0,0.0,0.0,0.0,0.0,1.0,2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,21,0.0,1.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0
200811,1.9543333333333333,145,0.0,12,17,2,2.0,0.0,11.0,11.0,0.0,43,2.0,3.0,1.0,1.0,0.0,10.0,7.0,0.0,32,7.0,0.0,1.0,0.0,6.0,91,0.0,0.0,0.0,155,2.0,102,102,12.0,5.0,181,27,71,13.0,0.0,2.0,0.0,0.0,79,16,1.0,4.0,0.0,0.0,13,9,1.0,3.0,0.0,0.0,7,0.0,0.0,2.0,7.0,0.0,0.0,0.0,39,0.0,0.0,0.0,0.0,17,0.0,0.0,0.0,2.0,0.0,0.0,0.0,18,23,36,1.0,9.0,0.0,0.0,36,0.0,0.0,0.0,0.0,0.0,5.0,11.0,4.0,5,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,3.0,1.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,11.0,13,2.0,0.0,1.0,2.0,2.0,0.0,0.0,0.0,3.0,43,0.0,6.0,5.0,0.0,1.0,0.0,0.0,0.0,0.0
200812,1.9480000000000002,140,2.0,27,40,14,0.0,0.0,22.0,39.0,0.0,89,0.0,0.0,1.0,1.0,9.0,2.0,0.0,0.0,17,4.0,0.0,4.0,0.0,1.0,87,1.0,0.0,0.0,139,0.0,156,151,0.0,8.0,188,13,73,2.0,10.0,1.0,0.0,0.0,68,25,0.0,0.0,0.0,1.0,29,12,0.0,12.0,1.0,0.0,22,0.0,0.0,14.0,5.0,0.0,0.0,4.0,31,0.0,0.0,0.0,0.0,10,0.0,0.0,0.0,0.0,0.0,0.0,0.0,21,14,29,0.0,22.0,0.0,2.0,81,0.0,1.0,1.0,0.0,0.0,0.0,5.0,1.0,11,0.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0,10,0.0,3.0,0.0,2.0,1.0,0.0,0.0,0.0,2.0,4.0,0.0,8.0,0.0,6.0,0.0,0.0,0.0,4.0,5.0,30,0.0,6.0,1.0,3.0,2.0,2.0,0.0,0.0,0.0,81,1.0,9.0,19.0,8.0,6.0,0.0,0.0,0.0,0.0
